,ids,cloud_ceilings,Altitude
78,78,15491.70776367202,15491.71
79,79,6550.10794830346,6550.11
80,80,1287.0077819825158,1287.01
81,81,474.4077682495117,474.41
82,82,516.1077728271524,516.11
83,83,615.1077728271537,615.11
84,84,1847.0077209473989,1847.01
85,85,3071.3076782229273,3071.31
86,86,1816.007720947401,1816.01
87,87,467.30776214598734,467.31
88,88,2416.7078170778505,2416.71
89,89,2582.007827759003,2582.01
90,90,10104.40769958494,10104.41
91,91,11833.907714843726,11833.91
92,92,12115.307617187496,12115.31
93,93,16621.30761718746,16621.31
94,94,7785.907836914052,7785.91
95,95,2189.7078552246144,2189.71
96,96,1939.8078308105514,1939.81
97,97,10776.307617187438,10776.31
98,98,10447.007598877042,10447.01
99,99,831.1077728271724,831.11
100,100,4306.007766723602,4306.01
101,101,14060.407592773394,14060.41
102,102,20000.107421875,20000.11
103,103,20000.107421875,20000.11
104,104,20000.107421875,20000.11
105,105,20000.107421875,20000.11
106,106,20000.107421875,20000.11
107,107,20000.107421875,20000.11
108,108,20000.107421875,20000.11
109,109,20000.107421875,20000.11
110,110,20000.107421875,20000.11
111,111,20000.107421875,20000.11
112,112,20000.107421875,20000.11
113,113,20000.107421875,20000.11
114,114,20000.107421875,20000.11
115,115,20000.107421875,20000.11
116,116,20000.107421875,20000.11
117,117,20000.107421875,20000.11
118,118,20000.107421875,20000.11
119,119,20000.107421875,20000.11
120,120,20000.107421875,20000.11
121,121,20000.107421875,20000.11
122,122,20000.107421875,20000.11
123,123,20000.107421875,20000.11
124,124,20000.107421875,20000.11
125,125,20000.107421875,20000.11
126,126,20000.107421875,20000.11
127,127,20000.107421875,20000.11
128,128,20000.107421875,20000.11
129,129,20000.107421875,20000.11
130,130,20000.107421875,20000.11
131,131,20000.107421875,20000.11
132,132,20000.107421875,20000.11
133,133,20000.107421875,20000.11
134,134,20000.107421875,20000.11
135,135,20000.107421875,20000.11
136,136,20000.107421875,20000.11
137,137,20000.107421875,20000.11
138,138,20000.107421875,20000.11
139,139,20000.107421875,20000.11
140,140,16477.107543944912,16477.11
141,141,13375.607666015578,13375.61
142,142,16898.607543945665,16898.61
143,143,20000.107421875,20000.11
144,144,20000.107421875,20000.11
145,145,20000.107421875,20000.11
146,146,20000.107421875,20000.11
147,147,20000.107421875,20000.11
148,148,20000.107421875,20000.11
149,149,20000.107421875,20000.11
150,150,16214.007568359328,16214.01
151,151,7276.60774993882,7276.61
152,152,1309.6077804564518,1309.61
153,153,528.007766723639,528.01
154,154,606.9077606201236,606.91
155,155,2985.907684326428,2985.91
156,156,4187.9076538087265,4187.91
157,157,3053.8076934811716,3053.81
158,158,3051.8077087402444,3051.81
159,159,5696.707855225208,5696.71
160,160,11221.807846070122,11221.81
161,161,12229.807647705962,12229.81
162,162,12536.607696533501,12536.61
163,163,13398.107666015825,13398.11
164,164,16040.407470703576,16040.41
165,165,18082.0075683596,18082.01
166,166,13677.307678223393,13677.31
167,167,7319.607788086545,7319.61
168,168,2613.6078796387505,2613.61
169,169,6367.5078430170415,6367.51
170,170,5991.407821654779,5991.41
171,171,712.407768249479,712.41
172,172,6220.207832336607,6220.21
173,173,14792.407714843815,14792.41
174,174,18771.40747070298,18771.41
175,175,20000.107421875,20000.11
176,176,20000.107421875,20000.11
177,177,20000.107421875,20000.11
178,178,20000.107421875,20000.11
179,179,20000.107421875,20000.11
180,180,20000.107421875,20000.11
181,181,20000.107421875,20000.11
182,182,20000.107421875,20000.11
183,183,20000.107421875,20000.11
184,184,20000.107421875,20000.11
185,185,20000.107421875,20000.11
186,186,20000.107421875,20000.11
187,187,20000.107421875,20000.11
188,188,20000.107421875,20000.11
189,189,20000.107421875,20000.11
190,190,20000.107421875,20000.11
191,191,20000.107421875,20000.11
192,192,20000.107421875,20000.11
193,193,20000.107421875,20000.11
194,194,20000.107421875,20000.11
195,195,20000.107421875,20000.11
196,196,20000.107421875,20000.11
197,197,20000.107421875,20000.11
198,198,20000.107421875,20000.11
199,199,20000.107421875,20000.11
200,200,20000.107421875,20000.11
201,201,20000.107421875,20000.11
202,202,20000.107421875,20000.11
203,203,20000.107421875,20000.11
204,204,20000.107421875,20000.11
205,205,20000.107421875,20000.11
206,206,20000.107421875,20000.11
207,207,20000.107421875,20000.11
208,208,20000.107421875,20000.11
209,209,20000.107421875,20000.11
210,210,20000.107421875,20000.11
211,211,20000.107421875,20000.11
212,212,16477.107543945713,16477.11
213,213,16477.107543945713,16477.11
214,214,20000.107421875,20000.11
215,215,20000.107421875,20000.11
216,216,20000.107421875,20000.11
217,217,20000.107421875,20000.11
218,218,20000.107421875,20000.11
219,219,20000.107421875,20000.11
220,220,20000.107421875,20000.11
221,221,20000.107421875,20000.11
222,222,17859.107421875247,17859.11
223,223,9514.707603455,9514.71
224,224,1959.9077835084663,1959.91
225,225,656.8077697753992,656.81
226,226,3858.2077178958652,3858.21
227,227,10810.30764770569,10810.31
228,228,11267.007659912797,11267.01
229,229,7478.307693482224,7478.31
230,230,8302.10777282773,8302.11
231,231,13859.407836914379,13859.41
232,232,19073.307617187606,19073.31
233,233,20000.107421875,20000.11
234,234,16039.907714843848,16039.91
235,235,16039.907714843848,16039.91
236,236,20000.107421875,20000.11
237,237,20000.107421875,20000.11
238,238,20000.107421875,20000.11
239,239,16207.507568359833,16207.51
240,240,7314.507751465342,7314.51
241,241,1773.607810974106,1773.61
242,242,888.6078033446801,888.61
243,243,1626.5078277589196,1626.51
244,244,8437.307945251456,8437.31
245,245,15804.207763671891,15804.21
246,246,18771.407470703256,18771.41
247,247,20000.107421875,20000.11
248,248,20000.107421875,20000.11
249,249,20000.107421875,20000.11
250,250,20000.107421875,20000.11
251,251,20000.107421875,20000.11
252,252,20000.107421875,20000.11
253,253,20000.107421875,20000.11
254,254,20000.107421875,20000.11
255,255,20000.107421875,20000.11
256,256,20000.107421875,20000.11
257,257,20000.107421875,20000.11
258,258,20000.107421875,20000.11
259,259,20000.107421875,20000.11
260,260,20000.107421875,20000.11
261,261,20000.107421875,20000.11
262,262,20000.107421875,20000.11
263,263,20000.107421875,20000.11
264,264,20000.107421875,20000.11
265,265,20000.107421875,20000.11
266,266,20000.107421875,20000.11
267,267,20000.107421875,20000.11
268,268,20000.107421875,20000.11
269,269,20000.107421875,20000.11
270,270,20000.107421875,20000.11
271,271,20000.107421875,20000.11
272,272,20000.107421875,20000.11
273,273,20000.107421875,20000.11
274,274,20000.107421875,20000.11
275,275,20000.107421875,20000.11
276,276,20000.107421875,20000.11
277,277,20000.107421875,20000.11
278,278,20000.107421875,20000.11
279,279,20000.107421875,20000.11
280,280,20000.107421875,20000.11
281,281,20000.107421875,20000.11
282,282,18624.207519531094,18624.21
283,283,18624.207519531094,18624.21
284,284,20000.107421875,20000.11
285,285,20000.107421875,20000.11
286,286,20000.107421875,20000.11
287,287,20000.107421875,20000.11
288,288,20000.107421875,20000.11
289,289,20000.107421875,20000.11
290,290,20000.107421875,20000.11
291,291,20000.107421875,20000.11
292,292,20000.107421875,20000.11
293,293,20000.107421875,20000.11
294,294,20000.107421875,20000.11
295,295,13786.707519531337,13786.71
296,296,4108.307693481524,4108.31
297,297,4752.707778931121,4752.71
298,298,12736.107849121732,12736.11
299,299,13803.80786132785,13803.81
300,300,14278.60766601528,14278.61
301,301,17154.207519531574,17154.21
302,302,16732.30761718787,16732.31
303,303,18358.00756835956,18358.01
304,304,20000.107421875,20000.11
305,305,20000.107421875,20000.11
306,306,18459.707519531425,18459.71
307,307,18459.707519531425,18459.71
308,308,20000.107421875,20000.11
309,309,20000.107421875,20000.11
310,310,20000.107421875,20000.11
311,311,20000.107421875,20000.11
312,312,10809.807594299318,10809.81
313,313,1048.0077667235726,1048.01
314,314,934.5077667236843,934.51
315,315,7013.207740784125,7013.21
316,316,14350.607666016256,14350.61
317,317,18033.70751953146,18033.71
318,318,20000.107421875,20000.11
319,319,20000.107421875,20000.11
320,320,20000.107421875,20000.11
321,321,20000.107421875,20000.11
322,322,20000.107421875,20000.11
323,323,20000.107421875,20000.11
324,324,20000.107421875,20000.11
325,325,20000.107421875,20000.11
326,326,20000.107421875,20000.11
327,327,20000.107421875,20000.11
328,328,20000.107421875,20000.11
329,329,20000.107421875,20000.11
330,330,20000.107421875,20000.11
331,331,20000.107421875,20000.11
332,332,20000.107421875,20000.11
333,333,20000.107421875,20000.11
334,334,20000.107421875,20000.11
335,335,20000.107421875,20000.11
336,336,20000.107421875,20000.11
337,337,20000.107421875,20000.11
338,338,20000.107421875,20000.11
339,339,20000.107421875,20000.11
340,340,20000.107421875,20000.11
341,341,20000.107421875,20000.11
342,342,20000.107421875,20000.11
343,343,20000.107421875,20000.11
344,344,20000.107421875,20000.11
345,345,20000.107421875,20000.11
346,346,20000.107421875,20000.11
347,347,17688.107421874767,17688.11
348,348,16833.307617187118,16833.31
349,349,19145.30761718739,19145.31
350,350,20000.107421875,20000.11
351,351,20000.107421875,20000.11
352,352,20000.107421875,20000.11
353,353,20000.107421875,20000.11
354,354,18624.207519531406,18624.21
355,355,18624.207519531406,18624.21
356,356,20000.107421875,20000.11
357,357,20000.107421875,20000.11
358,358,20000.107421875,20000.11
359,359,20000.107421875,20000.11
360,360,20000.107421875,20000.11
361,361,20000.107421875,20000.11
362,362,20000.107421875,20000.11
363,363,19835.007324218728,19835.01
364,364,15766.207397460455,15766.21
365,365,15931.307495116722,15931.31
366,366,20000.107421875,20000.11
367,367,12447.307510375751,12447.31
368,368,2768.5076751706674,2768.51
369,369,8782.807586669922,8782.81
370,370,18436.8076171875,18436.81
371,371,15647.90771484426,15647.91
372,372,15672.707519531727,15672.71
373,373,18326.307617187318,18326.31
374,374,15989.607666015172,15989.61
375,375,17663.407470702856,17663.41
376,376,20000.107421875,20000.11
377,377,20000.107421875,20000.11
378,378,20000.107421875,20000.11
379,379,20000.107421875,20000.11
380,380,20000.107421875,20000.11
381,381,17494.0075683591,17494.01
382,382,15088.90771484319,15088.91
383,383,13239.40765380784,13239.41
384,384,5888.1076812739575,5888.11
385,385,473.6077728271476,473.61
386,386,5818.907684326634,5818.91
387,387,12193.207580566515,12193.21
388,388,16604.30749511678,16604.31
389,389,20000.107421875,20000.11
390,390,20000.107421875,20000.11
391,391,20000.107421875,20000.11
392,392,20000.107421875,20000.11
393,393,20000.107421875,20000.11
394,394,20000.107421875,20000.11
395,395,20000.107421875,20000.11
396,396,20000.107421875,20000.11
397,397,20000.107421875,20000.11
398,398,20000.107421875,20000.11
399,399,20000.107421875,20000.11
400,400,20000.107421875,20000.11
401,401,20000.107421875,20000.11
402,402,20000.107421875,20000.11
403,403,20000.107421875,20000.11
404,404,20000.107421875,20000.11
405,405,20000.107421875,20000.11
406,406,20000.107421875,20000.11
407,407,20000.107421875,20000.11
408,408,20000.107421875,20000.11
409,409,20000.107421875,20000.11
410,410,20000.107421875,20000.11
411,411,20000.107421875,20000.11
412,412,20000.107421875,20000.11
413,413,20000.107421875,20000.11
414,414,20000.107421875,20000.11
415,415,20000.107421875,20000.11
416,416,20000.107421875,20000.11
417,417,20000.107421875,20000.11
418,418,20000.107421875,20000.11
419,419,17530.50732421903,17530.51
420,420,15435.507568359571,15435.51
421,421,17905.107666015552,17905.11
422,422,20000.107421875,20000.11
423,423,20000.107421875,20000.11
424,424,20000.107421875,20000.11
425,425,20000.107421875,20000.11
426,426,20000.107421875,20000.11
427,427,18402.207519531068,18402.21
428,428,18402.207519531068,18402.21
429,429,20000.107421875,20000.11
430,430,20000.107421875,20000.11
431,431,20000.107421875,20000.11
432,432,14854.50759887637,14854.51
433,433,15102.207794188897,15102.21
434,434,15074.80780029241,15074.81
435,435,10136.70748901259,10136.71
436,436,10920.507476806572,10920.51
437,437,15931.307495117646,15931.31
438,438,20000.107421875,20000.11
439,439,10333.60758972168,10333.61
440,440,609.107757568345,609.11
441,441,8451.707687377891,8451.71
442,442,18168.007812499964,18168.01
443,443,15924.807800292518,15924.81
444,444,15933.007507323742,15933.01
445,445,18326.307617187696,18326.31
446,446,11396.70776367183,11396.71
447,447,9904.207641600939,9904.21
448,448,16833.807495116827,16833.81
449,449,20000.107421875,20000.11
450,450,20000.107421875,20000.11
451,451,20000.107421875,20000.11
452,452,18246.90747070293,18246.91
453,453,10862.30770111039,10862.31
454,454,7628.807945251157,7628.81
455,455,5864.907897949179,5864.91
456,456,1098.707778930619,1098.71
457,457,467.6077728271489,467.61
458,458,5451.807693480868,5451.81
459,459,7080.807693480773,7080.81
460,460,11849.507598876742,11849.51
461,461,20000.107421875,20000.11
462,462,20000.107421875,20000.11
463,463,20000.107421875,20000.11
464,464,20000.107421875,20000.11
465,465,20000.107421875,20000.11
466,466,20000.107421875,20000.11
467,467,20000.107421875,20000.11
468,468,20000.107421875,20000.11
469,469,20000.107421875,20000.11
470,470,20000.107421875,20000.11
471,471,20000.107421875,20000.11
472,472,20000.107421875,20000.11
473,473,20000.107421875,20000.11
474,474,20000.107421875,20000.11
475,475,20000.107421875,20000.11
476,476,20000.107421875,20000.11
477,477,20000.107421875,20000.11
478,478,20000.107421875,20000.11
479,479,20000.107421875,20000.11
480,480,20000.107421875,20000.11
481,481,20000.107421875,20000.11
482,482,20000.107421875,20000.11
483,483,20000.107421875,20000.11
484,484,20000.107421875,20000.11
485,485,20000.107421875,20000.11
486,486,20000.107421875,20000.11
487,487,20000.107421875,20000.11
488,488,20000.107421875,20000.11
489,489,20000.107421875,20000.11
490,490,20000.107421875,20000.11
491,491,19842.507324218772,19842.51
492,492,16025.107421874916,16025.11
493,493,15915.407714843519,15915.41
494,494,19732.807617187467,19732.81
495,495,20000.107421875,20000.11
496,496,19701.807617187467,19701.81
497,497,19506.807617187445,19506.81
498,498,19805.107421874978,19805.11
499,499,18402.207519531432,18402.21
500,500,18402.207519531432,18402.21
501,501,20000.107421875,20000.11
502,502,20000.107421875,20000.11
503,503,20000.107421875,20000.11
504,504,4992.807769774854,4992.81
505,505,5332.407966613216,5332.41
506,506,5367.307968139107,5367.31
507,507,551.9077529907167,551.91
508,508,10276.207588195797,10276.21
509,509,20000.107421875,20000.11
510,510,20000.107421875,20000.11
511,511,10326.507583618179,10326.51
512,512,529.6077575683646,529.61
513,513,4228.607879638231,4228.61
514,514,9102.108085631324,9102.11
515,515,10140.007789611622,10140.01
516,516,15063.407409668314,15063.41
517,517,20000.107421875,20000.11
518,518,12899.407714844014,12899.41
519,519,4820.107872009318,4820.11
520,520,10833.10762786833,10833.11
521,521,18912.407470703,18912.41
522,522,20000.107421875,20000.11
523,523,20000.107421875,20000.11
524,524,13447.907562255512,13447.91
525,525,3694.607734679841,3694.61
526,526,4617.907814025797,4617.91
527,527,4738.607818603486,4738.61
528,528,614.8077697753857,614.81
529,529,455.50776672363145,455.51
530,530,727.2077941894561,727.21
531,531,5764.307723999536,5764.31
532,532,15245.307525635273,15245.31
533,533,20000.107421875,20000.11
534,534,20000.107421875,20000.11
535,535,20000.107421875,20000.11
536,536,20000.107421875,20000.11
537,537,20000.107421875,20000.11
538,538,20000.107421875,20000.11
539,539,20000.107421875,20000.11
540,540,20000.107421875,20000.11
541,541,20000.107421875,20000.11
542,542,20000.107421875,20000.11
543,543,20000.107421875,20000.11
544,544,20000.107421875,20000.11
545,545,20000.107421875,20000.11
546,546,20000.107421875,20000.11
547,547,20000.107421875,20000.11
548,548,20000.107421875,20000.11
549,549,20000.107421875,20000.11
550,550,20000.107421875,20000.11
551,551,20000.107421875,20000.11
552,552,20000.107421875,20000.11
553,553,20000.107421875,20000.11
554,554,20000.107421875,20000.11
555,555,20000.107421875,20000.11
556,556,20000.107421875,20000.11
557,557,20000.107421875,20000.11
558,558,20000.107421875,20000.11
559,559,20000.107421875,20000.11
560,560,20000.107421875,20000.11
561,561,20000.107421875,20000.11
562,562,20000.107421875,20000.11
563,563,20000.107421875,20000.11
564,564,17422.907470703456,17422.91
565,565,17155.607666015916,17155.61
566,566,18856.50781249994,18856.51
567,567,18838.10791015611,18838.11
568,568,15741.508056640208,15741.51
569,569,15832.207763671515,15832.21
570,570,19805.107421875022,19805.11
571,571,20000.107421875,20000.11
572,572,20000.107421875,20000.11
573,573,20000.107421875,20000.11
574,574,20000.107421875,20000.11
575,575,20000.107421875,20000.11
576,576,2228.707824707253,2228.71
577,577,5618.8077163702155,5618.81
578,578,9552.607589722698,9552.61
579,579,10250.20758819691,10250.21
580,580,15121.90750885065,15121.91
581,581,18522.607421874833,18522.61
582,582,16907.30761718715,16907.31
583,583,10107.70774841306,10107.71
584,584,1952.30772399918,1952.31
585,585,421.00776672364134,421.01
586,586,1952.3077316286003,1952.31
587,587,7963.807655334404,7963.81
588,588,15407.507812499667,15407.51
589,589,19204.407714843655,19204.41
590,590,17492.307617187795,17492.31
591,591,9303.607749939447,9303.61
592,592,10723.707603454899,10723.71
593,593,18912.40747070325,18912.41
594,594,18268.40747070293,18268.41
595,595,16645.807617187118,16645.81
596,596,8722.407745361137,8722.41
597,597,612.3077697753863,612.31
598,598,3743.7077636718054,3743.71
599,599,3758.5077590942083,3758.51
600,600,525.9077606201131,525.91
601,601,444.3077621459968,444.31
602,602,575.1077804565193,575.11
603,603,7966.907661437641,7966.91
604,604,17592.407470702834,17592.41
605,605,20000.107421875,20000.11
606,606,20000.107421875,20000.11
607,607,20000.107421875,20000.11
608,608,20000.107421875,20000.11
609,609,20000.107421875,20000.11
610,610,20000.107421875,20000.11
611,611,20000.107421875,20000.11
612,612,20000.107421875,20000.11
613,613,20000.107421875,20000.11
614,614,20000.107421875,20000.11
615,615,20000.107421875,20000.11
616,616,20000.107421875,20000.11
617,617,20000.107421875,20000.11
618,618,20000.107421875,20000.11
619,619,20000.107421875,20000.11
620,620,20000.107421875,20000.11
621,621,20000.107421875,20000.11
622,622,20000.107421875,20000.11
623,623,20000.107421875,20000.11
624,624,20000.107421875,20000.11
625,625,20000.107421875,20000.11
626,626,20000.107421875,20000.11
627,627,20000.107421875,20000.11
628,628,20000.107421875,20000.11
629,629,20000.107421875,20000.11
630,630,20000.107421875,20000.11
631,631,20000.107421875,20000.11
632,632,20000.107421875,20000.11
633,633,20000.107421875,20000.11
634,634,20000.107421875,20000.11
635,635,20000.107421875,20000.11
636,636,20000.107421875,20000.11
637,637,16442.107543944956,16442.11
638,638,10970.907836913262,10970.91
639,639,11344.408203124265,11344.41
640,640,13141.008056640745,13141.01
641,641,16325.507568359793,16325.51
642,642,20000.107421875,20000.11
643,643,20000.107421875,20000.11
644,644,20000.107421875,20000.11
645,645,20000.107421875,20000.11
646,646,20000.107421875,20000.11
647,647,20000.107421875,20000.11
648,648,9638.30780029359,9638.31
649,649,15388.607543945836,15388.61
650,650,19260.107421875084,19260.11
651,651,20000.107421875,20000.11
652,652,20000.107421875,20000.11
653,653,15461.407470702949,15461.41
654,654,8940.807754516052,8940.81
655,655,5102.407836913527,5102.41
656,656,1877.6077194212216,1877.61
657,657,516.6077651977562,516.61
658,658,6937.807647705448,6937.81
659,659,13748.607666016334,13748.61
660,660,16277.107910156665,16277.11
661,661,19204.407714843834,19204.41
662,662,20000.107421875,20000.11
663,663,16724.407470703503,16724.41
664,664,16724.407470703496,16724.41
665,665,20000.107421875,20000.11
666,666,13437.10755920375,13437.11
667,667,6943.407791136974,6943.41
668,668,3777.70782470666,3777.71
669,669,561.2077636718737,561.21
670,670,1945.107772826981,1945.11
671,671,1898.907775878758,1898.91
672,672,487.20777130126953,487.21
673,673,5305.707679749053,5305.71
674,674,7883.407737732803,7883.41
675,675,10413.60770416314,10413.61
676,676,17592.40747070338,17592.41
677,677,20000.107421875,20000.11
678,678,20000.107421875,20000.11
679,679,20000.107421875,20000.11
680,680,20000.107421875,20000.11
681,681,20000.107421875,20000.11
682,682,20000.107421875,20000.11
683,683,20000.107421875,20000.11
684,684,20000.107421875,20000.11
685,685,20000.107421875,20000.11
686,686,20000.107421875,20000.11
687,687,20000.107421875,20000.11
688,688,20000.107421875,20000.11
689,689,20000.107421875,20000.11
690,690,20000.107421875,20000.11
691,691,20000.107421875,20000.11
692,692,20000.107421875,20000.11
693,693,20000.107421875,20000.11
694,694,20000.107421875,20000.11
695,695,20000.107421875,20000.11
696,696,20000.107421875,20000.11
697,697,20000.107421875,20000.11
698,698,20000.107421875,20000.11
699,699,20000.107421875,20000.11
700,700,20000.107421875,20000.11
701,701,20000.107421875,20000.11
702,702,20000.107421875,20000.11
703,703,20000.107421875,20000.11
704,704,20000.107421875,20000.11
705,705,20000.107421875,20000.11
706,706,20000.107421875,20000.11
707,707,20000.107421875,20000.11
708,708,20000.107421875,20000.11
709,709,12762.307617187587,12762.31
710,710,7908.107910156696,7908.11
711,711,12247.10791015706,12247.11
712,712,17101.307617187827,17101.31
713,713,20000.107421875,20000.11
714,714,20000.107421875,20000.11
715,715,20000.107421875,20000.11
716,716,20000.107421875,20000.11
717,717,20000.107421875,20000.11
718,718,20000.107421875,20000.11
719,719,20000.107421875,20000.11
720,720,16579.107666015792,16579.11
721,721,20000.107421875,20000.11
722,722,20000.107421875,20000.11
723,723,20000.107421875,20000.11
724,724,20000.107421875,20000.11
725,725,15578.707519531448,15578.71
726,726,8704.407608032758,8704.41
727,727,6248.407592774105,6248.41
728,728,3380.707679748871,3380.71
729,729,565.1077804565462,565.11
730,730,7455.507751464509,7455.51
731,731,16839.107666015258,16839.11
732,732,19690.707519531214,19690.71
733,733,20000.107421875,20000.11
734,734,20000.107421875,20000.11
735,735,20000.107421875,20000.11
736,736,20000.107421875,20000.11
737,737,17336.307617187198,17336.31
738,738,10412.40785217286,10412.41
739,739,3376.507827759105,3376.51
740,740,546.2077636718788,546.21
741,741,522.6077728271453,522.61
742,742,3449.2077331546047,3449.21
743,743,3416.2077255252543,3416.21
744,744,487.4077682495117,487.41
745,745,10159.107498168876,10159.11
746,746,17649.907470703398,17649.91
747,747,17734.507568359615,17734.51
748,748,20000.107421875,20000.11
749,749,20000.107421875,20000.11
750,750,20000.107421875,20000.11
751,751,20000.107421875,20000.11
752,752,20000.107421875,20000.11
753,753,20000.107421875,20000.11
754,754,20000.107421875,20000.11
755,755,20000.107421875,20000.11
756,756,20000.107421875,20000.11
757,757,20000.107421875,20000.11
758,758,20000.107421875,20000.11
759,759,20000.107421875,20000.11
760,760,20000.107421875,20000.11
761,761,20000.107421875,20000.11
762,762,20000.107421875,20000.11
763,763,20000.107421875,20000.11
764,764,20000.107421875,20000.11
765,765,20000.107421875,20000.11
766,766,20000.107421875,20000.11
767,767,20000.107421875,20000.11
768,768,20000.107421875,20000.11
769,769,20000.107421875,20000.11
770,770,20000.107421875,20000.11
771,771,20000.107421875,20000.11
772,772,20000.107421875,20000.11
773,773,20000.107421875,20000.11
774,774,20000.107421875,20000.11
775,775,20000.107421875,20000.11
776,776,20000.107421875,20000.11
777,777,20000.107421875,20000.11
778,778,20000.107421875,20000.11
779,779,20000.107421875,20000.11
780,780,20000.107421875,20000.11
781,781,13752.207641601777,13752.21
782,782,13231.907836914108,13231.91
783,783,19479.807617187493,19479.81
784,784,20000.107421875,20000.11
785,785,20000.107421875,20000.11
786,786,20000.107421875,20000.11
787,787,20000.107421875,20000.11
788,788,20000.107421875,20000.11
789,789,20000.107421875,20000.11
790,790,20000.107421875,20000.11
791,791,17341.607421874698,17341.61
792,792,19031.20751953136,19031.21
793,793,20000.107421875,20000.11
794,794,20000.107421875,20000.11
795,795,20000.107421875,20000.11
796,796,20000.107421875,20000.11
797,797,18639.90747070328,18639.91
798,798,16670.907470703503,16670.91
799,799,12532.2075195313,12532.21
800,800,4821.807693481273,4821.81
801,801,582.1077728271472,582.11
802,802,2530.1078338620646,2530.11
803,803,7203.007858275623,7203.01
804,804,10176.607727049735,10176.61
805,805,13073.207672118344,13073.21
806,806,17831.00756835912,17831.01
807,807,16848.10754394496,16848.11
808,808,16055.507446288613,16055.51
809,809,11656.807601928367,11656.81
810,810,10356.807846069321,10356.81
811,811,13078.90765380938,13078.91
812,812,10289.907592774542,10289.91
813,813,5956.4076843268085,5956.41
814,814,7569.907745361426,7569.91
815,815,6975.807739257933,6975.81
816,816,487.6077651977539,487.61
817,817,5354.307579039947,5354.31
818,818,10401.607498167863,10401.61
819,819,14963.00741577088,14963.01
820,820,19672.00732421871,19672.01
821,821,20000.107421875,20000.11
822,822,20000.107421875,20000.11
823,823,20000.107421875,20000.11
824,824,20000.107421875,20000.11
825,825,20000.107421875,20000.11
826,826,20000.107421875,20000.11
827,827,20000.107421875,20000.11
828,828,20000.107421875,20000.11
829,829,20000.107421875,20000.11
830,830,20000.107421875,20000.11
831,831,20000.107421875,20000.11
832,832,20000.107421875,20000.11
833,833,20000.107421875,20000.11
834,834,20000.107421875,20000.11
835,835,20000.107421875,20000.11
836,836,20000.107421875,20000.11
837,837,20000.107421875,20000.11
838,838,20000.107421875,20000.11
839,839,20000.107421875,20000.11
840,840,20000.107421875,20000.11
841,841,20000.107421875,20000.11
842,842,20000.107421875,20000.11
843,843,20000.107421875,20000.11
844,844,20000.107421875,20000.11
845,845,20000.107421875,20000.11
846,846,20000.107421875,20000.11
847,847,20000.107421875,20000.11
848,848,20000.107421875,20000.11
849,849,20000.107421875,20000.11
850,850,20000.107421875,20000.11
851,851,20000.107421875,20000.11
852,852,20000.107421875,20000.11
