,ids,precipitations,Precipitation
224,224,5.00000012948442e-07,1e-06
225,225,1.1000000128546502e-06,1e-06
226,226,1.6000000329086102e-06,2e-06
227,227,1.0000000330024278e-06,1e-06
228,228,1.0000000116862147e-07,0.0
229,229,2.0000000233719603e-07,0.0
230,230,1.7999999641914606e-06,2e-06
231,231,3.499999934319759e-06,3e-06
232,232,2.0999999748027106e-06,2e-06
233,233,2.0000000233721948e-07,0.0
234,234,4.0000000467443897e-07,0.0
235,235,6.000000070116812e-07,1e-06
236,236,3.000000035058633e-07,0.0
237,237,2.0000000233724222e-07,0.0
238,238,1.0000000116862183e-07,0.0
239,239,1.000000011686204e-07,0.0
240,240,4.299999844193263e-06,4e-06
241,241,9.640000249789559e-05,9.6e-05
242,242,0.00024190000749514673,0.000242
243,243,0.0002413000074739121,0.000241
244,244,0.00020230000518494358,0.000202
245,245,0.0001725000038277316,0.000173
246,246,7.140000138861138e-05,7.1e-05
247,247,4.0099999978340906e-05,4e-05
248,248,9.700000055090855e-05,9.7e-05
249,249,6.70000006977034e-05,6.7e-05
250,250,1.4000000163605364e-06,1e-06
251,251,1.000000004580693e-06,1e-06
252,252,1.0000000116862111e-07,0.0
253,253,0.0,0.0
254,254,3.0000000350581784e-07,0.0
255,255,1.1000000128547186e-06,1e-06
256,256,9.000000105175218e-07,1e-06
257,257,2.700000017341665e-06,3e-06
258,258,3.5000000195851157e-06,4e-06
259,259,9.000000034120781e-07,1e-06
260,260,0.0,0.0
261,261,1.0000000116859696e-07,0.0
262,262,4.000000046744134e-07,0.0
263,263,3.0000000350582213e-07,0.0
264,264,0.0,0.0
265,265,0.0,0.0
266,266,0.0,0.0
267,267,0.0,0.0
268,268,0.0,0.0
269,269,0.0,0.0
270,270,0.0,0.0
271,271,0.0,0.0
272,272,0.0,0.0
273,273,0.0,0.0
274,274,0.0,0.0
275,275,0.0,0.0
276,276,0.0,0.0
277,277,0.0,0.0
278,278,0.0,0.0
279,279,0.0,0.0
280,280,0.0,0.0
281,281,0.0,0.0
282,282,0.0,0.0
283,283,4.0000000467448444e-07,0.0
284,284,4.0000000467448444e-07,0.0
285,285,0.0,0.0
286,286,0.0,0.0
287,287,0.0,0.0
288,288,0.0,0.0
289,289,0.0,0.0
290,290,0.0,0.0
291,291,0.0,0.0
292,292,0.0,0.0
293,293,0.0,0.0
294,294,0.0,0.0
295,295,0.0,0.0
296,296,5.999999999062766e-07,1e-06
297,297,1.0000000045807156e-06,1e-06
298,298,1.1000000270655045e-06,1e-06
299,299,1.000000025896908e-06,1e-06
300,300,3.0000000350584167e-07,0.0
301,301,0.0,0.0
302,302,4.999999987375627e-07,0.0
303,303,1.3000000080864192e-06,1e-06
304,304,1.1000000128546957e-06,1e-06
305,305,3.000000035058406e-07,0.0
306,306,2.0000000233719675e-07,0.0
307,307,5.000000058430146e-07,1e-06
308,308,1.0000000258969977e-06,1e-06
309,309,1.6000000329087461e-06,2e-06
310,310,9.000000105175737e-07,1e-06
311,311,2.0000000233721806e-07,0.0
312,312,1.189999996142919e-05,1.2e-05
313,313,0.00013290000242704433,0.000133
314,314,0.00022880000597068158,0.000229
315,315,0.0001523000037195632,0.000152
316,316,0.00010049999946204161,0.0001
317,317,9.499999850958867e-05,9.5e-05
318,318,7.459999869752216e-05,7.5e-05
319,319,9.75000011749251e-05,9.8e-05
320,320,0.00012950000200362565,0.00013
321,321,6.760000026417863e-05,6.8e-05
322,322,1.000000011686052e-06,1e-06
323,323,9.000000105174536e-07,1e-06
324,324,1.0000000116859837e-07,0.0
325,325,0.0,0.0
326,326,1.0000000116859837e-07,0.0
327,327,8.000000022434052e-07,1e-06
328,328,1.4000000234659866e-06,1e-06
329,329,3.900000059786714e-06,4e-06
330,330,4.100000040807584e-06,4e-06
331,331,9.000000034120555e-07,1e-06
332,332,0.0,0.0
333,333,0.0,0.0
334,334,1.0000000116859696e-07,0.0
335,335,1.0000000116859979e-07,0.0
336,336,0.0,0.0
337,337,0.0,0.0
338,338,0.0,0.0
339,339,0.0,0.0
340,340,0.0,0.0
341,341,0.0,0.0
342,342,0.0,0.0
343,343,0.0,0.0
344,344,0.0,0.0
345,345,0.0,0.0
346,346,0.0,0.0
347,347,0.0,0.0
348,348,0.0,0.0
349,349,0.0,0.0
350,350,0.0,0.0
351,351,0.0,0.0
352,352,0.0,0.0
353,353,0.0,0.0
354,354,0.0,0.0
355,355,2.5999999309080753e-06,3e-06
356,356,2.6999999320766965e-06,3e-06
357,357,1.0000000116862111e-07,0.0
358,358,0.0,0.0
359,359,0.0,0.0
360,360,0.0,0.0
361,361,0.0,0.0
362,362,0.0,0.0
363,363,0.0,0.0
364,364,0.0,0.0
365,365,0.0,0.0
366,366,0.0,0.0
367,367,1.0000000116862102e-07,0.0
368,368,1.4000000092551544e-06,1e-06
369,369,1.9000000150982147e-06,2e-06
370,370,1.0000000187915705e-06,1e-06
371,371,1.1000000128547629e-06,1e-06
372,372,7.000000010748775e-07,1e-06
373,373,0.0,0.0
374,374,0.0,0.0
375,375,6.000000212225121e-07,1e-06
376,376,1.1000000341710007e-06,1e-06
377,377,6.000000141171085e-07,1e-06
378,378,1.0000000116862111e-07,0.0
379,379,1.0000000116859837e-07,0.0
380,380,1.3000000436136246e-06,1e-06
381,381,3.0000000492691673e-06,3e-06
382,382,1.9000000079927766e-06,2e-06
383,383,4.0000000467446025e-07,0.0
384,384,1.6799999677630284e-05,1.7e-05
385,385,7.329999925786752e-05,7.3e-05
386,386,6.529999950543916e-05,6.5e-05
387,387,4.8300001026290796e-05,4.8e-05
388,388,6.94000009389125e-05,6.9e-05
389,389,8.000000070751654e-05,8e-05
390,390,9.000000045489466e-05,9e-05
391,391,9.020000106829242e-05,9e-05
392,392,0.00010850000217032691,0.000109
393,393,5.920000069181595e-05,5.9e-05
394,394,1.6000000186978696e-06,2e-06
395,395,3.000000106112225e-07,0.0
396,396,0.0,0.0
397,397,0.0,0.0
398,398,0.0,0.0
399,399,2.0000000233719675e-07,0.0
400,400,1.200000028234126e-06,1e-06
401,401,3.3999999971000303e-06,3e-06
402,402,2.899999977046116e-06,3e-06
403,403,6.000000070116387e-07,1e-06
404,404,1.0000000116862253e-07,0.0
405,405,0.0,0.0
406,406,0.0,0.0
407,407,0.0,0.0
408,408,0.0,0.0
409,409,0.0,0.0
410,410,0.0,0.0
411,411,0.0,0.0
412,412,0.0,0.0
413,413,0.0,0.0
414,414,0.0,0.0
415,415,0.0,0.0
416,416,0.0,0.0
417,417,0.0,0.0
418,418,0.0,0.0
419,419,0.0,0.0
420,420,0.0,0.0
421,421,0.0,0.0
422,422,0.0,0.0
423,423,0.0,0.0
424,424,0.0,0.0
425,425,0.0,0.0
426,426,0.0,0.0
427,427,3.899999910572603e-06,4e-06
428,428,4.79999992109017e-06,5e-06
429,429,1.4000000092552454e-06,1e-06
430,430,4.999999987376782e-07,0.0
431,431,0.0,0.0
432,432,1.0000000116862111e-07,0.0
433,433,1.0000000116862111e-07,0.0
434,434,0.0,0.0
435,435,1.0000000116862107e-07,0.0
436,436,2.0000000233724222e-07,0.0
437,437,1.000000011686212e-07,0.0
438,438,1.0000000116862094e-07,0.0
439,439,1.5000000104238655e-06,2e-06
440,440,3.9999999685849395e-06,4e-06
441,441,4.20000000644925e-06,4e-06
442,442,2.2000000683420712e-06,2e-06
443,443,1.500000024634561e-06,2e-06
444,444,9.000000034120522e-07,1e-06
445,445,0.0,0.0
446,446,3.000000106112896e-07,0.0
447,447,2.5000000505317382e-06,3e-06
448,448,3.8000000586183205e-06,4e-06
449,449,1.700000019866468e-06,2e-06
450,450,1.0000000116859837e-07,0.0
451,451,0.0,0.0
452,452,1.3000000080865107e-06,1e-06
453,453,3.399999968678478e-06,3e-06
454,454,2.299999962929203e-06,2e-06
455,455,1.2000000140233794e-06,1e-06
456,456,1.5299999759576653e-05,1.5e-05
457,457,4.3199999709029986e-05,4.3e-05
458,458,3.559999981916865e-05,3.6e-05
459,459,3.549999996721318e-05,3.5e-05
460,460,4.7100000301723205e-05,4.7e-05
461,461,9.240000053978135e-05,9.2e-05
462,462,9.580000096320807e-05,9.6e-05
463,463,4.02000005124124e-05,4e-05
464,464,6.17999985479387e-05,6.2e-05
465,465,4.8499998797524116e-05,4.8e-05
466,466,5.20000014603313e-06,5e-06
467,467,0.0,0.0
468,468,0.0,0.0
469,469,0.0,0.0
470,470,0.0,0.0
471,471,0.0,0.0
472,472,4.000000046743935e-07,0.0
473,473,1.0999999915383e-06,1e-06
474,474,7.999999880325049e-07,1e-06
475,475,2.0000000233719675e-07,0.0
476,476,1.0000000116859979e-07,0.0
477,477,0.0,0.0
478,478,0.0,0.0
479,479,0.0,0.0
480,480,0.0,0.0
481,481,0.0,0.0
482,482,0.0,0.0
483,483,0.0,0.0
484,484,0.0,0.0
485,485,0.0,0.0
486,486,0.0,0.0
487,487,0.0,0.0
488,488,0.0,0.0
489,489,0.0,0.0
490,490,0.0,0.0
491,491,0.0,0.0
492,492,0.0,0.0
493,493,0.0,0.0
494,494,0.0,0.0
495,495,0.0,0.0
496,496,4.0000000467448444e-07,0.0
497,497,5.000000058431056e-07,1e-06
498,498,1.0000000116862111e-07,0.0
499,499,1.7999999855076567e-06,2e-06
500,500,2.5999999948564438e-06,3e-06
501,501,1.3000000080863515e-06,1e-06
502,502,4.999999987375645e-07,0.0
503,503,0.0,0.0
504,504,1.7999999855080207e-06,2e-06
505,505,1.4000000092552454e-06,1e-06
506,506,1.1999999856017436e-06,1e-06
507,507,1.999999973634408e-06,2e-06
508,508,1.3000000009811744e-06,1e-06
509,509,2.0000000233721967e-07,0.0
510,510,1.000000011685982e-07,0.0
511,511,2.00000003047753e-06,2e-06
512,512,5.299999997987368e-06,5e-06
513,513,9.59999988481327e-06,1e-05
514,514,8.29999987672697e-06,8e-06
515,515,3.1999999521305914e-06,3e-06
516,516,1.199999992707084e-06,1e-06
517,517,2.0000000233724222e-07,0.0
518,518,1.200000021128809e-06,1e-06
519,519,6.7000000285591145e-06,7e-06
520,520,9.800000043469867e-06,1e-05
521,521,4.500000045482226e-06,5e-06
522,522,3.000000106112907e-07,0.0
523,523,0.0,0.0
524,524,9.999999974751972e-07,1e-06
525,525,2.9999999355822373e-06,3e-06
526,526,2.4999999439501373e-06,2e-06
527,527,2.9999999995312775e-06,3e-06
528,528,1.8800000418651228e-05,1.9e-05
529,529,3.710000055434721e-05,3.7e-05
530,530,4.0400000216324184e-05,4e-05
531,531,4.059999992023398e-05,4.1e-05
532,532,3.889999970852051e-05,3.9e-05
533,533,6.549999943672236e-05,6.5e-05
534,534,6.779999966965794e-05,6.8e-05
535,535,3.500000002532106e-05,3.5e-05
536,536,5.119999877933895e-05,5.1e-05
537,537,4.769999895870579e-05,4.8e-05
538,538,1.1300000096526162e-05,1.1e-05
539,539,0.0,0.0
540,540,0.0,0.0
541,541,0.0,0.0
542,542,0.0,0.0
543,543,0.0,0.0
544,544,0.0,0.0
545,545,0.0,0.0
546,546,0.0,0.0
547,547,0.0,0.0
548,548,0.0,0.0
549,549,0.0,0.0
550,550,0.0,0.0
551,551,0.0,0.0
552,552,0.0,0.0
553,553,0.0,0.0
554,554,0.0,0.0
555,555,0.0,0.0
556,556,0.0,0.0
557,557,0.0,0.0
558,558,0.0,0.0
559,559,0.0,0.0
560,560,0.0,0.0
561,561,0.0,0.0
562,562,0.0,0.0
563,563,0.0,0.0
564,564,0.0,0.0
565,565,0.0,0.0
566,566,0.0,0.0
567,567,6.999999868640608e-07,1e-06
568,568,2.4999999652665905e-06,2e-06
569,569,2.2999999842456077e-06,2e-06
570,570,5.000000058430828e-07,1e-06
571,571,1.0000000116859837e-07,0.0
572,572,1.0000000116859837e-07,0.0
573,573,0.0,0.0
574,574,0.0,0.0
575,575,0.0,0.0
576,576,1.999999987844899e-06,2e-06
577,577,1.4000000092549727e-06,1e-06
578,578,1.1999999856014709e-06,1e-06
579,579,1.8999999724653776e-06,2e-06
580,580,1.0999999986437273e-06,1e-06
581,581,4.000000117798889e-07,0.0
582,582,7.00000015285775e-07,1e-06
583,583,1.1000000270655502e-06,1e-06
584,584,3.400000004205481e-06,3e-06
585,585,9.799999929782257e-06,1e-05
586,586,1.0499999916646284e-05,1e-05
587,587,5.199999918659187e-06,5e-06
588,588,2.7999999261398013e-06,3e-06
589,589,1.9999999523181034e-06,2e-06
590,590,2.4999999723719026e-06,2e-06
591,591,7.900000071003755e-06,8e-06
592,592,1.1300000096525547e-05,1.1e-05
593,593,5.400000034683104e-06,5e-06
594,594,6.000000141170858e-07,1e-06
595,595,2.0000000233724222e-07,0.0
596,596,1.0999999986439094e-06,1e-06
597,597,3.4000000255219854e-06,3e-06
598,598,3.7000000077115567e-06,4e-06
599,599,5.7999999114601224e-06,6e-06
600,600,2.110000036736837e-05,2.1e-05
601,601,3.2800000553833005e-05,3.3e-05
602,602,5.5299999530689404e-05,5.5e-05
603,603,6.839999969088385e-05,6.8e-05
604,604,5.229999987932428e-05,5.2e-05
605,605,4.53000002380573e-05,4.5e-05
606,606,4.110000054424658e-05,4.1e-05
607,607,3.339999966556119e-05,3.3e-05
608,608,4.3999998979415e-05,4.4e-05
609,609,3.799999922193699e-05,3.8e-05
610,610,8.60000000102375e-06,9e-06
611,611,0.0,0.0
612,612,0.0,0.0
613,613,0.0,0.0
614,614,0.0,0.0
615,615,0.0,0.0
616,616,0.0,0.0
617,617,0.0,0.0
618,618,0.0,0.0
619,619,0.0,0.0
620,620,0.0,0.0
621,621,0.0,0.0
622,622,0.0,0.0
623,623,0.0,0.0
624,624,0.0,0.0
625,625,0.0,0.0
626,626,0.0,0.0
627,627,0.0,0.0
628,628,0.0,0.0
629,629,0.0,0.0
630,630,0.0,0.0
631,631,0.0,0.0
632,632,0.0,0.0
633,633,0.0,0.0
634,634,0.0,0.0
635,635,0.0,0.0
636,636,0.0,0.0
637,637,9.999999974753422e-07,1e-06
638,638,2.900000026784572e-06,3e-06
639,639,4.500000045482358e-06,5e-06
640,640,5.3999999636290795e-06,5e-06
641,641,3.299999953298959e-06,3e-06
642,642,5.000000058430146e-07,1e-06
643,643,0.0,0.0
644,644,0.0,0.0
645,645,0.0,0.0
646,646,0.0,0.0
647,647,0.0,0.0
648,648,3.0000000350579513e-07,0.0
649,649,1.0000000116859837e-07,0.0
650,650,0.0,0.0
651,651,0.0,0.0
652,652,0.0,0.0
653,653,8.000000093489e-07,1e-06
654,654,2.2000000114986494e-06,2e-06
655,655,2.3000000126673176e-06,2e-06
656,656,3.2999999817208047e-06,3e-06
657,657,5.300000054830763e-06,5e-06
658,658,4.600000103493724e-06,5e-06
659,659,2.799999982982788e-06,3e-06
660,660,1.9999999381068396e-06,2e-06
661,661,1.7999999499804972e-06,2e-06
662,662,1.5999999618541558e-06,2e-06
663,663,4.300000057355357e-06,4e-06
664,664,6.300000052305779e-06,6e-06
665,665,3.2999999888260046e-06,3e-06
666,666,1.3999999950443454e-06,1e-06
667,667,1.899999986676619e-06,2e-06
668,668,4.800000091620769e-06,5e-06
669,669,7.60000023092325e-06,8e-06
670,670,6.600000062917602e-06,7e-06
671,671,8.299999819883023e-06,8e-06
672,672,1.6500000128871666e-05,1.7e-05
673,673,2.080000012938388e-05,2.1e-05
674,674,6.0399998801585576e-05,6e-05
675,675,8.539999907952798e-05,8.5e-05
676,676,5.60999997105684e-05,5.6e-05
677,677,3.179999987423692e-05,3.2e-05
678,678,2.0000000404250714e-05,2e-05
679,679,1.6600000094512218e-05,1.7e-05
680,680,2.40999995639855e-05,2.4e-05
681,681,1.819999958030289e-05,1.8e-05
682,682,1.3000000436135111e-06,1e-06
683,683,0.0,0.0
684,684,0.0,0.0
685,685,0.0,0.0
686,686,0.0,0.0
687,687,0.0,0.0
688,688,0.0,0.0
689,689,0.0,0.0
690,690,0.0,0.0
691,691,0.0,0.0
692,692,0.0,0.0
693,693,0.0,0.0
694,694,0.0,0.0
695,695,0.0,0.0
696,696,0.0,0.0
697,697,0.0,0.0
698,698,0.0,0.0
699,699,0.0,0.0
700,700,0.0,0.0
701,701,0.0,0.0
702,702,0.0,0.0
703,703,0.0,0.0
704,704,0.0,0.0
705,705,0.0,0.0
706,706,0.0,0.0
707,707,0.0,0.0
708,708,0.0,0.0
709,709,3.7000000929766926e-06,4e-06
710,710,1.0500000144020796e-05,1.1e-05
711,711,8.800000081521545e-06,9e-06
712,712,3.600000006542473e-06,4e-06
713,713,1.6999999772336535e-06,2e-06
714,714,1.0000000116859837e-07,0.0
715,715,0.0,0.0
716,716,0.0,0.0
717,717,0.0,0.0
718,718,0.0,0.0
719,719,0.0,0.0
720,720,0.0,0.0
721,721,0.0,0.0
722,722,0.0,0.0
723,723,0.0,0.0
724,724,0.0,0.0
725,725,8.000000093488544e-07,1e-06
726,726,2.4000000280465644e-06,2e-06
727,727,3.4999999911633376e-06,3e-06
728,728,4.400000022997142e-06,4e-06
729,729,3.800000058617979e-06,4e-06
730,730,1.5000000104236866e-06,2e-06
731,731,3.00000003505841e-07,0.0
732,732,1.0000000116862147e-07,0.0
733,733,0.0,0.0
734,734,0.0,0.0
735,735,1.4999999962128272e-06,1e-06
736,736,2.8999999699408024e-06,3e-06
737,737,2.299999977140044e-06,2e-06
738,738,2.4999999652664312e-06,2e-06
739,739,3.899999967416136e-06,4e-06
740,740,8.600000001024523e-06,9e-06
741,741,1.1100000165242859e-05,1.1e-05
742,742,7.80000016220578e-06,8e-06
743,743,7.999999866114953e-06,8e-06
744,744,1.4599999758502044e-05,1.5e-05
745,745,1.9399999928282294e-05,1.9e-05
746,746,7.809999806340933e-05,7.8e-05
747,747,0.00010569999722065602,0.000106
748,748,5.239999927653082e-05,5.2e-05
749,749,1.73000000813768e-05,1.7e-05
750,750,4.599999954279815e-06,5e-06
751,751,1.0099999997237583e-05,1e-05
752,752,1.7099999922721087e-05,1.7e-05
753,753,9.399999875370259e-06,9e-06
754,754,1.0000000116859837e-07,0.0
755,755,0.0,0.0
756,756,0.0,0.0
757,757,0.0,0.0
758,758,0.0,0.0
759,759,0.0,0.0
760,760,0.0,0.0
761,761,0.0,0.0
762,762,0.0,0.0
763,763,0.0,0.0
764,764,0.0,0.0
765,765,0.0,0.0
766,766,0.0,0.0
767,767,0.0,0.0
768,768,0.0,0.0
769,769,0.0,0.0
770,770,0.0,0.0
771,771,0.0,0.0
772,772,0.0,0.0
773,773,0.0,0.0
774,774,0.0,0.0
775,775,0.0,0.0
776,776,0.0,0.0
777,777,0.0,0.0
778,778,0.0,0.0
779,779,1.000000011686197e-07,0.0
780,780,3.0000000350586194e-07,0.0
781,781,6.999999939694222e-06,7e-06
782,782,2.039999981207124e-05,2e-05
783,783,1.3899999878220197e-05,1.4e-05
784,784,5.000000058430374e-07,1e-06
785,785,2.0000000233719675e-07,0.0
786,786,0.0,0.0
787,787,0.0,0.0
788,788,0.0,0.0
789,789,0.0,0.0
790,790,0.0,0.0
791,791,0.0,0.0
792,792,0.0,0.0
793,793,0.0,0.0
794,794,0.0,0.0
795,795,0.0,0.0
796,796,0.0,0.0
797,797,3.0000001061122223e-07,0.0
798,798,1.0000000330022878e-06,1e-06
799,799,1.999999987844898e-06,2e-06
800,800,2.600000009067344e-06,3e-06
801,801,1.900000043519697e-06,2e-06
802,802,1.000000011686075e-06,1e-06
803,803,6.000000141171092e-07,1e-06
804,804,3.00000003505841e-07,0.0
805,805,2.0000000233724222e-07,0.0
806,806,4.000000117799111e-07,0.0
807,807,2.300000005561864e-06,2e-06
808,808,3.3999999686785487e-06,3e-06
809,809,2.399999971203215e-06,2e-06
810,810,1.9999999736341123e-06,2e-06
811,811,2.3999999854138427e-06,2e-06
812,812,5.599999873595197e-06,6e-06
813,813,9.30000004473162e-06,9e-06
814,814,7.20000019782676e-06,7e-06
815,815,5.5999999517551605e-06,6e-06
816,816,1.1599999766076292e-05,1.2e-05
817,817,1.6400000049543152e-05,1.6e-05
818,818,7.679999794163203e-05,7.7e-05
819,819,0.00010629999633238037,0.000106
820,820,5.459999874801814e-05,5.5e-05
821,821,1.8200000113211715e-05,1.8e-05
822,822,1.8999999724655432e-06,2e-06
823,823,1.0999999915384034e-05,1.1e-05
824,824,1.5599999940717932e-05,1.6e-05
825,825,5.50000002874591e-06,6e-06
826,826,4.0000000467448444e-07,0.0
827,827,0.0,0.0
828,828,0.0,0.0
829,829,0.0,0.0
830,830,0.0,0.0
