,ids,cloud_covers,Coverage Percent
99,99,85.40000152587837,85.4
100,100,74.30000114440898,74.3
101,101,33.800000429153,33.8
102,102,9.52500005066383,9.53
103,103,0.07500000298022398,0.08
104,104,5.250000000000597,5.25
105,105,11.225000187754588,11.23
106,106,5.9750001877539916,5.98
107,107,0.0,0.0
108,108,0.0,0.0
109,109,0.0,0.0
110,110,0.0,0.0
111,111,0.0,0.0
112,112,0.0,0.0
113,113,0.0,0.0
114,114,0.0,0.0
115,115,0.6500000059604372,0.65
116,116,3.0749999582766927,3.07
117,117,4.924999952316274,4.92
118,118,5.0,5.0
119,119,4.425000011920906,4.43
120,120,4.2249999642371705,4.22
121,121,4.774999976158137,4.77
122,122,4.800000071525559,4.8
123,123,4.000000089406874,4.0
124,124,3.950000017881277,3.95
125,125,4.349999964237142,4.35
126,126,4.574999988079017,4.57
127,127,5.0,5.0
128,128,17.82500028610214,17.83
129,129,64.79999876022288,64.8
130,130,96.32499694824253,96.32
131,131,58.57499885559237,58.57
132,132,11.850000381470613,11.85
133,133,0.125000000000016,0.13
134,134,0.425000000745089,0.43
135,135,0.425000000745098,0.43
136,136,0.0,0.0
137,137,0.0,0.0
138,138,0.624999999999929,0.62
139,139,3.0750000476833663,3.08
140,140,20.325000524521712,20.33
141,141,33.60000038146951,33.6
142,142,20.699999809263243,20.7
143,143,4.999999905004534,5.0
144,144,77.87500000000176,77.88
145,145,98.9249992370606,98.92
146,146,100.0,100.0
147,147,100.0,100.0
148,148,100.0,100.0
149,149,94.67499923705996,94.67
150,150,69.59999942779513,69.6
151,151,65.90000057220527,65.9
152,152,90.97500038147017,90.98
153,153,98.05000114440895,98.05
154,154,95.47500038146961,95.48
155,155,88.12499999999952,88.12
156,156,90.70000076293883,90.7
157,157,96.62499999999972,96.62
158,158,80.85000038146883,80.85
159,159,67.80000019073297,67.8
160,160,59.724999427793364,59.72
161,161,71.74999999999889,71.75
162,162,95.57500076293915,95.58
163,163,95.55000114440877,95.55
164,164,58.15000057220463,58.15
165,165,22.57499957084621,22.57
166,166,36.54999995231343,36.55
167,167,70.32499980926261,70.32
168,168,93.14999961852976,93.15
169,169,75.7749991416945,75.77
170,170,66.67499876022548,66.67
171,171,88.25000000000071,88.25
172,172,68.35000038146963,68.35
173,173,31.049999952316586,31.05
174,174,11.449999928474899,11.45
175,175,0.8999999761582468,0.9
176,176,5.9250000119204085,5.93
177,177,8.80000005662418,8.8
178,178,3.0000000447037847,3.0
179,179,0.0,0.0
180,180,0.0,0.0
181,181,0.0,0.0
182,182,0.0,0.0
183,183,0.0,0.0
184,184,0.0,0.0
185,185,0.0,0.0
186,186,0.0,0.0
187,187,0.22499999403950832,0.22
188,188,1.9499999582766305,1.95
189,189,4.2249999642371305,4.22
190,190,5.0,5.0
191,191,4.349999964237245,4.35
192,192,3.7499999403953375,3.75
193,193,4.399999976158094,4.4
194,194,4.625000000000003,4.63
195,195,3.2000000178814196,3.2
196,196,2.77500000596043,2.78
197,197,2.524999976158021,2.52
198,198,3.2249999642370852,3.22
199,199,4.89999997615813,4.9
200,200,23.549999713898067,23.55
201,201,70.59999895095852,70.6
202,202,99.47499847412114,99.47
203,203,80.29999923706225,80.3
204,204,33.15000009536953,33.15
205,205,3.1500000953677953,3.15
206,206,0.75,0.75
207,207,0.37499999999996003,0.37
208,208,0.0,0.0
209,209,0.0,0.0
210,210,0.0,0.0
211,211,0.0,0.0
212,212,16.600000381468465,16.6
213,213,18.75000047683568,18.75
214,214,2.150000095367216,2.15
215,215,0.02500000037252619,0.03
216,216,96.67500114440955,96.68
217,217,99.72500038146975,99.73
218,218,100.0,100.0
219,219,100.0,100.0
220,220,100.0,100.0
221,221,89.07499885559078,89.07
222,222,61.44999885559024,61.45
223,223,68.27499961852983,68.27
224,224,95.8999996185304,95.9
225,225,94.2499999999998,94.25
226,226,81.89999961852888,81.9
227,227,66.97500038146785,66.98
228,228,76.22500038146862,76.23
229,229,83.44999980926399,83.45
230,230,63.22499942779438,63.22
231,231,49.899998664855815,49.9
232,232,42.84999942779554,42.85
233,233,54.19999980926424,54.2
234,234,72.62499999999768,72.62
235,235,66.35000038146683,66.35
236,236,45.249999999998494,45.25
237,237,24.874999761582075,24.87
238,238,18.250000238419222,18.25
239,239,37.274999618528796,37.27
240,240,71.000000476835,71.0
241,241,87.60000038146985,87.6
242,242,92.97499847412186,92.97
243,243,91.47499847412077,91.47
244,244,63.07499885559068,63.07
245,245,28.549999535083348,28.55
246,246,8.874999880790057,8.87
247,247,2.649999916553594,2.65
248,248,2.824999988079239,2.82
249,249,4.35000008344623,4.35
250,250,2.8250000476833947,2.83
251,251,0.0,0.0
252,252,0.0,0.0
253,253,0.0,0.0
254,254,0.0,0.0
255,255,0.0,0.0
256,256,0.0,0.0
257,257,0.0,0.0
258,258,0.0,0.0
259,259,0.0,0.0
260,260,1.124999999999987,1.12
261,261,3.6249999999999836,3.62
262,262,5.0,5.0
263,263,4.7749999761581705,4.77
264,264,4.299999952316368,4.3
265,265,4.524999976158189,4.52
266,266,4.1999999284743925,4.2
267,267,3.174999952316273,3.17
268,268,3.3750000596047327,3.38
269,269,3.074999988079277,3.07
270,270,3.5749999284745537,3.57
271,271,13.349999785424128,13.35
272,272,30.47499942779545,30.47
273,273,69.32499885558957,69.32
274,274,95.19999885559034,95.2
275,275,91.3999996185301,91.4
276,276,69.00000047683986,69.0
277,277,28.52500057220739,28.53
278,278,5.90000009536809,5.9
279,279,0.3750000000000453,0.38
280,280,0.0,0.0
281,281,0.0,0.0
282,282,5.074999809265714,5.07
283,283,5.67499983310764,5.67
284,284,4.374999999999872,4.37
285,285,4.249999970197507,4.25
286,286,0.4749999940395611,0.47
287,287,0.0,0.0
288,288,99.97500038146973,99.98
289,289,99.97500038146973,99.98
290,290,100.0,100.0
291,291,100.0,100.0
292,292,100.0,100.0
293,293,85.39999961852993,85.4
294,294,66.3249998092663,66.32
295,295,76.9749994277968,76.97
296,296,96.04999923706043,96.05
297,297,96.17499923706097,96.17
298,298,83.49999809265299,83.5
299,299,70.42499923706285,70.42
300,300,66.27499961853019,66.27
301,301,57.69999980926343,57.7
302,302,44.400000095366366,44.4
303,303,40.57499933242706,40.57
304,304,39.10000038146917,39.1
305,305,45.5250005722045,45.53
306,306,47.224999904631986,47.22
307,307,34.549999713896995,34.55
308,308,31.74999999999997,31.75
309,309,33.07499980926545,33.07
310,310,30.49999952316358,30.5
311,311,30.399999618530842,30.4
312,312,58.42499971389813,58.42
313,313,92.75000000000043,92.75
314,314,90.97500038146876,90.98
315,315,63.90000009536482,63.9
316,316,42.57499933242597,42.57
317,317,21.399999618530103,21.4
318,318,2.4749999940395115,2.47
319,319,2.049999952316117,2.05
320,320,3.474999934434797,3.47
321,321,2.2999999821186465,2.3
322,322,0.15000000596048152,0.15
323,323,0.0,0.0
324,324,0.0,0.0
325,325,0.0,0.0
326,326,0.0,0.0
327,327,0.0,0.0
328,328,0.0,0.0
329,329,0.0,0.0
330,330,0.0,0.0
331,331,0.0,0.0
332,332,0.6249999888240605,0.62
333,333,2.824999976903084,2.82
334,334,4.699999988079033,4.7
335,335,5.0,5.0
336,336,5.0,5.0
337,337,4.574999988079028,4.57
338,338,2.7249999642371114,2.72
339,339,2.024999976158015,2.02
340,340,3.850000023841803,3.85
341,341,4.8999999761581545,4.9
342,342,6.575000047683886,6.58
343,343,36.700000286103574,36.7
344,344,61.47499942779882,61.47
345,345,77.52499771118312,77.52
346,346,75.42499828338484,75.42
347,347,63.074999809261946,63.07
348,348,80.3999996185291,80.4
349,349,62.07499933242961,62.07
350,350,19.074999690057,19.07
351,351,1.1499999761581958,1.15
352,352,0.0,0.0
353,353,0.0,0.0
354,354,5.7999998331065,5.8
355,355,9.099999904632313,9.1
356,356,6.275000095367776,6.28
357,357,3.3250000178814587,3.33
358,358,0.3499999940394957,0.35
359,359,0.0,0.0
360,360,93.07500076293866,93.08
361,361,100.0,100.0
362,362,100.0,100.0
363,363,100.0,100.0
364,364,100.0,100.0
365,365,77.44999980926461,77.45
366,366,66.19999980926394,66.2
367,367,80.29999923705951,80.3
368,368,91.54999923706015,91.55
369,369,95.60000038146923,95.6
370,370,94.3999996185299,94.4
371,371,95.25000000000053,95.25
372,372,69.15000057220507,69.15
373,373,43.750000000000156,43.75
374,374,41.9500002861031,41.95
375,375,38.47499990463324,38.47
376,376,33.94999980926511,33.95
377,377,51.32499980926589,51.32
378,378,48.92499971389848,48.92
379,379,27.474999904632476,27.47
380,380,30.30000019073473,30.3
381,381,37.19999980926528,37.2
382,382,41.524999618530785,41.52
383,383,42.27499961853105,42.27
384,384,69.17499923706096,69.17
385,385,97.10000038146975,97.1
386,386,69.50000095367311,69.5
387,387,38.30000066757188,38.3
388,388,28.40000033378648,28.4
389,389,11.474999845027158,11.47
390,390,1.099999994039416,1.1
391,391,0.30000001192089487,0.3
392,392,1.3749999590216617,1.37
393,393,1.3999999593941936,1.4
394,394,1.2500000540168172,1.25
395,395,1.725000023842054,1.73
396,396,0.7999999821186976,0.8
397,397,0.15000000596048152,0.15
398,398,0.0,0.0
399,399,0.0,0.0
400,400,0.0,0.0
401,401,0.0,0.0
402,402,0.0,0.0
403,403,0.0,0.0
404,404,0.05000000074505167,0.05
405,405,1.6750000007449986,1.68
406,406,7.949999809265474,7.95
407,407,22.724999427797282,22.72
408,408,18.899999618532053,18.9
409,409,4.525000035762836,4.53
410,410,2.4500000476838295,2.45
411,411,1.1750000119209443,1.18
412,412,3.174999952316224,3.17
413,413,4.924999952316274,4.92
414,414,6.675000071525365,6.68
415,415,50.725001215934064,50.73
416,416,94.2000007629398,94.2
417,417,94.49999809265157,94.5
418,418,64.09999847412193,64.1
419,419,40.224999427795794,40.22
420,420,68.69999790191594,68.7
421,421,73.54999828338653,73.55
422,422,29.299999773502975,29.3
423,423,1.4749999642372151,1.47
424,424,0.0,0.0
425,425,0.0,0.0
426,426,1.1750000119208979,1.18
427,427,13.524999678135678,13.52
428,428,17.49999976158235,17.5
429,429,5.175000095740105,5.18
430,430,0.02500000037253187,0.03
431,431,0.0,0.0
432,432,93.07500076294025,93.08
433,433,96.17499923706012,96.17
434,434,93.24999999999923,93.25
435,435,97.07500076293911,97.08
436,436,100.0,100.0
437,437,83.44999980926637,83.45
438,438,57.34999990463275,57.35
439,439,64.92499971389697,64.92
440,440,90.77499961853059,90.77
441,441,82.45000076293846,82.45
442,442,82.2000007629384,82.2
443,443,99.22500038146966,99.23
444,444,82.02500057220571,82.03
445,445,49.3000001907354,49.3
446,446,46.324999809264796,46.32
447,447,51.5249996185311,51.52
448,448,39.64999961853095,39.65
449,449,46.024999618528916,46.02
450,450,41.3249998092635,41.32
451,451,23.999999999999698,24.0
452,452,33.40000057220507,33.4
453,453,50.57499980926647,50.57
454,454,54.649999618531254,54.65
455,455,63.850000381471325,63.85
456,456,87.14999961853162,87.15
457,457,96.67500114440912,96.68
458,458,69.62500095367592,69.63
459,459,51.625000000001634,51.63
460,460,33.50000071525607,33.5
461,461,4.500000149011681,4.5
462,462,0.15000000596048257,0.15
463,463,0.0,0.0
464,464,0.05000000074505238,0.05
465,465,0.3500000070780743,0.35
466,466,2.0000000540166867,2.0
467,467,3.5000000000000053,3.5
468,468,2.3999999463559107,2.4
469,469,0.5999999940395697,0.6
470,470,0.0,0.0
471,471,0.0,0.0
472,472,0.0,0.0
473,473,0.0,0.0
474,474,0.0,0.0
475,475,0.0,0.0
476,476,0.0,0.0
477,477,0.6750000119208427,0.68
478,478,6.849999845027316,6.85
479,479,22.57499945163509,22.57
480,480,18.899999618528888,18.9
481,481,4.950000047683722,4.95
482,482,4.125000059604755,4.13
483,483,3.175000011921139,3.18
484,484,3.8999999761582487,3.9
485,485,4.899999976158146,4.9
486,486,5.0249999761581385,5.02
487,487,40.22500073909599,40.23
488,488,87.35000038146842,87.35
489,489,94.77499961853019,94.77
490,490,72.87499904632651,72.87
491,491,52.17499923706149,52.17
492,492,56.24999904632441,56.25
493,493,65.12499904632466,65.12
494,494,36.30000013113119,36.3
495,495,7.124999940395998,7.12
496,496,13.625000000001549,13.63
497,497,14.824999809266822,14.82
498,498,5.924999803305243,5.92
499,499,12.274999707936338,12.27
500,500,14.874999761580188,14.87
501,501,3.2250000480558785,3.23
502,502,0.02500000037252619,0.03
503,503,0.0,0.0
504,504,100.0,100.0
505,505,87.34999847412053,87.35
506,506,84.39999961853003,84.4
507,507,97.0500011444095,97.05
508,508,100.0,100.0
509,509,96.5499992370608,96.55
510,510,66.87499952316381,66.87
511,511,63.55000066757256,63.55
512,512,92.92500114440912,92.93
513,513,86.7250003814712,86.73
514,514,78.79999923706117,78.8
515,515,78.42499923705827,78.42
516,516,65.84999942779254,65.85
517,517,42.94999980926398,42.95
518,518,40.424999237060135,40.42
519,519,57.05000019073468,57.05
520,520,49.95000076293994,49.95
521,521,34.57499980926519,34.57
522,522,25.800000190734735,25.8
523,523,20.475000381469627,20.48
524,524,48.05000019073604,48.05
525,525,79.39999961853218,79.4
526,526,73.80000019073611,73.8
527,527,82.77500057220493,82.78
528,528,99.8999996185303,99.9
529,529,92.02499961852989,92.02
530,530,75.69999980926447,75.7
531,531,56.52500009536639,56.53
532,532,26.075000405310725,26.08
533,533,3.275000125169596,3.28
534,534,0.1500000059604485,0.15
535,535,0.0,0.0
536,536,0.0,0.0
537,537,0.47500000894068817,0.48
538,538,1.100000008940617,1.1
539,539,1.9249999821184218,1.92
540,540,2.749999970197626,2.75
541,541,1.4499999880791337,1.45
542,542,0.0,0.0
543,543,0.0,0.0
544,544,0.0,0.0
545,545,0.0,0.0
546,546,0.0,0.0
547,547,0.0,0.0
548,548,0.0,0.0
549,549,0.0,0.0
550,550,1.1000000238417174,1.1
551,551,3.4999999999998455,3.5
552,552,4.89999997615813,4.9
553,553,5.200000047683735,5.2
554,554,6.4750001430513,6.48
555,555,6.275000095367595,6.28
556,556,4.9750000238418615,4.98
557,557,4.825000047683703,4.83
558,558,4.850000023841838,4.85
559,559,29.824999809264707,29.82
560,560,69.42499828338512,69.42
561,561,87.7499999999993,87.75
562,562,85.40000152587983,85.4
563,563,66.10000038147061,66.1
564,564,37.72500002384113,37.73
565,565,40.975000023839854,40.98
566,566,37.575000524520775,37.58
567,567,20.00000023841936,20.0
568,568,38.475000858308164,38.48
569,569,35.80000066757272,35.8
570,570,9.974999904632456,9.97
571,571,2.650000095367239,2.65
572,572,2.0250000953672016,2.03
573,573,0.0,0.0
574,574,0.0,0.0
575,575,0.0,0.0
576,576,91.39999961852929,91.4
577,577,79.89999961852999,79.9
578,578,84.50000000000024,84.5
579,579,99.95000076293944,99.95
580,580,99.49999999999994,99.5
581,581,87.14999961852895,87.15
582,582,65.59999942779436,65.6
583,583,65.4499998092648,65.45
584,584,87.45000076293891,87.45
585,585,99.87500000000001,99.88
586,586,87.1499996185306,87.15
587,587,60.90000057220493,60.9
588,588,42.67500019073513,42.68
589,589,34.59999990463284,34.6
590,590,34.67499971389741,34.67
591,591,50.65000057220402,50.65
592,592,52.700000762939275,52.7
593,593,35.25000000000002,35.25
594,594,30.699999809265826,30.7
595,595,32.12500000000142,32.13
596,596,63.87499904632631,63.87
597,597,95.74999999999994,95.75
598,598,82.27500152587875,82.28
599,599,84.60000038146936,84.6
600,600,99.3999996185302,99.4
601,601,88.92499923706072,88.92
602,602,78.0250005722056,78.03
603,603,59.300000667573585,59.3
604,604,22.299999713898412,22.3
605,605,3.0750000476838752,3.08
606,606,2.925000071525904,2.93
607,607,3.2500000000003695,3.25
608,608,4.725000023842395,4.73
609,609,6.8500000983483975,6.85
610,610,3.7750000506643318,3.78
611,611,0.15000000596044744,0.15
612,612,1.3500000089405886,1.35
613,613,1.4249999970197023,1.42
614,614,0.2249999940395611,0.22
615,615,0.0,0.0
616,616,0.0,0.0
617,617,0.0,0.0
618,618,0.0,0.0
619,619,0.0,0.0
620,620,0.0,0.0
621,621,0.0,0.0
622,622,0.0,0.0
623,623,1.774999976158057,1.77
624,624,4.274999976158072,4.27
625,625,6.150000095367501,6.15
626,626,18.250000000001016,18.25
627,627,17.574999928475734,17.57
628,628,5.475000023841918,5.48
629,629,4.7749999761581545,4.77
630,630,4.774999976158147,4.77
631,631,30.724999427795225,30.72
632,632,52.649998664855005,52.65
633,633,63.42500019073255,63.43
634,634,71.6750020980812,71.68
635,635,48.60000109672302,48.6
636,636,18.69999992847339,18.7
637,637,25.62500035762758,25.63
638,638,44.85000133514528,44.85
639,639,41.35000085830852,41.35
640,640,39.90000057220348,39.9
641,641,25.67500078677946,25.68
642,642,5.900000125169401,5.9
643,643,0.7750000059604445,0.78
644,644,0.0,0.0
645,645,0.0,0.0
646,646,0.0,0.0
647,647,0.0,0.0
648,648,65.72499895095632,65.72
649,649,64.04999971389617,64.05
650,650,85.77499961853016,85.77
651,651,99.97500038146973,99.98
652,652,99.20000076293948,99.2
653,653,79.67500114440968,79.68
654,654,70.37500000000159,70.38
655,655,80.34999847412313,80.35
656,656,89.1249980926521,89.12
657,657,88.84999942779415,88.85
658,658,67.47500085830436,67.48
659,659,41.575000762937,41.58
660,660,26.875000238416533,26.88
661,661,22.350000262258792,22.35
662,662,23.125000119208252,23.13
663,663,35.82499980926398,35.82
664,664,42.624999999999034,42.62
665,665,35.27500057220457,35.28
666,666,40.5500001907353,40.55
667,667,60.6249990463275,60.62
668,668,83.39999771118323,83.4
669,669,96.92499923706075,96.92
670,670,79.57500076293952,79.58
671,671,79.04999923706006,79.05
672,672,94.19999885559031,94.2
673,673,74.62499999999841,74.62
674,674,63.85000133514138,63.85
675,675,51.55000066756984,51.55
676,676,19.924999594687662,19.92
677,677,9.975000023842467,9.98
678,678,12.225000262261165,12.23
679,679,10.800000190735355,10.8
680,680,11.65000021457697,11.65
681,681,11.500000238418375,11.5
682,682,4.775000095367162,4.78
683,683,0.0,0.0
684,684,0.2000000029802095,0.2
685,685,0.42499999701971947,0.42
686,686,0.22499999403950993,0.22
687,687,0.0,0.0
688,688,0.0,0.0
689,689,0.0,0.0
690,690,0.0,0.0
691,691,0.0,0.0
692,692,0.0,0.0
693,693,0.0,0.0
694,694,0.0,0.0
695,695,0.6249999999999201,0.62
696,696,2.550000011920774,2.55
697,697,5.3500000834463055,5.35
698,698,18.499999880789403,18.5
699,699,18.37499988078983,18.37
700,700,5.800000071525568,5.8
701,701,4.924999952316294,4.92
702,702,4.924999952316291,4.92
703,703,28.924999237059822,28.92
704,704,38.874999046325314,38.87
705,705,34.30000019073353,34.3
706,706,38.32500076293814,38.33
707,707,20.40000033378566,20.4
708,708,6.47499990463242,6.47
709,709,27.62499976158133,27.62
710,710,52.700000762939084,52.7
711,711,42.000000715254295,42.0
712,712,19.224999666212753,19.22
713,713,6.324999928474076,6.32
714,714,1.7750000357626705,1.78
715,715,0.30000001192089487,0.3
716,716,0.0,0.0
717,717,0.0,0.0
718,718,0.0,0.0
719,719,0.0,0.0
720,720,65.54999971389962,65.55
721,721,65.97499895095999,65.97
722,722,91.44999885559156,91.45
723,723,99.1249999999999,99.12
724,724,98.8250007629394,98.83
725,725,84.37500000000006,84.38
726,726,69.84999942779375,69.85
727,727,71.67500019073184,71.68
728,728,83.59999847411973,83.6
729,729,85.49999904632656,85.5
730,730,58.37500047683871,58.38
731,731,29.774999618531456,29.77
732,732,19.19999957084774,19.2
733,733,12.724999904633151,12.72
734,734,12.700000047683535,12.7
735,735,24.949999809265027,24.95
736,736,32.84999942779527,32.85
737,737,40.849999427796064,40.85
738,738,51.05000019073563,51.05
739,739,71.0749988555902,71.07
740,740,88.74999809265039,88.75
741,741,89.82499885558983,89.82
742,742,71.47499942779467,71.47
743,743,72.02499866485539,72.02
744,744,87.57499885559061,87.57
745,745,59.6250000000002,59.63
746,746,40.774999618530224,40.77
747,747,30.22500014305116,30.23
748,748,11.325000047683595,11.33
749,749,13.22499990463228,13.22
750,750,17.92500019073478,17.93
751,751,14.875000238418567,14.88
752,752,12.72500014305102,12.73
753,753,9.200000166892949,9.2
754,754,2.0500000715255338,2.05
755,755,0.0,0.0
756,756,0.0,0.0
757,757,0.0,0.0
758,758,0.2500000000000284,0.25
759,759,0.5250000059605242,0.53
760,760,0.27500000596049573,0.28
761,761,0.0,0.0
762,762,0.0,0.0
763,763,0.0,0.0
764,764,0.0,0.0
765,765,0.0,0.0
766,766,0.0,0.0
767,767,0.0,0.0
768,768,0.6750000119208427,0.68
769,769,2.175000041723055,2.18
770,770,5.6250000298019645,5.63
771,771,6.05000004172293,6.05
772,772,4.175000041723079,4.18
773,773,4.749999999999968,4.75
774,774,5.0,5.0
775,775,15.274999618528959,15.27
776,776,19.499999403951996,19.5
777,777,14.549999952315222,14.55
778,778,16.875000119208224,16.88
779,779,12.49999999999971,12.5
780,780,10.70000004768431,10.7
781,781,38.599999427796085,38.6
782,782,53.50000000000056,53.5
783,783,26.32500052452076,26.33
784,784,6.524999976157935,6.52
785,785,2.800000026822039,2.8
786,786,0.45000000298019815,0.45
787,787,0.0,0.0
788,788,0.02500000037253187,0.03
789,789,0.3499999884516399,0.35
790,790,3.1749998927120004,3.17
791,791,13.499999523164377,13.5
792,792,89.39999961853107,89.4
793,793,86.89999961853091,86.9
794,794,97.10000038146961,97.1
795,795,91.95000076293874,91.95
796,796,91.55000114440843,91.55
797,797,84.67499923706053,84.67
798,798,51.24999904632527,51.25
799,799,46.72500133514421,46.73
800,800,78.52499961853107,78.52
801,801,92.44999885559074,92.45
802,802,72.77500057220473,72.78
803,803,56.950000762941386,56.95
804,804,59.25000047684051,59.25
805,805,40.72499954700739,40.72
806,806,22.07499992847565,22.07
807,807,30.84999990463333,30.85
808,808,37.724999427796114,37.72
809,809,49.99999904632607,50.0
810,810,51.72499942779472,51.72
811,811,48.12499904632371,48.12
812,812,56.649999618527616,56.65
813,813,64.99999999999815,65.0
814,814,59.599999427795,59.6
815,815,67.84999942779523,67.85
816,816,90.00000000000048,90.0
817,817,69.35000038147098,69.35
818,818,48.44999980926601,48.45
819,819,32.50000023841907,32.5
820,820,11.050000071525705,11.05
821,821,10.999999880790686,11.0
822,822,17.450000047683723,17.45
823,823,14.475000143051147,14.48
824,824,9.099999904632284,9.1
825,825,5.724999964236876,5.72
826,826,1.1750000119208694,1.18
827,827,0.0,0.0
828,828,0.0,0.0
829,829,0.27500000596049573,0.28
830,830,1.7250000536443195,1.73
831,831,2.900000005960675,2.9
832,832,1.474999958649383,1.47
833,833,0.02500000037253187,0.03
834,834,0.0,0.0
835,835,0.0,0.0
836,836,0.0,0.0
837,837,0.0,0.0
838,838,0.0,0.0
839,839,0.0,0.0
840,840,0.0,0.0
841,841,0.30000000633296087,0.3
842,842,1.6250000093130776,1.63
843,843,1.6749999970196365,1.67
844,844,1.6500000059603315,1.65
845,845,3.800000011920832,3.8
846,846,5.0,5.0
847,847,5.0,5.0
848,848,5.0249999761581385,5.02
849,849,5.2249999046325515,5.22
850,850,6.449999928474274,6.45
851,851,7.575000047683525,7.58
852,852,15.774999856948668,15.77
853,853,40.674999237059524,40.67
854,854,44.399999618529,44.4
855,855,18.27500021457614,18.28
856,856,4.850000023841875,4.85
857,857,2.674999997019805,2.67
858,858,0.5750000029802806,0.58
859,859,2.3000001013281572,2.3
860,860,3.450000071898489,3.45
861,861,6.624999964610415,6.62
862,862,22.275000274183178,22.28
863,863,41.95000028610399,41.95
864,864,98.17499923706075,98.17
865,865,87.19999980926454,87.2
866,866,88.6999998092643,88.7
867,867,87.12500000000017,87.13
868,868,86.3750019073488,86.38
869,869,91.57500076294025,91.58
870,870,73.3249988555938,73.32
871,871,73.79999923706342,73.8
872,872,92.67499923706137,92.67
873,873,90.8999996185302,90.9
874,874,81.97500133514498,81.98
875,875,86.95000171661523,86.95
876,876,94.30000114440978,94.3
877,877,73.79999923706175,73.8
878,878,41.174998760224376,41.17
879,879,45.24999952316368,45.25
880,880,54.27499961853145,54.27
881,881,52.274999618530146,52.27
882,882,42.69999933242764,42.7
883,883,37.77499914169392,37.77
884,884,45.59999942779682,45.6
885,885,53.14999961853072,53.15
886,886,55.32499980926519,55.32
887,887,65.77500057220428,65.78
888,888,89.92500114440861,89.93
889,889,75.3250007629392,75.33
890,890,51.77500057220409,51.78
891,891,35.875000476837286,35.88
892,892,14.14999997615844,14.15
893,893,9.800000071525414,9.8
894,894,16.800000190734735,16.8
895,895,15.77500009536762,15.78
896,896,7.449999809265233,7.45
897,897,2.724999893456695,2.72
898,898,0.3749999888240978,0.37
899,899,0.0,0.0
900,900,0.0,0.0
901,901,0.6750000119209432,0.68
902,902,3.1250000596046648,3.13
903,903,4.875000000000014,4.88
904,904,2.4499999526888185,2.45
905,905,0.02500000037252619,0.03
906,906,0.05000000074506374,0.05
907,907,0.050000000745064097,0.05
