,geometry,Longitude,Latitude,ids
142,POINT (-93.72916666666664 15.21875),-93.72916666666664,15.218749999999998,142
143,POINT (-93.72916666666667 16.07291666666666),-93.72916666666667,16.072916666666664,143
144,POINT (-92.77083333333333 -3.572916666666667),-92.77083333333333,-3.572916666666667,144
145,POINT (-92.77083333333333 -2.71875),-92.77083333333333,-2.71875,145
146,POINT (-92.77083333333333 -1.864583333333334),-92.77083333333333,-1.864583333333334,146
147,POINT (-92.77083333333334 -1.010416666666667),-92.77083333333334,-1.0104166666666667,147
148,POINT (-92.77083333333334 -0.1562500000000002),-92.77083333333334,-0.15625000000000017,148
149,POINT (-92.77083333333333 0.6979166666666663),-92.77083333333333,0.6979166666666663,149
150,POINT (-92.77083333333333 1.552083333333333),-92.77083333333333,1.552083333333333,150
151,POINT (-92.77083333333333 2.406249999999999),-92.77083333333333,2.4062499999999987,151
152,POINT (-92.77083333333333 3.260416666666667),-92.77083333333333,3.2604166666666665,152
153,POINT (-92.77083333333336 4.114583333333334),-92.77083333333336,4.114583333333334,153
154,POINT (-92.77083333333336 4.968749999999999),-92.77083333333336,4.968749999999999,154
155,POINT (-92.77083333333336 5.822916666666665),-92.77083333333336,5.822916666666665,155
156,POINT (-92.77083333333336 6.677083333333334),-92.77083333333336,6.677083333333334,156
157,POINT (-92.77083333333336 7.531250000000001),-92.77083333333336,7.531250000000001,157
158,POINT (-92.77083333333336 8.385416666666666),-92.77083333333336,8.385416666666666,158
159,POINT (-92.77083333333336 9.239583333333332),-92.77083333333336,9.239583333333332,159
160,POINT (-92.77083333333336 10.09375),-92.77083333333336,10.09375,160
161,POINT (-92.77083333333336 10.94791666666666),-92.77083333333336,10.947916666666664,161
162,POINT (-92.77083333333336 11.80208333333333),-92.77083333333336,11.802083333333332,162
163,POINT (-92.77083333333336 12.65624999999999),-92.77083333333336,12.656249999999995,163
164,POINT (-92.77083333333336 13.51041666666666),-92.77083333333336,13.510416666666664,164
165,POINT (-92.77083333333336 14.36458333333333),-92.77083333333336,14.364583333333334,165
166,POINT (-92.77083333333336 15.21875),-92.77083333333336,15.218749999999998,166
167,POINT (-92.77083333333333 16.07291666666666),-92.77083333333333,16.072916666666664,167
168,POINT (-91.8125 -3.572916666666667),-91.8125,-3.572916666666667,168
169,POINT (-91.8125 -2.71875),-91.8125,-2.71875,169
170,POINT (-91.8125 -1.864583333333334),-91.8125,-1.864583333333334,170
171,POINT (-91.8125 -1.010416666666667),-91.8125,-1.0104166666666667,171
172,POINT (-91.8125 -0.1562500000000002),-91.8125,-0.15625000000000017,172
173,POINT (-91.8125 0.6979166666666663),-91.8125,0.6979166666666663,173
174,POINT (-91.8125 1.552083333333333),-91.8125,1.552083333333333,174
175,POINT (-91.8125 2.406249999999999),-91.8125,2.4062499999999987,175
176,POINT (-91.8125 3.260416666666667),-91.8125,3.2604166666666665,176
177,POINT (-91.81250000000001 4.114583333333334),-91.81250000000001,4.114583333333334,177
178,POINT (-91.81250000000001 4.968749999999999),-91.81250000000001,4.968749999999999,178
179,POINT (-91.81250000000001 5.822916666666665),-91.81250000000001,5.822916666666665,179
180,POINT (-91.81250000000001 6.677083333333334),-91.81250000000001,6.677083333333334,180
181,POINT (-91.81250000000001 7.531250000000001),-91.81250000000001,7.531250000000001,181
182,POINT (-91.81250000000001 8.385416666666666),-91.81250000000001,8.385416666666666,182
183,POINT (-91.81250000000001 9.239583333333332),-91.81250000000001,9.239583333333332,183
184,POINT (-91.81250000000001 10.09375),-91.81250000000001,10.09375,184
185,POINT (-91.81250000000001 10.94791666666666),-91.81250000000001,10.947916666666664,185
186,POINT (-91.81250000000001 11.80208333333333),-91.81250000000001,11.802083333333332,186
187,POINT (-91.81250000000001 12.65624999999999),-91.81250000000001,12.656249999999995,187
188,POINT (-91.81250000000001 13.51041666666666),-91.81250000000001,13.510416666666664,188
189,POINT (-91.81250000000001 14.36458333333333),-91.81250000000001,14.364583333333334,189
190,POINT (-91.81250000000001 15.21875),-91.81250000000001,15.218749999999998,190
191,POINT (-91.8125 16.07291666666666),-91.8125,16.072916666666664,191
192,POINT (-90.85416666666667 -3.572916666666667),-90.85416666666667,-3.572916666666667,192
193,POINT (-90.85416666666667 -2.71875),-90.85416666666667,-2.71875,193
194,POINT (-90.85416666666667 -1.864583333333334),-90.85416666666667,-1.864583333333334,194
195,POINT (-90.85416666666666 -1.010416666666667),-90.85416666666666,-1.0104166666666667,195
196,POINT (-90.85416666666666 -0.1562500000000002),-90.85416666666666,-0.15625000000000017,196
197,POINT (-90.85416666666667 0.6979166666666663),-90.85416666666667,0.6979166666666663,197
198,POINT (-90.85416666666667 1.552083333333333),-90.85416666666667,1.552083333333333,198
199,POINT (-90.85416666666667 2.406249999999999),-90.85416666666667,2.4062499999999987,199
200,POINT (-90.85416666666667 3.260416666666667),-90.85416666666667,3.2604166666666665,200
201,POINT (-90.85416666666666 4.114583333333334),-90.85416666666666,4.114583333333334,201
202,POINT (-90.85416666666666 4.968749999999999),-90.85416666666666,4.968749999999999,202
203,POINT (-90.85416666666666 5.822916666666665),-90.85416666666666,5.822916666666665,203
204,POINT (-90.85416666666666 6.677083333333334),-90.85416666666666,6.677083333333334,204
205,POINT (-90.85416666666666 7.531250000000001),-90.85416666666666,7.531250000000001,205
206,POINT (-90.85416666666667 8.385416666666666),-90.85416666666667,8.385416666666666,206
207,POINT (-90.85416666666667 9.239583333333332),-90.85416666666667,9.239583333333332,207
208,POINT (-90.85416666666667 10.09375),-90.85416666666667,10.09375,208
209,POINT (-90.85416666666667 10.94791666666666),-90.85416666666667,10.947916666666664,209
210,POINT (-90.85416666666667 11.80208333333333),-90.85416666666667,11.802083333333332,210
211,POINT (-90.85416666666667 12.65624999999999),-90.85416666666667,12.656249999999995,211
212,POINT (-90.85416666666667 13.51041666666666),-90.85416666666667,13.510416666666664,212
213,POINT (-90.85416666666667 14.36458333333333),-90.85416666666667,14.364583333333334,213
214,POINT (-90.85416666666667 15.21875),-90.85416666666667,15.218749999999998,214
215,POINT (-90.85416666666666 16.07291666666666),-90.85416666666666,16.072916666666664,215
216,POINT (-89.89583333333333 -3.572916666666667),-89.89583333333333,-3.572916666666667,216
217,POINT (-89.89583333333333 -2.71875),-89.89583333333333,-2.71875,217
218,POINT (-89.89583333333333 -1.864583333333334),-89.89583333333333,-1.864583333333334,218
219,POINT (-89.89583333333334 -1.010416666666667),-89.89583333333334,-1.0104166666666667,219
220,POINT (-89.89583333333334 -0.1562500000000002),-89.89583333333334,-0.15625000000000017,220
221,POINT (-89.89583333333333 0.6979166666666663),-89.89583333333333,0.6979166666666663,221
222,POINT (-89.89583333333333 1.552083333333333),-89.89583333333333,1.552083333333333,222
223,POINT (-89.89583333333333 2.406249999999999),-89.89583333333333,2.4062499999999987,223
224,POINT (-89.89583333333333 3.260416666666667),-89.89583333333333,3.2604166666666665,224
225,POINT (-89.89583333333336 4.114583333333334),-89.89583333333336,4.114583333333334,225
226,POINT (-89.89583333333336 4.968749999999999),-89.89583333333336,4.968749999999999,226
227,POINT (-89.89583333333336 5.822916666666665),-89.89583333333336,5.822916666666665,227
228,POINT (-89.89583333333336 6.677083333333334),-89.89583333333336,6.677083333333334,228
229,POINT (-89.89583333333336 7.531250000000001),-89.89583333333336,7.531250000000001,229
230,POINT (-89.89583333333334 8.385416666666666),-89.89583333333334,8.385416666666666,230
231,POINT (-89.89583333333334 9.239583333333332),-89.89583333333334,9.239583333333332,231
232,POINT (-89.89583333333334 10.09375),-89.89583333333334,10.09375,232
233,POINT (-89.89583333333334 10.94791666666666),-89.89583333333334,10.947916666666664,233
234,POINT (-89.89583333333334 11.80208333333333),-89.89583333333334,11.802083333333332,234
235,POINT (-89.89583333333334 12.65624999999999),-89.89583333333334,12.656249999999995,235
236,POINT (-89.89583333333334 13.51041666666666),-89.89583333333334,13.510416666666664,236
237,POINT (-89.89583333333334 14.36458333333333),-89.89583333333334,14.364583333333334,237
238,POINT (-89.89583333333334 15.21875),-89.89583333333334,15.218749999999998,238
239,POINT (-89.89583333333334 16.07291666666666),-89.89583333333334,16.072916666666664,239
240,POINT (-88.9375 -3.572916666666667),-88.9375,-3.572916666666667,240
241,POINT (-88.9375 -2.71875),-88.9375,-2.71875,241
242,POINT (-88.9375 -1.864583333333334),-88.9375,-1.864583333333334,242
243,POINT (-88.93750000000001 -1.010416666666667),-88.93750000000001,-1.0104166666666667,243
244,POINT (-88.93750000000001 -0.1562500000000002),-88.93750000000001,-0.15625000000000017,244
245,POINT (-88.9375 0.6979166666666663),-88.9375,0.6979166666666663,245
246,POINT (-88.9375 1.552083333333333),-88.9375,1.552083333333333,246
247,POINT (-88.9375 2.406249999999999),-88.9375,2.4062499999999987,247
248,POINT (-88.9375 3.260416666666667),-88.9375,3.2604166666666665,248
249,POINT (-88.93750000000003 4.114583333333334),-88.93750000000003,4.114583333333334,249
250,POINT (-88.93750000000003 4.968749999999999),-88.93750000000003,4.968749999999999,250
251,POINT (-88.93750000000003 5.822916666666665),-88.93750000000003,5.822916666666665,251
252,POINT (-88.93750000000003 6.677083333333334),-88.93750000000003,6.677083333333334,252
253,POINT (-88.93750000000003 7.531250000000001),-88.93750000000003,7.531250000000001,253
254,POINT (-88.93750000000001 8.385416666666666),-88.93750000000001,8.385416666666666,254
255,POINT (-88.93750000000001 9.239583333333332),-88.93750000000001,9.239583333333332,255
256,POINT (-88.93750000000001 10.09375),-88.93750000000001,10.09375,256
257,POINT (-88.93750000000001 10.94791666666666),-88.93750000000001,10.947916666666664,257
258,POINT (-88.93750000000001 11.80208333333333),-88.93750000000001,11.802083333333332,258
259,POINT (-88.93750000000001 12.65624999999999),-88.93750000000001,12.656249999999995,259
260,POINT (-88.93750000000001 13.51041666666666),-88.93750000000001,13.510416666666664,260
261,POINT (-88.93750000000001 14.36458333333333),-88.93750000000001,14.364583333333334,261
262,POINT (-88.93750000000001 15.21875),-88.93750000000001,15.218749999999998,262
263,POINT (-88.93750000000001 16.07291666666666),-88.93750000000001,16.072916666666664,263
264,POINT (-87.97916666666667 -3.572916666666667),-87.97916666666667,-3.572916666666667,264
265,POINT (-87.97916666666667 -2.71875),-87.97916666666667,-2.71875,265
266,POINT (-87.97916666666667 -1.864583333333334),-87.97916666666667,-1.864583333333334,266
267,POINT (-87.97916666666666 -1.010416666666667),-87.97916666666666,-1.0104166666666667,267
268,POINT (-87.97916666666666 -0.1562500000000002),-87.97916666666666,-0.15625000000000017,268
269,POINT (-87.97916666666667 0.6979166666666663),-87.97916666666667,0.6979166666666663,269
270,POINT (-87.97916666666667 1.552083333333333),-87.97916666666667,1.552083333333333,270
271,POINT (-87.97916666666667 2.406249999999999),-87.97916666666667,2.4062499999999987,271
272,POINT (-87.97916666666667 3.260416666666667),-87.97916666666667,3.2604166666666665,272
273,POINT (-87.97916666666666 4.114583333333334),-87.97916666666666,4.114583333333334,273
274,POINT (-87.97916666666666 4.968749999999999),-87.97916666666666,4.968749999999999,274
275,POINT (-87.97916666666666 5.822916666666665),-87.97916666666666,5.822916666666665,275
276,POINT (-87.97916666666666 6.677083333333334),-87.97916666666666,6.677083333333334,276
277,POINT (-87.97916666666666 7.531250000000001),-87.97916666666666,7.531250000000001,277
278,POINT (-87.97916666666667 8.385416666666666),-87.97916666666667,8.385416666666666,278
279,POINT (-87.97916666666667 9.239583333333332),-87.97916666666667,9.239583333333332,279
280,POINT (-87.97916666666667 10.09375),-87.97916666666667,10.09375,280
281,POINT (-87.97916666666667 10.94791666666666),-87.97916666666667,10.947916666666664,281
282,POINT (-87.97916666666667 11.80208333333333),-87.97916666666667,11.802083333333332,282
283,POINT (-87.97916666666667 12.65624999999999),-87.97916666666667,12.656249999999995,283
284,POINT (-87.97916666666667 13.51041666666666),-87.97916666666667,13.510416666666664,284
285,POINT (-87.97916666666667 14.36458333333333),-87.97916666666667,14.364583333333334,285
286,POINT (-87.97916666666667 15.21875),-87.97916666666667,15.218749999999998,286
287,POINT (-87.97916666666666 16.07291666666666),-87.97916666666666,16.072916666666664,287
288,POINT (-87.02083333333334 -3.572916666666667),-87.02083333333334,-3.572916666666667,288
289,POINT (-87.02083333333334 -2.71875),-87.02083333333334,-2.71875,289
290,POINT (-87.02083333333334 -1.864583333333334),-87.02083333333334,-1.864583333333334,290
291,POINT (-87.02083333333334 -1.010416666666667),-87.02083333333334,-1.0104166666666667,291
292,POINT (-87.02083333333334 -0.1562500000000002),-87.02083333333334,-0.15625000000000017,292
293,POINT (-87.02083333333334 0.6979166666666663),-87.02083333333334,0.6979166666666663,293
294,POINT (-87.02083333333334 1.552083333333333),-87.02083333333334,1.552083333333333,294
295,POINT (-87.02083333333334 2.406249999999999),-87.02083333333334,2.4062499999999987,295
296,POINT (-87.02083333333334 3.260416666666667),-87.02083333333334,3.2604166666666665,296
297,POINT (-87.02083333333334 4.114583333333334),-87.02083333333334,4.114583333333334,297
298,POINT (-87.02083333333334 4.968749999999999),-87.02083333333334,4.968749999999999,298
299,POINT (-87.02083333333334 5.822916666666665),-87.02083333333334,5.822916666666665,299
300,POINT (-87.02083333333334 6.677083333333334),-87.02083333333334,6.677083333333334,300
301,POINT (-87.02083333333334 7.531250000000001),-87.02083333333334,7.531250000000001,301
302,POINT (-87.02083333333334 8.385416666666666),-87.02083333333334,8.385416666666666,302
303,POINT (-87.02083333333334 9.239583333333332),-87.02083333333334,9.239583333333332,303
304,POINT (-87.02083333333334 10.09375),-87.02083333333334,10.09375,304
305,POINT (-87.02083333333334 10.94791666666666),-87.02083333333334,10.947916666666664,305
306,POINT (-87.02083333333334 11.80208333333333),-87.02083333333334,11.802083333333332,306
307,POINT (-87.02083333333334 12.65624999999999),-87.02083333333334,12.656249999999995,307
308,POINT (-87.02083333333334 13.51041666666666),-87.02083333333334,13.510416666666664,308
309,POINT (-87.02083333333334 14.36458333333333),-87.02083333333334,14.364583333333334,309
310,POINT (-87.02083333333334 15.21875),-87.02083333333334,15.218749999999998,310
311,POINT (-87.02083333333334 16.07291666666666),-87.02083333333334,16.072916666666664,311
312,POINT (-86.0625 -3.572916666666667),-86.0625,-3.572916666666667,312
313,POINT (-86.0625 -2.71875),-86.0625,-2.71875,313
314,POINT (-86.0625 -1.864583333333334),-86.0625,-1.864583333333334,314
315,POINT (-86.06250000000001 -1.010416666666667),-86.06250000000001,-1.0104166666666667,315
316,POINT (-86.06250000000001 -0.1562500000000002),-86.06250000000001,-0.15625000000000017,316
317,POINT (-86.0625 0.6979166666666663),-86.0625,0.6979166666666663,317
318,POINT (-86.0625 1.552083333333333),-86.0625,1.552083333333333,318
319,POINT (-86.0625 2.406249999999999),-86.0625,2.4062499999999987,319
320,POINT (-86.0625 3.260416666666667),-86.0625,3.2604166666666665,320
321,POINT (-86.06250000000001 4.114583333333334),-86.06250000000001,4.114583333333334,321
322,POINT (-86.06250000000001 4.968749999999999),-86.06250000000001,4.968749999999999,322
323,POINT (-86.06250000000001 5.822916666666665),-86.06250000000001,5.822916666666665,323
324,POINT (-86.06250000000001 6.677083333333334),-86.06250000000001,6.677083333333334,324
325,POINT (-86.06250000000001 7.531250000000001),-86.06250000000001,7.531250000000001,325
326,POINT (-86.06250000000001 8.385416666666666),-86.06250000000001,8.385416666666666,326
327,POINT (-86.06250000000001 9.239583333333332),-86.06250000000001,9.239583333333332,327
328,POINT (-86.06250000000001 10.09375),-86.06250000000001,10.09375,328
329,POINT (-86.06250000000001 10.94791666666666),-86.06250000000001,10.947916666666664,329
330,POINT (-86.06250000000001 11.80208333333333),-86.06250000000001,11.802083333333332,330
331,POINT (-86.06250000000001 12.65624999999999),-86.06250000000001,12.656249999999995,331
332,POINT (-86.06250000000001 13.51041666666666),-86.06250000000001,13.510416666666664,332
333,POINT (-86.06250000000001 14.36458333333333),-86.06250000000001,14.364583333333334,333
334,POINT (-86.06250000000001 15.21875),-86.06250000000001,15.218749999999998,334
335,POINT (-86.06250000000001 16.07291666666666),-86.06250000000001,16.072916666666664,335
336,POINT (-85.10416666666667 -3.572916666666667),-85.10416666666667,-3.572916666666667,336
