,Time,Longitude,Latitude,ids
120,30.0,-80.875,13.375,3653
121,30.25,-81.125,13.375,3581
122,30.5,-81.125,13.375,3581
123,30.75,-81.125,13.375,3581
124,31.0,-81.375,13.625,3510
125,31.25,-81.375,13.625,3510
126,31.5,-81.375,13.625,3510
127,31.75,-81.625,13.625,3438
128,32.0,-81.625,13.625,3438
129,32.25,-81.625,13.875,3439
130,32.5,-81.875,13.875,3367
131,32.75,-81.875,13.875,3367
132,33.0,-82.125,13.875,3295
133,33.25,-82.125,13.875,3295
134,33.5,-82.125,14.125,3296
135,33.75,-82.375,14.125,3224
136,34.0,-82.375,14.125,3224
137,34.25,-82.375,14.125,3224
138,34.5,-82.625,14.125,3152
139,34.75,-82.625,14.375,3153
140,35.0,-82.625,14.375,3153
141,35.25,-82.875,14.375,3081
142,35.5,-82.875,14.375,3081
143,35.75,-83.125,14.375,3009
144,36.0,-83.125,14.625,3010
145,36.25,-83.125,14.625,3010
146,36.5,-83.375,14.625,2938
147,36.75,-83.375,14.625,2938
148,37.0,-83.375,14.625,2938
149,37.25,-83.375,14.625,2938
150,37.5,-83.375,14.625,2938
151,37.75,-83.375,14.625,2938
152,38.0,-83.375,14.625,2938
153,38.25,-83.375,14.625,2938
154,38.5,-83.375,14.625,2938
155,38.75,-83.375,14.625,2938
156,39.0,-83.375,14.625,2938
157,39.25,-83.375,14.625,2938
158,39.5,-83.375,14.625,2938
159,39.75,-83.375,14.625,2938
160,40.0,-83.375,14.625,2938
161,40.25,-83.375,14.625,2938
162,40.5,-83.375,14.625,2938
163,40.75,-83.375,14.625,2938
164,41.0,-83.375,14.625,2938
165,41.25,-83.375,14.625,2938
166,41.5,-83.375,14.625,2938
167,41.75,-83.375,14.625,2938
168,42.0,-83.375,14.625,2938
169,42.25,-83.375,14.625,2938
170,42.5,-83.375,14.625,2938
171,42.75,-83.375,14.625,2938
172,43.0,-83.375,14.625,2938
173,43.25,-83.375,14.625,2938
174,43.5,-83.375,14.625,2938
175,43.75,-83.375,14.625,2938
176,44.0,-83.375,14.625,2938
177,44.25,-83.375,14.625,2938
178,44.5,-83.375,14.625,2938
179,44.75,-83.375,14.625,2938
180,45.0,-83.375,14.625,2938
181,45.25,-83.375,14.625,2938
182,45.5,-83.375,14.625,2938
183,45.75,-83.375,14.625,2938
184,46.0,-83.375,14.625,2938
185,46.25,-83.375,14.625,2938
186,46.5,-83.375,14.625,2938
187,46.75,-83.375,14.625,2938
188,47.0,-83.375,14.625,2938
189,47.25,-83.375,14.625,2938
190,47.5,-83.375,14.625,2938
191,47.75,-83.375,14.625,2938
192,48.0,-83.375,14.625,2938
193,48.25,-83.375,14.625,2938
194,48.5,-83.375,14.625,2938
195,48.75,-83.375,14.625,2938
196,49.0,-83.375,14.625,2938
197,49.25,-83.375,14.625,2938
198,49.5,-83.375,14.625,2938
199,49.75,-83.375,14.625,2938
200,50.0,-83.375,14.625,2938
201,50.25,-83.375,14.625,2938
202,50.5,-83.375,14.625,2938
203,50.75,-83.375,14.625,2938
204,51.0,-83.375,14.625,2938
205,51.25,-83.375,14.625,2938
206,51.5,-83.375,14.625,2938
207,51.75,-83.375,14.625,2938
208,52.0,-83.375,14.625,2938
209,52.25,-83.375,14.625,2938
210,52.5,-83.375,14.625,2938
211,52.75,-83.375,14.625,2938
212,53.0,-83.375,14.625,2938
213,53.25,-83.375,14.625,2938
214,53.5,-83.375,14.625,2938
215,53.75,-83.375,14.625,2938
216,54.0,-83.375,14.625,2938
217,54.25,-83.375,14.625,2938
218,54.5,-83.375,14.625,2938
219,54.75,-83.375,14.625,2938
220,55.0,-83.375,14.625,2938
221,55.25,-83.375,14.625,2938
222,55.5,-83.375,14.625,2938
223,55.75,-83.375,14.625,2938
224,56.0,-83.375,14.625,2938
225,56.25,-83.375,14.625,2938
226,56.5,-83.375,14.625,2938
227,56.75,-83.375,14.625,2938
228,57.0,-83.375,14.625,2938
229,57.25,-83.375,14.625,2938
230,57.5,-83.375,14.625,2938
231,57.75,-83.375,14.625,2938
232,58.0,-83.375,14.625,2938
233,58.25,-83.375,14.625,2938
234,58.5,-83.375,14.625,2938
235,58.75,-83.375,14.625,2938
236,59.0,-83.375,14.625,2938
237,59.25,-83.375,14.625,2938
238,59.5,-83.375,14.625,2938
239,59.75,-83.375,14.625,2938
240,60.0,-83.375,14.625,2938
241,60.25,-83.375,14.625,2938
242,60.5,-83.375,14.625,2938
243,60.75,-83.375,14.625,2938
244,61.0,-83.375,14.625,2938
245,61.25,-83.375,14.625,2938
246,61.5,-83.375,14.625,2938
247,61.75,-83.375,14.625,2938
248,62.0,-83.375,14.625,2938
249,62.25,-83.375,14.625,2938
250,62.5,-83.375,14.625,2938
251,62.75,-83.375,14.625,2938
252,63.0,-83.375,14.625,2938
253,63.25,-83.375,14.625,2938
254,63.5,-83.375,14.625,2938
255,63.75,-83.375,14.625,2938
256,64.0,-83.375,14.625,2938
257,64.25,-83.375,14.625,2938
258,64.5,-83.375,14.625,2938
259,64.75,-83.375,14.625,2938
260,65.0,-83.375,14.625,2938
261,65.25,-83.375,14.625,2938
262,65.5,-83.375,14.625,2938
263,65.75,-83.375,14.625,2938
264,66.0,-83.375,14.625,2938
265,66.25,-83.375,14.625,2938
266,66.5,-83.375,14.625,2938
267,66.75,-83.375,14.625,2938
268,67.0,-83.375,14.625,2938
269,67.25,-83.375,14.625,2938
270,67.5,-83.375,14.625,2938
271,67.75,-83.375,14.625,2938
272,68.0,-83.375,14.625,2938
273,68.25,-83.375,14.625,2938
274,68.5,-83.375,14.625,2938
275,68.75,-83.375,14.625,2938
276,69.0,-83.375,14.625,2938
277,69.25,-83.375,14.625,2938
278,69.5,-83.375,14.625,2938
279,69.75,-83.375,14.625,2938
280,70.0,-83.375,14.625,2938
281,70.25,-83.375,14.625,2938
282,70.5,-83.375,14.625,2938
283,70.75,-83.375,14.625,2938
284,71.0,-83.375,14.625,2938
285,71.25,-83.375,14.625,2938
286,71.5,-83.375,14.625,2938
287,71.75,-83.375,14.625,2938
288,72.0,-83.375,14.625,2938
