,time,time15,time30,Longitude,Latitude,Velocity,range,rangesize
84,21.0,21.0,21.0,-90.37806112104317,10.616759399708922,815,470,83.92857142857142
85,21.0,21.25,21.0,-88.70321446327014,9.637819295277225,815,470,83.92857142857142
86,22.0,21.5,21.5,-86.86119992875406,8.848853835876588,815,470,83.92857142857142
87,22.0,21.75,22.0,-88.1065565859771,7.880515894828722,815,470,83.92857142857142
88,22.0,22.0,22.0,-89.24015576367749,7.2123826157419035,815,470,83.92857142857142
89,22.0,22.25,22.0,-87.53782892099744,6.743996881667267,815,470,83.92857142857142
90,22.0,22.5,22.5,-87.17986997071019,5.03191729910177,815,470,83.92857142857142
91,23.0,22.75,23.0,-88.89737981260072,4.296500321755816,815,470,83.92857142857142
92,23.0,23.0,23.0,-91.26291460705933,4.952694486118904,815,470,83.92857142857142
93,23.0,23.25,23.0,-92.88314086997336,6.541726688777176,815,470,83.92857142857142
94,24.0,23.5,23.5,-93.16429560233837,8.703315707134315,815,470,83.92857142857142
95,24.0,23.75,24.0,-92.49590468738593,11.198302812735701,815,470,83.92857142857142
96,24.0,24.0,24.0,-91.32792002506979,13.794972613453064,815,470,83.92857142857142
97,24.0,24.25,24.0,-90.892469,14.668771,815,470,5.0
98,24.0,24.5,24.5,-90.892469,14.668771,815,470,5.0
99,25.0,24.75,25.0,-90.892469,14.668771,815,470,5.0
100,25.0,25.0,25.0,-90.892469,14.668771,815,470,5.0
101,25.0,25.25,25.0,-90.892469,14.668771,815,470,5.0
102,26.0,25.5,25.5,-90.892469,14.668771,815,470,5.0
103,26.0,25.75,26.0,-90.892469,14.668771,815,470,5.0
104,26.0,26.0,26.0,-90.892469,14.668771,815,470,5.0
105,26.0,26.25,26.0,-90.892469,14.668771,815,470,5.0
106,26.0,26.5,26.5,-90.892469,14.668771,815,470,5.0
107,27.0,26.75,27.0,-90.892469,14.668771,815,470,5.0
108,27.0,27.0,27.0,-90.892469,14.668771,815,470,5.0
109,27.0,27.25,27.0,-90.892469,14.668771,815,470,5.0
110,28.0,27.5,27.5,-90.892469,14.668771,815,470,5.0
111,28.0,27.75,28.0,-90.892469,14.668771,815,470,5.0
112,28.0,28.0,28.0,-90.892469,14.668771,815,470,5.0
113,28.0,28.25,28.0,-90.892469,14.668771,815,470,5.0
114,28.0,28.5,28.5,-90.892469,14.668771,815,470,5.0
115,29.0,28.75,29.0,-90.892469,14.668771,815,470,5.0
116,29.0,29.0,29.0,-90.892469,14.668771,815,470,5.0
117,29.0,29.25,29.0,-90.892469,14.668771,815,470,5.0
118,30.0,29.5,29.5,-90.892469,14.668771,815,470,5.0
119,30.0,29.75,30.0,-90.892469,14.668771,815,470,5.0
120,30.0,30.0,30.0,-90.892469,14.668771,815,470,5.0
121,30.0,30.25,30.0,-90.892469,14.668771,815,470,5.0
122,30.0,30.5,30.5,-90.892469,14.668771,815,470,5.0
123,31.0,30.75,31.0,-90.892469,14.668771,815,470,5.0
124,31.0,31.0,31.0,-90.892469,14.668771,815,470,5.0
125,31.0,31.25,31.0,-90.892469,14.668771,815,470,5.0
126,32.0,31.5,31.5,-90.892469,14.668771,815,470,5.0
127,32.0,31.75,32.0,-90.892469,14.668771,815,470,5.0
128,32.0,32.0,32.0,-90.892469,14.668771,815,470,5.0
129,32.0,32.25,32.0,-90.892469,14.668771,815,470,5.0
130,32.0,32.5,32.5,-90.892469,14.668771,815,470,5.0
131,33.0,32.75,33.0,-90.892469,14.668771,815,470,5.0
132,33.0,33.0,33.0,-90.892469,14.668771,815,470,5.0
133,33.0,33.25,33.0,-90.892469,14.668771,815,470,5.0
134,34.0,33.5,33.5,-90.892469,14.668771,815,470,5.0
135,34.0,33.75,34.0,-90.892469,14.668771,815,470,5.0
136,34.0,34.0,34.0,-90.892469,14.668771,815,470,5.0
137,34.0,34.25,34.0,-90.892469,14.668771,815,470,5.0
138,34.0,34.5,34.5,-90.892469,14.668771,815,470,5.0
139,35.0,34.75,35.0,-90.892469,14.668771,815,470,5.0
140,35.0,35.0,35.0,-90.892469,14.668771,815,470,5.0
141,35.0,35.25,35.0,-90.892469,14.668771,815,470,5.0
142,36.0,35.5,35.5,-90.892469,14.668771,815,470,5.0
143,36.0,35.75,36.0,-90.892469,14.668771,815,470,5.0
144,36.0,36.0,36.0,-90.89008529312063,14.672356012396094,815,470,83.92857142857142
145,36.0,36.25,36.0,-90.9411713480264,14.48883977834083,815,470,83.92857142857142
146,36.0,36.5,36.5,-91.07640295017121,13.588156494281334,815,470,83.92857142857142
147,37.0,36.75,37.0,-90.97940700052712,12.242893480211345,815,470,83.92857142857142
148,37.0,37.0,37.0,-90.30425600361548,10.806609578370033,815,470,83.92857142857142
149,37.0,37.25,37.0,-88.70515194193281,9.632834103196888,815,470,83.92857142857142
150,38.0,37.5,37.5,-86.86439370357336,8.840636111223963,815,470,83.92857142857142
151,38.0,37.75,38.0,-88.10394706569694,7.887230553950402,815,470,83.92857142857142
152,38.0,38.0,38.0,-89.24073410461962,7.210894111387585,815,470,83.92857142857142
153,38.0,38.25,38.0,-87.53804427053872,6.743441867988015,815,470,83.92857142857142
154,38.0,38.5,38.5,-87.17989353896843,5.031855241448234,815,470,83.92857142857142
155,39.0,38.75,39.0,-88.89760788760613,4.295878946252051,815,470,83.92857142857142
156,39.0,39.0,39.0,-91.26311339900282,4.952141760373067,815,470,83.92857142857142
157,39.0,39.25,39.0,-92.88289622139754,6.542415468618219,815,470,83.92857142857142
158,40.0,39.5,39.5,-93.16336561681922,8.70594570005981,815,470,83.92857142857142
159,40.0,39.75,40.0,-92.49465338218563,11.201848625717352,815,470,83.92857142857142
160,40.0,40.0,40.0,-90.892469,14.668771,815,470,5.0
161,40.0,40.25,40.0,-90.892469,14.668771,815,470,5.0
162,40.0,40.5,40.5,-90.892469,14.668771,815,470,5.0
163,41.0,40.75,41.0,-90.892469,14.668771,815,470,5.0
164,41.0,41.0,41.0,-90.892469,14.668771,815,470,5.0
165,41.0,41.25,41.0,-90.892469,14.668771,815,470,5.0
166,42.0,41.5,41.5,-90.892469,14.668771,815,470,5.0
167,42.0,41.75,42.0,-90.892469,14.668771,815,470,5.0
168,42.0,42.0,42.0,-90.892469,14.668771,815,470,5.0
169,42.0,42.25,42.0,-90.892469,14.668771,815,470,5.0
170,42.0,42.5,42.5,-90.892469,14.668771,815,470,5.0
171,43.0,42.75,43.0,-90.892469,14.668771,815,470,5.0
172,43.0,43.0,43.0,-90.892469,14.668771,815,470,5.0
173,43.0,43.25,43.0,-90.892469,14.668771,815,470,5.0
174,44.0,43.5,43.5,-90.892469,14.668771,815,470,5.0
175,44.0,43.75,44.0,-90.892469,14.668771,815,470,5.0
176,44.0,44.0,44.0,-90.892469,14.668771,815,470,5.0
177,44.0,44.25,44.0,-90.892469,14.668771,815,470,5.0
178,44.0,44.5,44.5,-90.892469,14.668771,815,470,5.0
179,45.0,44.75,45.0,-90.892469,14.668771,815,470,5.0
180,45.0,45.0,45.0,-90.892469,14.668771,815,470,5.0
181,45.0,45.25,45.0,-90.892469,14.668771,815,470,5.0
182,46.0,45.5,45.5,-90.892469,14.668771,815,470,5.0
183,46.0,45.75,46.0,-90.892469,14.668771,815,470,5.0
184,46.0,46.0,46.0,-90.892469,14.668771,815,470,5.0
185,46.0,46.25,46.0,-90.892469,14.668771,815,470,5.0
186,46.0,46.5,46.5,-90.892469,14.668771,815,470,5.0
187,47.0,46.75,47.0,-90.892469,14.668771,815,470,5.0
188,47.0,47.0,47.0,-90.892469,14.668771,815,470,5.0
189,47.0,47.25,47.0,-90.892469,14.668771,815,470,5.0
190,48.0,47.5,47.5,-90.892469,14.668771,815,470,5.0
191,48.0,47.75,48.0,-90.892469,14.668771,815,470,5.0
192,48.0,48.0,48.0,-90.892469,14.668771,815,470,5.0
193,48.0,48.25,48.0,-90.892469,14.668771,815,470,5.0
194,48.0,48.5,48.5,-90.892469,14.668771,815,470,5.0
195,49.0,48.75,49.0,-90.892469,14.668771,815,470,5.0
196,49.0,49.0,49.0,-90.892469,14.668771,815,470,5.0
197,49.0,49.25,49.0,-90.892469,14.668771,815,470,5.0
198,50.0,49.5,49.5,-90.892469,14.668771,815,470,5.0
199,50.0,49.75,50.0,-90.892469,14.668771,815,470,5.0
200,50.0,50.0,50.0,-90.892469,14.668771,815,470,5.0
201,50.0,50.25,50.0,-90.892469,14.668771,815,470,5.0
202,50.0,50.5,50.5,-90.892469,14.668771,815,470,5.0
203,51.0,50.75,51.0,-90.892469,14.668771,815,470,5.0
204,51.0,51.0,51.0,-90.892469,14.668771,815,470,5.0
205,51.0,51.25,51.0,-90.892469,14.668771,815,470,5.0
206,52.0,51.5,51.5,-90.892469,14.668771,815,470,5.0
207,52.0,51.75,52.0,-90.892469,14.668771,815,470,5.0
208,52.0,52.0,52.0,-90.892469,14.668771,815,470,5.0
209,52.0,52.25,52.0,-90.892469,14.668771,815,470,5.0
210,52.0,52.5,52.5,-90.892469,14.668771,815,470,5.0
211,53.0,52.75,53.0,-90.892469,14.668771,815,470,5.0
212,53.0,53.0,53.0,-90.892469,14.668771000000001,815,470,5.0
213,53.0,53.25,53.0,-91.1490351462989,13.957990589330302,815,470,83.92857142857142
214,54.0,53.5,53.5,-91.32980729985158,12.938118718478133,815,470,83.92857142857142
215,54.0,53.75,54.0,-91.16335682007055,11.770544561180445,815,470,83.92857142857142
216,54.0,54.0,54.0,-90.37825506636821,10.616657291174185,815,470,83.92857142857142
217,54.0,54.25,54.0,-88.70319860595072,9.63782763125096,815,470,83.92857142857142
218,54.0,54.5,54.5,-86.86107429180986,8.848919844224735,815,470,83.92857142857142
219,55.0,54.75,55.0,-88.1072187410354,7.88016804901509,815,470,83.92857142857142
220,55.0,55.0,55.0,-89.23921162916396,7.212878582444533,815,470,83.92857142857142
221,55.0,55.25,55.0,-87.53576292486038,6.74508217432228,815,470,83.92857142857142
222,56.0,55.5,55.5,-87.17666768392407,5.0335994979702745,815,470,83.92857142857142
223,56.0,55.75,56.0,-88.81927862189833,4.337527793684048,815,470,83.92857142857142
224,56.0,56.0,56.0,-91.16966838992073,5.0016778179230235,815,470,83.92857142857142
225,56.0,56.25,56.0,-93.01724153081337,6.471282038529045,815,470,83.92857142857142
226,56.0,56.5,56.5,-93.70057448458695,8.421602119453768,815,470,83.92857142857142
227,57.0,56.75,57.0,-93.23359956168386,10.810783041801049,815,470,83.92857142857142
228,57.0,57.0,57.0,-90.892469,14.668771,815,470,5.0
229,57.0,57.25,57.0,-90.892469,14.668771,815,470,5.0
230,58.0,57.5,57.5,-90.892469,14.668771,815,470,5.0
231,58.0,57.75,58.0,-90.892469,14.668771,815,470,5.0
232,58.0,58.0,58.0,-90.892469,14.668771,815,470,5.0
233,58.0,58.25,58.0,-90.892469,14.668771,815,470,5.0
234,58.0,58.5,58.5,-90.892469,14.668771,815,470,5.0
235,59.0,58.75,59.0,-90.892469,14.668771,815,470,5.0
236,59.0,59.0,59.0,-90.892469,14.668771,815,470,5.0
237,59.0,59.25,59.0,-90.892469,14.668771,815,470,5.0
238,60.0,59.5,59.5,-90.892469,14.668771,815,470,5.0
239,60.0,59.75,60.0,-90.892469,14.668771,815,470,5.0
240,60.0,60.0,60.0,-90.892469,14.668771,815,470,5.0
241,60.0,60.25,60.0,-90.892469,14.668771,815,470,5.0
242,60.0,60.5,60.5,-90.892469,14.668771,815,470,5.0
243,61.0,60.75,61.0,-90.892469,14.668771,815,470,5.0
244,61.0,61.0,61.0,-90.892469,14.668771,815,470,5.0
245,61.0,61.25,61.0,-90.892469,14.668771,815,470,5.0
246,62.0,61.5,61.5,-90.892469,14.668771,815,470,5.0
247,62.0,61.75,62.0,-90.892469,14.668771,815,470,5.0
248,62.0,62.0,62.0,-90.892469,14.668771,815,470,5.0
249,62.0,62.25,62.0,-90.892469,14.668771,815,470,5.0
250,62.0,62.5,62.5,-90.892469,14.668771,815,470,5.0
251,63.0,62.75,63.0,-90.892469,14.668771,815,470,5.0
252,63.0,63.0,63.0,-90.892469,14.668771,815,470,5.0
253,63.0,63.25,63.0,-90.892469,14.668771,815,470,5.0
254,64.0,63.5,63.5,-90.892469,14.668771,815,470,5.0
255,64.0,63.75,64.0,-90.892469,14.668771,815,470,5.0
256,64.0,64.0,64.0,-90.892469,14.668771,815,470,5.0
257,64.0,64.25,64.0,-90.892469,14.668771,815,470,5.0
258,64.0,64.5,64.5,-90.892469,14.668771,815,470,5.0
259,65.0,64.75,65.0,-90.892469,14.668771,815,470,5.0
260,65.0,65.0,65.0,-90.892469,14.668771,815,470,5.0
261,65.0,65.25,65.0,-90.892469,14.668771,815,470,5.0
262,66.0,65.5,65.5,-90.892469,14.668771,815,470,5.0
263,66.0,65.75,66.0,-90.892469,14.668771,815,470,5.0
264,66.0,66.0,66.0,-90.892469,14.668771,815,470,5.0
265,66.0,66.25,66.0,-90.892469,14.668771,815,470,5.0
266,66.0,66.5,66.5,-90.892469,14.668771,815,470,5.0
267,67.0,66.75,67.0,-90.892469,14.668771,815,470,5.0
268,67.0,67.0,67.0,-90.892469,14.668771,815,470,5.0
269,67.0,67.25,67.0,-90.892469,14.668771,815,470,5.0
270,68.0,67.5,67.5,-90.892469,14.668771,815,470,5.0
271,68.0,67.75,68.0,-90.892469,14.668771,815,470,5.0
272,68.0,68.0,68.0,-90.892469,14.668771,815,470,5.0
273,68.0,68.25,68.0,-90.892469,14.668771,815,470,5.0
274,68.0,68.5,68.5,-90.892469,14.668771,815,470,5.0
275,69.0,68.75,69.0,-90.892469,14.668771,815,470,5.0
276,69.0,69.0,69.0,-90.892469,14.668771,815,470,5.0
277,69.0,69.25,69.0,-90.892469,14.668771,815,470,5.0
278,70.0,69.5,69.5,-90.892469,14.668771,815,470,5.0
279,70.0,69.75,70.0,-90.892469,14.668771,815,470,5.0
280,70.0,70.0,70.0,-90.892469,14.668771,815,470,5.0
281,70.0,70.25,70.0,-90.892469,14.668771,815,470,5.0
282,70.0,70.5,70.5,-90.892469,14.668771,815,470,5.0
283,71.0,70.75,71.0,-90.892469,14.668771,815,470,5.0
284,71.0,71.0,71.0,-90.892469,14.668771,815,470,5.0
285,71.0,71.25,71.0,-90.892469,14.668771,815,470,5.0
286,72.0,71.5,71.5,-90.892469,14.668771,815,470,5.0
287,72.0,71.75,72.0,-90.892469,14.668771,815,470,5.0
288,72.0,72.0,72.0,-90.892469,14.668771,815,470,5.0
