,Unnamed: 0,Unnamed: 0.1,Name,time,geometry_x,ids,dist,Unnamed: 0.1.1,geometry_y,Longitude,Latitude,0,time30,time15
22,22,11,11,5.5,POINT (-91.74334240291954 11.8034954334494),186,0.0691720121196524,186,POINT (-91.8125 11.80208333333333),-91.8125,11.802083333333332,6.0,5.5,5.5
23,23,12,12,6.0,POINT (-91.62910080318495 11.64926774558117),186,0.2387213213193234,186,POINT (-91.8125 11.80208333333333),-91.8125,11.802083333333332,6.0,6.0,5.75
24,24,12,12,6.0,POINT (-91.62910080318495 11.64926774558117),186,0.2387213213193234,186,POINT (-91.8125 11.80208333333333),-91.8125,11.802083333333332,6.0,6.0,6.0
25,25,12,12,6.0,POINT (-91.62910080318495 11.64926774558117),186,0.2387213213193234,186,POINT (-91.8125 11.80208333333333),-91.8125,11.802083333333332,6.0,6.0,6.25
26,26,13,13,6.5,POINT (-91.51485920345037 11.49504005771293),186,0.427627895341737,186,POINT (-91.8125 11.80208333333333),-91.8125,11.802083333333332,6.0,6.5,6.5
27,27,14,14,7.0,POINT (-91.40061760371577 11.34081236984469),185,0.5692224011268322,185,POINT (-91.8125 10.94791666666666),-91.8125,10.947916666666664,7.0,7.0,6.75
28,28,14,14,7.0,POINT (-91.40061760371577 11.34081236984469),185,0.5692224011268322,185,POINT (-91.8125 10.94791666666666),-91.8125,10.947916666666664,7.0,7.0,7.0
29,29,14,14,7.0,POINT (-91.40061760371577 11.34081236984469),185,0.5692224011268322,185,POINT (-91.8125 10.94791666666666),-91.8125,10.947916666666664,7.0,7.0,7.25
30,30,15,15,7.5,POINT (-91.28637600398119 11.18658468197646),209,0.4937279947438254,209,POINT (-90.85416666666669 10.94791666666666),-90.85416666666669,10.947916666666664,8.0,7.5,7.5
31,31,16,16,8.0,POINT (-91.17213440424661 11.03235699410822),209,0.3289888311784013,209,POINT (-90.85416666666669 10.94791666666666),-90.85416666666669,10.947916666666664,8.0,8.0,7.75
32,32,16,16,8.0,POINT (-91.17213440424661 11.03235699410822),209,0.3289888311784013,209,POINT (-90.85416666666669 10.94791666666666),-90.85416666666669,10.947916666666664,8.0,8.0,8.0
33,33,16,16,8.0,POINT (-91.17213440424661 11.03235699410822),209,0.3289888311784013,209,POINT (-90.85416666666669 10.94791666666666),-90.85416666666669,10.947916666666664,8.0,8.0,8.25
34,34,17,17,8.5,POINT (-91.05789280451202 10.87812930623999),209,0.2153476605786558,209,POINT (-90.85416666666669 10.94791666666666),-90.85416666666669,10.947916666666664,8.0,8.5,8.5
35,35,18,18,9.0,POINT (-90.94365120477744 10.72390161837175),209,0.241226500251251,209,POINT (-90.85416666666669 10.94791666666666),-90.85416666666669,10.947916666666664,9.0,9.0,8.75
36,36,18,18,9.0,POINT (-90.94365120477744 10.72390161837175),209,0.241226500251251,209,POINT (-90.85416666666669 10.94791666666666),-90.85416666666669,10.947916666666664,9.0,9.0,9.0
37,37,18,18,9.0,POINT (-90.94365120477744 10.72390161837175),209,0.241226500251251,209,POINT (-90.85416666666669 10.94791666666666),-90.85416666666669,10.947916666666664,9.0,9.0,9.25
38,38,19,19,9.5,POINT (-90.82940960504284 10.56967393050352),209,0.3790520802745079,209,POINT (-90.85416666666669 10.94791666666666),-90.85416666666669,10.947916666666664,10.0,9.5,9.5
39,39,20,20,10.0,POINT (-90.71516800530826 10.41544624263528),208,0.3504412937784188,208,POINT (-90.85416666666669 10.09375),-90.85416666666669,10.09375,10.0,10.0,9.75
40,40,20,20,10.0,POINT (-90.71516800530826 10.41544624263528),208,0.3504412937784188,208,POINT (-90.85416666666669 10.09375),-90.85416666666669,10.09375,10.0,10.0,10.0
41,41,20,20,10.0,POINT (-90.71516800530826 10.41544624263528),208,0.3504412937784188,208,POINT (-90.85416666666669 10.09375),-90.85416666666669,10.09375,10.0,10.0,10.25
42,42,21,21,10.5,POINT (-90.60092640557367 10.26121855476704),208,0.3036055774754795,208,POINT (-90.85416666666669 10.09375),-90.85416666666669,10.09375,10.0,10.5,10.5
43,43,22,22,11.0,POINT (-90.48668480583908 10.10699086689881),208,0.3677203265982922,208,POINT (-90.85416666666669 10.09375),-90.85416666666669,10.09375,11.0,11.0,10.75
44,44,22,22,11.0,POINT (-90.48668480583908 10.10699086689881),208,0.3677203265982922,208,POINT (-90.85416666666669 10.09375),-90.85416666666669,10.09375,11.0,11.0,11.0
45,45,22,22,11.0,POINT (-90.48668480583908 10.10699086689881),208,0.3677203265982922,208,POINT (-90.85416666666669 10.09375),-90.85416666666669,10.09375,11.0,11.0,11.25
46,46,23,23,11.5,POINT (-90.37244320610449 9.952763179030571),232,0.4970254063023309,232,POINT (-89.89583333333334 10.09375),-89.89583333333334,10.09375,12.0,11.5,11.5
47,47,24,24,12.0,POINT (-90.25820160636991 9.798535491162335),232,0.4673995844368787,232,POINT (-89.89583333333334 10.09375),-89.89583333333334,10.09375,12.0,12.0,11.75
48,48,24,24,12.0,POINT (-90.25820160636991 9.798535491162335),232,0.4673995844368787,232,POINT (-89.89583333333334 10.09375),-89.89583333333334,10.09375,12.0,12.0,12.0
49,49,24,24,12.0,POINT (-90.25820160636991 9.798535491162335),232,0.4673995844368787,232,POINT (-89.89583333333334 10.09375),-89.89583333333334,10.09375,12.0,12.0,12.25
50,50,25,25,12.5,POINT (-90.14396000663533 9.644307803294099),231,0.4747301787214843,231,POINT (-89.89583333333334 9.239583333333332),-89.89583333333334,9.239583333333332,12.0,12.5,12.5
51,51,26,26,13.0,POINT (-90.02971840690074 9.490080115425863),231,0.2840314256607195,231,POINT (-89.89583333333334 9.239583333333332),-89.89583333333334,9.239583333333332,13.0,13.0,12.75
52,52,26,26,13.0,POINT (-90.02971840690074 9.490080115425863),231,0.2840314256607195,231,POINT (-89.89583333333334 9.239583333333332),-89.89583333333334,9.239583333333332,13.0,13.0,13.0
53,53,26,26,13.0,POINT (-90.02971840690074 9.490080115425863),231,0.2840314256607195,231,POINT (-89.89583333333334 9.239583333333332),-89.89583333333334,9.239583333333332,13.0,13.0,13.25
54,54,27,27,13.5,POINT (-89.91547680716614 9.335852427557626),231,0.0982527585718887,231,POINT (-89.89583333333334 9.239583333333332),-89.89583333333334,9.239583333333332,14.0,13.5,13.5
55,55,28,28,14.0,POINT (-89.80123520743156 9.18162473968939),231,0.1109414440203171,231,POINT (-89.89583333333334 9.239583333333332),-89.89583333333334,9.239583333333332,14.0,14.0,13.75
56,56,28,28,14.0,POINT (-89.80123520743156 9.18162473968939),231,0.1109414440203171,231,POINT (-89.89583333333334 9.239583333333332),-89.89583333333334,9.239583333333332,14.0,14.0,14.0
57,57,28,28,14.0,POINT (-89.80123520743156 9.18162473968939),231,0.1109414440203171,231,POINT (-89.89583333333334 9.239583333333332),-89.89583333333334,9.239583333333332,14.0,14.0,14.25
58,58,29,29,14.5,POINT (-89.68699360769698 9.027397051821154),231,0.2977197492035723,231,POINT (-89.89583333333334 9.239583333333332),-89.89583333333334,9.239583333333332,14.0,14.5,14.5
59,59,30,30,15.0,POINT (-89.57275200796238 8.873169363952918),231,0.4885086895445869,231,POINT (-89.89583333333334 9.239583333333332),-89.89583333333334,9.239583333333332,15.0,15.0,14.75
60,60,30,30,15.0,POINT (-89.57275200796238 8.873169363952918),231,0.4885086895445869,231,POINT (-89.89583333333334 9.239583333333332),-89.89583333333334,9.239583333333332,15.0,15.0,15.0
61,61,30,30,15.0,POINT (-89.57275200796238 8.873169363952918),231,0.4885086895445869,231,POINT (-89.89583333333334 9.239583333333332),-89.89583333333334,9.239583333333332,15.0,15.0,15.25
62,62,31,31,15.5,POINT (-89.4585104082278 8.718941676084683),230,0.5499911569563282,230,POINT (-89.89583333333334 8.385416666666666),-89.89583333333334,8.385416666666666,16.0,15.5,15.5
63,63,32,32,16.0,POINT (-89.34426880849321 8.564713988216447),254,0.4445316558782972,254,POINT (-88.93750000000001 8.385416666666666),-88.93750000000001,8.385416666666666,16.0,16.0,15.75
64,64,32,32,16.0,POINT (-89.34426880849321 8.564713988216447),254,0.4445316558782972,254,POINT (-88.93750000000001 8.385416666666666),-88.93750000000001,8.385416666666666,16.0,16.0,16.0
65,65,32,32,16.0,POINT (-89.34426880849321 8.564713988216447),254,0.4445316558782972,254,POINT (-88.93750000000001 8.385416666666666),-88.93750000000001,8.385416666666666,16.0,16.0,16.25
66,66,33,33,16.5,POINT (-89.23002720875863 8.410486300348211),254,0.2935994795585176,254,POINT (-88.93750000000001 8.385416666666666),-88.93750000000001,8.385416666666666,16.0,16.5,16.5
67,67,34,34,17.0,POINT (-89.11578560902404 8.256258612479975),254,0.2201534949674012,254,POINT (-88.93750000000001 8.385416666666666),-88.93750000000001,8.385416666666666,17.0,17.0,16.75
68,68,34,34,17.0,POINT (-89.11578560902404 8.256258612479975),254,0.2201534949674012,254,POINT (-88.93750000000001 8.385416666666666),-88.93750000000001,8.385416666666666,17.0,17.0,17.0
69,69,34,34,17.0,POINT (-89.11578560902404 8.256258612479975),254,0.2201534949674012,254,POINT (-88.93750000000001 8.385416666666666),-88.93750000000001,8.385416666666666,17.0,17.0,17.25
70,70,35,35,17.5,POINT (-89.00154400928945 8.102030924611739),254,0.2905324662165769,254,POINT (-88.93750000000001 8.385416666666666),-88.93750000000001,8.385416666666666,18.0,17.5,17.5
71,71,36,36,18.0,POINT (-88.88730240955486 7.947803236743503),253,0.4195669161504375,253,POINT (-88.93750000000003 7.531250000000001),-88.93750000000003,7.531250000000001,18.0,18.0,17.75
72,72,36,36,18.0,POINT (-88.88730240955486 7.947803236743503),253,0.4195669161504375,253,POINT (-88.93750000000003 7.531250000000001),-88.93750000000003,7.531250000000001,18.0,18.0,18.0
73,73,36,36,18.0,POINT (-88.88730240955486 7.947803236743503),253,0.4195669161504375,253,POINT (-88.93750000000003 7.531250000000001),-88.93750000000003,7.531250000000001,18.0,18.0,18.25
74,74,37,37,18.5,POINT (-88.77306080982028 7.793575548875267),253,0.3096044910198836,253,POINT (-88.93750000000003 7.531250000000001),-88.93750000000003,7.531250000000001,18.0,18.5,18.5
75,75,38,38,19.0,POINT (-88.65881921008568 7.63934786100703),253,0.2989115759243514,253,POINT (-88.93750000000003 7.531250000000001),-88.93750000000003,7.531250000000001,19.0,19.0,18.75
76,76,38,38,19.0,POINT (-88.65881921008568 7.63934786100703),253,0.2989115759243514,253,POINT (-88.93750000000003 7.531250000000001),-88.93750000000003,7.531250000000001,19.0,19.0,19.0
77,77,38,38,19.0,POINT (-88.65881921008568 7.63934786100703),253,0.2989115759243514,253,POINT (-88.93750000000003 7.531250000000001),-88.93750000000003,7.531250000000001,19.0,19.0,19.25
78,78,39,39,19.5,POINT (-88.5445776103511 7.485120173138794),253,0.3956209868215674,253,POINT (-88.93750000000003 7.531250000000001),-88.93750000000003,7.531250000000001,20.0,19.5,19.5
79,79,40,40,20.0,POINT (-88.43033601061651 7.330892485270558),277,0.4936566728291063,277,POINT (-87.97916666666666 7.531250000000001),-87.97916666666666,7.531250000000001,20.0,20.0,19.75
80,80,40,40,20.0,POINT (-88.43033601061651 7.330892485270558),277,0.4936566728291063,277,POINT (-87.97916666666666 7.531250000000001),-87.97916666666666,7.531250000000001,20.0,20.0,20.0
81,81,40,40,20.0,POINT (-88.43033601061651 7.330892485270558),277,0.4936566728291063,277,POINT (-87.97916666666666 7.531250000000001),-87.97916666666666,7.531250000000001,20.0,20.0,20.25
82,82,41,41,20.5,POINT (-88.31609441088193 7.176664797402323),277,0.4891328763467341,277,POINT (-87.97916666666666 7.531250000000001),-87.97916666666666,7.531250000000001,20.0,20.5,20.5
83,83,42,42,21.0,POINT (-88.20185281114735 7.022437109534087),276,0.4109237759971968,276,POINT (-87.97916666666666 6.677083333333334),-87.97916666666666,6.677083333333334,21.0,21.0,20.75
84,84,42,42,21.0,POINT (-88.20185281114735 7.022437109534087),276,0.4109237759971968,276,POINT (-87.97916666666666 6.677083333333334),-87.97916666666666,6.677083333333334,21.0,21.0,21.0
85,85,42,42,21.0,POINT (-88.20185281114735 7.022437109534087),276,0.4109237759971968,276,POINT (-87.97916666666666 6.677083333333334),-87.97916666666666,6.677083333333334,21.0,21.0,21.25
86,86,43,43,21.5,POINT (-88.08761121141275 6.86820942166585),276,0.2197484947081002,276,POINT (-87.97916666666666 6.677083333333334),-87.97916666666666,6.677083333333334,22.0,21.5,21.5
87,87,44,44,22.0,POINT (-87.97336961167817 6.713981733797614),276,0.0373510080635314,276,POINT (-87.97916666666666 6.677083333333334),-87.97916666666666,6.677083333333334,22.0,22.0,21.75
88,88,44,44,22.0,POINT (-87.97336961167817 6.713981733797614),276,0.0373510080635314,276,POINT (-87.97916666666666 6.677083333333334),-87.97916666666666,6.677083333333334,22.0,22.0,22.0
89,89,44,44,22.0,POINT (-87.97336961167817 6.713981733797614),276,0.0373510080635314,276,POINT (-87.97916666666666 6.677083333333334),-87.97916666666666,6.677083333333334,22.0,22.0,22.25
90,90,45,45,22.5,POINT (-87.85912801194358 6.559754045929378),276,0.1678554148976005,276,POINT (-87.97916666666666 6.677083333333334),-87.97916666666666,6.677083333333334,22.0,22.5,22.5
91,91,46,46,23.0,POINT (-87.74488641220898 6.405526358061142),276,0.3586508447609373,276,POINT (-87.97916666666666 6.677083333333334),-87.97916666666666,6.677083333333334,23.0,23.0,22.75
92,92,46,46,23.0,POINT (-87.74488641220898 6.405526358061142),276,0.3586508447609373,276,POINT (-87.97916666666666 6.677083333333334),-87.97916666666666,6.677083333333334,23.0,23.0,23.0
93,93,46,46,23.0,POINT (-87.74488641220898 6.405526358061142),276,0.3586508447609373,276,POINT (-87.97916666666666 6.677083333333334),-87.97916666666666,6.677083333333334,23.0,23.0,23.25
94,94,47,47,23.5,POINT (-87.6306448124744 6.251298670192906),276,0.5502363694042918,276,POINT (-87.97916666666666 6.677083333333334),-87.97916666666666,6.677083333333334,24.0,23.5,23.5
95,95,48,48,24.0,POINT (-87.51640321273982 6.09707098232467),275,0.5378760108837422,275,POINT (-87.97916666666666 5.822916666666665),-87.97916666666666,5.822916666666665,24.0,24.0,23.75
96,96,48,48,24.0,POINT (-87.51640321273982 6.09707098232467),275,0.5378760108837422,275,POINT (-87.97916666666666 5.822916666666665),-87.97916666666666,5.822916666666665,24.0,24.0,24.0
97,97,48,48,24.0,POINT (-87.51640321273982 6.09707098232467),275,0.5378760108837422,275,POINT (-87.97916666666666 5.822916666666665),-87.97916666666666,5.822916666666665,24.0,24.0,24.25
98,98,49,49,24.5,POINT (-87.40216161300523 5.942843294456434),299,0.3997419829471876,299,POINT (-87.02083333333334 5.822916666666665),-87.02083333333334,5.822916666666665,24.0,24.5,24.5
99,99,50,50,25.0,POINT (-87.28792001327065 5.788615606588198),299,0.2692802579515256,299,POINT (-87.02083333333334 5.822916666666665),-87.02083333333334,5.822916666666665,25.0,25.0,24.75
100,100,50,50,25.0,POINT (-87.28792001327065 5.788615606588198),299,0.2692802579515256,299,POINT (-87.02083333333334 5.822916666666665),-87.02083333333334,5.822916666666665,25.0,25.0,25.0
101,101,50,50,25.0,POINT (-87.28792001327065 5.788615606588198),299,0.2692802579515256,299,POINT (-87.02083333333334 5.822916666666665),-87.02083333333334,5.822916666666665,25.0,25.0,25.25
102,102,51,51,25.5,POINT (-87.17367841353605 5.634387918719962),299,0.2427029199340715,299,POINT (-87.02083333333334 5.822916666666665),-87.02083333333334,5.822916666666665,26.0,25.5,25.5
103,103,52,52,26.0,POINT (-87.05943681380147 5.480160230851727),299,0.3449234741168147,299,POINT (-87.02083333333334 5.822916666666665),-87.02083333333334,5.822916666666665,26.0,26.0,25.75
104,104,52,52,26.0,POINT (-87.05943681380147 5.480160230851727),299,0.3449234741168147,299,POINT (-87.02083333333334 5.822916666666665),-87.02083333333334,5.822916666666665,26.0,26.0,26.0
105,105,52,52,26.0,POINT (-87.05943681380147 5.480160230851727),299,0.3449234741168147,299,POINT (-87.02083333333334 5.822916666666665),-87.02083333333334,5.822916666666665,26.0,26.0,26.25
106,106,53,53,26.5,POINT (-86.94519521406689 5.325932542983489),298,0.3651034019265222,298,POINT (-87.02083333333334 4.968749999999999),-87.02083333333334,4.968749999999999,26.0,26.5,26.5
107,107,54,54,27.0,POINT (-86.83095361433229 5.171704855115253),298,0.2779298129074562,298,POINT (-87.02083333333334 4.968749999999999),-87.02083333333334,4.968749999999999,27.0,27.0,26.75
108,108,54,54,27.0,POINT (-86.83095361433229 5.171704855115253),298,0.2779298129074562,298,POINT (-87.02083333333334 4.968749999999999),-87.02083333333334,4.968749999999999,27.0,27.0,27.0
109,109,54,54,27.0,POINT (-86.83095361433229 5.171704855115253),298,0.2779298129074562,298,POINT (-87.02083333333334 4.968749999999999),-87.02083333333334,4.968749999999999,27.0,27.0,27.25
110,110,55,55,27.5,POINT (-86.7167120145977 5.017477167247018),298,0.3080001839892682,298,POINT (-87.02083333333334 4.968749999999999),-87.02083333333334,4.968749999999999,28.0,27.5,27.5
111,111,56,56,28.0,POINT (-86.60247041486312 4.863249479378782),298,0.4314601851877762,298,POINT (-87.02083333333334 4.968749999999999),-87.02083333333334,4.968749999999999,28.0,28.0,27.75
112,112,56,56,28.0,POINT (-86.60247041486312 4.863249479378782),298,0.4314601851877762,298,POINT (-87.02083333333334 4.968749999999999),-87.02083333333334,4.968749999999999,28.0,28.0,28.0
113,113,56,56,28.0,POINT (-86.60247041486312 4.863249479378782),298,0.4314601851877762,298,POINT (-87.02083333333334 4.968749999999999),-87.02083333333334,4.968749999999999,28.0,28.0,28.25
114,114,57,57,28.5,POINT (-86.48822881512854 4.709021791510546),322,0.4987020817240253,322,POINT (-86.06250000000001 4.968749999999999),-86.06250000000001,4.968749999999999,28.0,28.5,28.5
115,115,58,58,29.0,POINT (-86.37398721539395 4.55479410364231),322,0.5180576893389073,322,POINT (-86.06250000000001 4.968749999999999),-86.06250000000001,4.968749999999999,29.0,29.0,28.75
116,116,58,58,29.0,POINT (-86.37398721539395 4.55479410364231),322,0.5180576893389073,322,POINT (-86.06250000000001 4.968749999999999),-86.06250000000001,4.968749999999999,29.0,29.0,29.0
117,117,58,58,29.0,POINT (-86.37398721539395 4.55479410364231),322,0.5180576893389073,322,POINT (-86.06250000000001 4.968749999999999),-86.06250000000001,4.968749999999999,29.0,29.0,29.25
118,118,59,59,29.5,POINT (-86.25974561565936 4.400566415774074),321,0.3474077666649664,321,POINT (-86.06250000000001 4.114583333333334),-86.06250000000001,4.114583333333334,30.0,29.5,29.5
119,119,60,60,30.0,POINT (-86.14550401592477 4.246338727905837),321,0.1557213879291899,321,POINT (-86.06250000000001 4.114583333333334),-86.06250000000001,4.114583333333334,30.0,30.0,29.75
120,120,60,60,30.0,POINT (-86.14550401592477 4.246338727905837),321,0.1557213879291899,321,POINT (-86.06250000000001 4.114583333333334),-86.06250000000001,4.114583333333334,30.0,30.0,30.0
121,121,60,60,30.0,POINT (-86.14550401592477 4.246338727905837),321,0.1557213879291899,321,POINT (-86.06250000000001 4.114583333333334),-86.06250000000001,4.114583333333334,30.0,30.0,30.25
122,122,61,61,30.5,POINT (-86.03126241619019 4.092111040037601),321,0.038481042192817,321,POINT (-86.06250000000001 4.114583333333334),-86.06250000000001,4.114583333333334,30.0,30.5,30.5
123,123,62,62,31.0,POINT (-85.91702081645559 3.937883352169365),321,0.2288822321371826,321,POINT (-86.06250000000001 4.114583333333334),-86.06250000000001,4.114583333333334,31.0,31.0,30.75
124,124,62,62,31.0,POINT (-85.91702081645559 3.937883352169365),321,0.2288822321371826,321,POINT (-86.06250000000001 4.114583333333334),-86.06250000000001,4.114583333333334,31.0,31.0,31.0
125,125,62,62,31.0,POINT (-85.91702081645559 3.937883352169365),321,0.2288822321371826,321,POINT (-86.06250000000001 4.114583333333334),-86.06250000000001,4.114583333333334,31.0,31.0,31.25
126,126,63,63,31.5,POINT (-85.80277921672101 3.783655664301129),321,0.4206756558182915,321,POINT (-86.06250000000001 4.114583333333334),-86.06250000000001,4.114583333333334,32.0,31.5,31.5
127,127,64,64,32.0,POINT (-85.68853761698642 3.629427976432893),320,0.5253734011582424,320,POINT (-86.0625 3.260416666666667),-86.0625,3.2604166666666665,32.0,32.0,31.75
128,128,64,64,32.0,POINT (-85.68853761698642 3.629427976432893),320,0.5253734011582424,320,POINT (-86.0625 3.260416666666667),-86.0625,3.2604166666666665,32.0,32.0,32.0
129,129,64,64,32.0,POINT (-85.68853761698642 3.629427976432893),320,0.5253734011582424,320,POINT (-86.0625 3.260416666666667),-86.0625,3.2604166666666665,32.0,32.0,32.25
130,130,65,65,32.5,POINT (-85.57429601725184 3.475200288564658),344,0.5168690458106879,344,POINT (-85.10416666666667 3.260416666666667),-85.10416666666667,3.2604166666666665,32.0,32.5,32.5
131,131,66,66,33.0,POINT (-85.46005441751726 3.320972600696422),344,0.361002925683025,344,POINT (-85.10416666666667 3.260416666666667),-85.10416666666667,3.2604166666666665,33.0,33.0,32.75
132,132,66,66,33.0,POINT (-85.46005441751726 3.320972600696422),344,0.361002925683025,344,POINT (-85.10416666666667 3.260416666666667),-85.10416666666667,3.2604166666666665,33.0,33.0,33.0
133,133,66,66,33.0,POINT (-85.46005441751726 3.320972600696422),344,0.361002925683025,344,POINT (-85.10416666666667 3.260416666666667),-85.10416666666667,3.2604166666666665,33.0,33.0,33.25
134,134,67,67,33.5,POINT (-85.34581281778266 3.166744912828186),344,0.259166471242611,344,POINT (-85.10416666666667 3.260416666666667),-85.10416666666667,3.2604166666666665,34.0,33.5,33.5
135,135,68,68,34.0,POINT (-85.23157121804807 3.01251722495995),344,0.2787221787213896,344,POINT (-85.10416666666667 3.260416666666667),-85.10416666666667,3.2604166666666665,34.0,34.0,33.75
136,136,68,68,34.0,POINT (-85.23157121804807 3.01251722495995),344,0.2787221787213896,344,POINT (-85.10416666666667 3.260416666666667),-85.10416666666667,3.2604166666666665,34.0,34.0,34.0
137,137,68,68,34.0,POINT (-85.23157121804807 3.01251722495995),344,0.2787221787213896,344,POINT (-85.10416666666667 3.260416666666667),-85.10416666666667,3.2604166666666665,34.0,34.0,34.25
138,138,69,69,34.5,POINT (-85.11732961831349 2.858289537091713),344,0.4023425053809855,344,POINT (-85.10416666666667 3.260416666666667),-85.10416666666667,3.2604166666666665,34.0,34.5,34.5
139,139,70,70,35.0,POINT (-85.00308801857889 2.704061849223477),343,0.3144976798597416,343,POINT (-85.10416666666667 2.406249999999999),-85.10416666666667,2.4062499999999987,35.0,35.0,34.75
140,140,70,70,35.0,POINT (-85.00308801857889 2.704061849223477),343,0.3144976798597416,343,POINT (-85.10416666666667 2.406249999999999),-85.10416666666667,2.4062499999999987,35.0,35.0,35.0
141,141,70,70,35.0,POINT (-85.00308801857889 2.704061849223477),343,0.3144976798597416,343,POINT (-85.10416666666667 2.406249999999999),-85.10416666666667,2.4062499999999987,35.0,35.0,35.25
142,142,71,71,35.5,POINT (-84.88884641884431 2.549834161355241),343,0.2588034399198967,343,POINT (-85.10416666666667 2.406249999999999),-85.10416666666667,2.4062499999999987,36.0,35.5,35.5
143,143,72,72,36.0,POINT (-84.77460481910973 2.395606473487005),343,0.3297336743824934,343,POINT (-85.10416666666667 2.406249999999999),-85.10416666666667,2.4062499999999987,36.0,36.0,35.75
144,144,72,72,36.0,POINT (-84.77460481910973 2.395606473487005),343,0.3297336743824934,343,POINT (-85.10416666666667 2.406249999999999),-85.10416666666667,2.4062499999999987,36.0,36.0,36.0
145,145,72,72,36.0,POINT (-84.77460481910973 2.395606473487005),343,0.3297336743824934,343,POINT (-85.10416666666667 2.406249999999999),-85.10416666666667,2.4062499999999987,36.0,36.0,36.25
