,Unnamed: 0_x,Time,Longitude,Latitude,ids,Unnamed: 0_y,cloud_ceilings,Altitude,sensor1,sensor2,velocity,stationtime,altitude
38,38,9.5,-79.625,13.375,4013,4013,477.0077667236326,177.01,0.0,45,0,3.5,0.0
39,39,9.75,-79.625,13.375,4013,4013,477.0077667236326,177.01,0.0,45,0,3.5,0.0
40,40,10.0,-79.625,13.375,4013,4013,477.0077667236326,177.01,0.0,45,0,3.5,0.0
41,41,10.25,-79.625,13.375,4013,4013,477.0077667236326,177.01,0.0,45,0,3.5,0.0
42,42,10.5,-79.625,13.375,4013,4013,477.0077667236326,177.01,0.0,45,0,3.5,0.0
43,43,10.75,-79.625,13.375,4013,4013,477.0077667236326,177.01,0.0,45,0,3.5,0.0
44,44,11.0,-79.625,13.375,4013,4013,477.0077667236326,177.01,0.0,45,0,3.5,0.0
45,45,11.25,-79.625,13.375,4013,4013,477.0077667236326,177.01,0.0,45,0,3.5,0.0
46,46,11.5,-79.625,13.375,4013,4013,477.0077667236326,177.01,0.0,45,0,3.5,0.0
47,47,11.75,-79.625,13.375,4013,4013,477.0077667236326,177.01,0.0,45,0,3.5,0.0
48,48,12.0,-79.625,13.375,4013,4013,477.0077667236326,177.01,0.0,45,111,3.5,0.0
49,49,12.25,-79.625,13.625,4014,4014,3105.4078292846307,2805.41,0.0,45,0,3.5,0.0
50,50,12.5,-79.625,13.625,4014,4014,3105.4078292846307,2805.41,0.0,45,0,3.5,0.0
51,51,12.75,-79.625,13.625,4014,4014,3105.4078292846307,2805.41,0.0,45,108,3.5,0.0
52,52,13.0,-79.375,13.625,4086,4086,491.3077697753906,191.31,0.0,45,0,3.5,0.0
53,53,13.25,-79.375,13.625,4086,4086,491.3077697753906,191.31,0.0,45,0,3.5,0.0
54,54,13.5,-79.375,13.625,4086,4086,491.3077697753906,191.31,0.0,45,0,3.5,0.0
55,55,13.75,-79.375,13.625,4086,4086,491.3077697753906,191.31,0.0,45,0,3.5,0.0
56,56,14.0,-79.375,13.625,4086,4086,491.3077697753906,191.31,0.0,45,0,3.5,0.0
57,57,14.25,-79.375,13.625,4086,4086,491.3077697753906,191.31,0.0,45,0,3.5,0.0
58,58,14.5,-79.375,13.625,4086,4086,491.3077697753906,191.31,0.0,45,0,3.5,0.0
59,59,14.75,-79.375,13.625,4086,4086,491.3077697753906,191.31,0.0,45,0,3.5,0.0
60,60,15.0,-79.375,13.625,4086,4086,491.3077697753906,191.31,0.0,45,0,3.5,0.0
61,61,15.25,-79.375,13.625,4086,4086,491.3077697753906,191.31,0.0,45,0,3.5,0.0
62,62,15.5,-79.375,13.625,4086,4086,491.3077697753906,191.31,0.0,45,111,3.5,0.0
63,63,15.75,-79.375,13.875,4087,4087,527.2077636718745,227.21000000000004,0.0,45,0,3.5,0.0
64,64,16.0,-79.375,13.875,4087,4087,527.2077636718745,227.21000000000004,0.0,45,0,3.5,0.0
65,65,16.25,-79.375,13.875,4087,4087,527.2077636718745,227.21000000000004,0.0,45,107,3.5,0.0
66,66,16.5,-79.125,13.875,4159,4159,2951.6077270507462,2651.61,0.0,45,0,3.5,0.0
67,67,16.75,-79.125,13.875,4159,4159,2951.6077270507462,2651.61,0.0,45,0,3.5,0.0
68,68,17.0,-79.125,13.875,4159,4159,2951.6077270507462,2651.61,0.0,45,0,3.5,0.0
69,69,17.25,-79.125,13.875,4159,4159,2951.6077270507462,2651.61,0.0,45,0,3.5,0.0
70,70,17.5,-79.125,13.875,4159,4159,2951.6077270507462,2651.61,0.0,45,0,3.5,0.0
71,71,17.75,-79.125,13.875,4159,4159,2951.6077270507462,2651.61,0.0,45,0,3.5,0.0
72,72,18.0,-79.125,13.875,4159,4159,2951.6077270507462,2651.61,0.0,45,0,3.5,0.0
73,73,18.25,-79.125,13.875,4159,4159,2951.6077270507462,2651.61,0.0,45,0,3.5,0.0
74,74,18.5,-79.125,13.875,4159,4159,2951.6077270507462,2651.61,0.0,45,0,3.5,0.0
75,75,18.75,-79.125,13.875,4159,4159,2951.6077270507462,2651.61,0.0,45,0,3.5,0.0
76,76,19.0,-79.125,13.875,4159,4159,2951.6077270507462,2651.61,0.0,45,111,3.5,0.0
77,77,19.25,-79.125,14.125,4160,4160,7900.3078460693,7600.31,0.0,45,0,3.5,0.0
78,78,19.5,-79.125,14.125,4160,4160,7900.3078460693,7600.31,0.0,45,107,3.5,0.0
79,79,19.75,-78.875,14.125,4232,4232,7725.307647705045,7425.31,0.0,45,0,3.5,0.0
80,80,20.0,-78.875,14.125,4232,4232,7725.307647705045,7425.31,0.0,45,0,3.5,0.0
81,81,20.25,-78.875,14.125,4232,4232,7725.307647705045,7425.31,0.0,45,0,3.5,0.0
82,82,20.5,-78.875,14.125,4232,4232,7725.307647705045,7425.31,0.0,45,0,3.5,0.0
83,83,20.75,-78.875,14.125,4232,4232,7725.307647705045,7425.31,0.0,45,0,3.5,0.0
84,84,21.0,-78.875,14.125,4232,4232,7725.307647705045,7425.31,0.0,45,0,3.5,0.0
85,85,21.25,-78.875,14.125,4232,4232,7725.307647705045,7425.31,0.0,45,0,3.5,0.0
86,86,21.5,-78.875,14.125,4232,4232,7725.307647705045,7425.31,0.0,45,0,3.5,0.0
87,87,21.75,-78.875,14.125,4232,4232,7725.307647705045,7425.31,0.0,45,0,3.5,0.0
88,88,22.0,-78.875,14.125,4232,4232,7725.307647705045,7425.31,0.0,45,0,3.5,0.0
89,89,22.25,-78.875,14.125,4232,4232,7725.307647705045,7425.31,0.0,45,0,3.5,0.0
90,90,22.5,-78.875,14.125,4232,4232,7725.307647705045,7425.31,0.0,45,0,3.5,0.0
91,91,22.75,-78.875,14.125,4232,4232,7725.307647705045,7425.31,0.0,45,111,3.75,0.0
92,92,23.0,-78.875,13.875,4231,4231,2958.8077239989884,2658.81,0.0,45,107,3.5,0.0
93,93,23.25,-79.125,13.875,4159,4159,2951.6077270507462,2651.61,0.0,45,111,3.25,0.0
94,94,23.5,-79.125,13.625,4158,4158,1692.907829284685,1392.91,0.0,45,0,3.0,0.0
95,95,23.75,-79.125,13.625,4158,4158,1692.907829284685,1392.91,0.0,45,111,2.75,0.0
96,96,24.0,-79.125,13.375,4157,4157,7976.507728576732,7676.51,0.0,45,111,2.5,0.0
97,97,24.25,-79.125,13.125,4156,4156,16529.30749511724,13700.0,266.9574947440135,45,108,2.25,13700.0
98,98,24.5,-79.375,13.125,4084,4084,8875.407676696857,8575.41,211.2074733223235,45,111,2.0,8575.41
99,99,24.75,-79.375,12.875,4083,4083,13330.607666015609,13030.61,260.35397206726077,45,0,1.75,13030.61
100,100,25.0,-79.375,12.875,4083,4083,13330.607666015609,13030.61,260.35397206726077,45,111,1.5,13030.61
101,101,25.25,-79.375,12.625,4082,4082,16097.007568359431,13700.0,266.9574947440135,45,111,1.25,13700.0
102,102,25.5,-79.375,12.375,4081,4081,15211.107513427669,13700.0,266.9574947440135,45,111,1.0,13700.0
103,103,25.75,-79.375,12.625,4082,4082,16097.007568359431,13700.0,0.0,45,108,0.75,0.0
104,104,26.0,-79.625,12.625,4010,4010,11219.807655334596,10919.81,0.0,45,0,0.5,0.0
105,105,26.25,-79.625,12.625,4010,4010,11219.807655334596,10919.81,0.0,45,0,0.25,0.0
106,106,26.5,-79.625,12.625,4010,4010,11219.807655334596,10919.81,0.0,45,0,0.0,0.0
107,107,26.75,-79.625,12.625,4010,4010,11219.807655334596,10919.81,0.0,45,0,3.5,0.0
108,108,27.0,-79.625,12.625,4010,4010,11219.807655334596,10919.81,0.0,45,0,3.5,0.0
109,109,27.25,-79.625,12.625,4010,4010,11219.807655334596,10919.81,0.0,45,0,3.5,0.0
110,110,27.5,-79.625,12.625,4010,4010,11219.807655334596,10919.81,0.0,45,0,3.5,0.0
111,111,27.75,-79.625,12.625,4010,4010,11219.807655334596,10919.81,0.0,45,0,3.5,0.0
112,112,28.0,-79.625,12.625,4010,4010,11219.807655334596,10919.81,0.0,45,0,3.5,0.0
113,113,28.25,-79.625,12.625,4010,4010,11219.807655334596,10919.81,0.0,45,0,3.5,0.0
114,114,28.5,-79.625,12.625,4010,4010,11219.807655334596,10919.81,0.0,45,0,3.5,0.0
115,115,28.75,-79.625,12.625,4010,4010,11219.807655334596,10919.81,0.0,45,0,3.5,0.0
116,116,29.0,-79.625,12.625,4010,4010,11219.807655334596,10919.81,0.0,45,0,3.5,0.0
117,117,29.25,-79.625,12.625,4010,4010,11219.807655334596,10919.81,0.0,45,0,3.5,0.0
118,118,29.5,-79.625,12.625,4010,4010,11219.807655334596,10919.81,0.0,45,0,3.5,0.0
119,119,29.75,-79.625,12.625,4010,4010,11219.807655334596,10919.81,0.0,45,0,3.5,0.0
120,120,30.0,-79.625,12.625,4010,4010,11219.807655334596,10919.81,0.0,45,0,3.5,0.0
121,121,30.25,-79.625,12.625,4010,4010,11219.807655334596,10919.81,0.0,45,0,3.5,0.0
122,122,30.5,-79.625,12.625,4010,4010,11219.807655334596,10919.81,0.0,45,0,3.5,0.0
123,123,30.75,-79.625,12.625,4010,4010,11219.807655334596,10919.81,0.0,45,0,3.5,0.0
124,124,31.0,-79.625,12.625,4010,4010,11219.807655334596,10919.81,0.0,45,0,3.5,0.0
125,125,31.25,-79.625,12.625,4010,4010,11219.807655334596,10919.81,0.0,45,0,3.5,0.0
126,126,31.5,-79.625,12.625,4010,4010,11219.807655334596,10919.81,0.0,45,0,3.5,0.0
127,127,31.75,-79.625,12.625,4010,4010,11219.807655334596,10919.81,0.0,45,0,3.5,0.0
128,128,32.0,-79.625,12.625,4010,4010,11219.807655334596,10919.81,0.0,45,0,3.5,0.0
129,129,32.25,-79.625,12.625,4010,4010,11219.807655334596,10919.81,0.0,45,0,3.5,0.0
130,130,32.5,-79.625,12.625,4010,4010,11219.807655334596,10919.81,0.0,45,108,3.5,0.0
131,131,32.75,-79.375,12.625,4082,4082,16097.007568359431,13700.0,0.0,45,0,3.5,0.0
132,132,33.0,-79.375,12.625,4082,4082,16097.007568359431,13700.0,0.0,45,0,3.5,0.0
133,133,33.25,-79.375,12.625,4082,4082,16097.007568359431,13700.0,0.0,45,0,3.5,0.0
134,134,33.5,-79.375,12.625,4082,4082,16097.007568359431,13700.0,0.0,45,0,3.5,0.0
135,135,33.75,-79.375,12.625,4082,4082,16097.007568359431,13700.0,0.0,45,0,3.5,0.0
136,136,34.0,-79.375,12.625,4082,4082,16097.007568359431,13700.0,0.0,45,0,3.5,0.0
137,137,34.25,-79.375,12.625,4082,4082,16097.007568359431,13700.0,0.0,45,0,3.5,0.0
138,138,34.5,-79.375,12.625,4082,4082,16097.007568359431,13700.0,0.0,45,0,3.5,0.0
139,139,34.75,-79.375,12.625,4082,4082,16097.007568359431,13700.0,0.0,45,0,3.5,0.0
140,140,35.0,-79.375,12.625,4082,4082,16097.007568359431,13700.0,0.0,45,0,3.5,0.0
141,141,35.25,-79.375,12.625,4082,4082,16097.007568359431,13700.0,0.0,45,0,3.5,0.0
142,142,35.5,-79.375,12.625,4082,4082,16097.007568359431,13700.0,0.0,45,0,3.5,0.0
143,143,35.75,-79.375,12.625,4082,4082,16097.007568359431,13700.0,0.0,45,108,3.5,0.0
144,144,36.0,-79.125,12.625,4154,4154,16095.50756835932,13700.0,0.0,45,0,3.5,0.0
145,145,36.25,-79.125,12.625,4154,4154,16095.50756835932,13700.0,0.0,45,0,3.5,0.0
146,146,36.5,-79.125,12.625,4154,4154,16095.50756835932,13700.0,0.0,45,0,3.5,0.0
147,147,36.75,-79.125,12.625,4154,4154,16095.50756835932,13700.0,0.0,45,0,3.5,0.0
148,148,37.0,-79.125,12.625,4154,4154,16095.50756835932,13700.0,0.0,45,0,3.5,0.0
149,149,37.25,-79.125,12.625,4154,4154,16095.50756835932,13700.0,0.0,45,0,3.5,0.0
150,150,37.5,-79.125,12.625,4154,4154,16095.50756835932,13700.0,0.0,45,0,3.5,0.0
151,151,37.75,-79.125,12.625,4154,4154,16095.50756835932,13700.0,0.0,45,0,3.5,0.0
152,152,38.0,-79.125,12.625,4154,4154,16095.50756835932,13700.0,0.0,45,0,3.5,0.0
153,153,38.25,-79.125,12.625,4154,4154,16095.50756835932,13700.0,0.0,45,0,3.5,0.0
154,154,38.5,-79.125,12.625,4154,4154,16095.50756835932,13700.0,0.0,45,0,3.5,0.0
155,155,38.75,-79.125,12.625,4154,4154,16095.50756835932,13700.0,0.0,45,0,3.5,0.0
156,156,39.0,-79.125,12.625,4154,4154,16095.50756835932,13700.0,0.0,45,0,3.5,0.0
157,157,39.25,-79.125,12.625,4154,4154,16095.50756835932,13700.0,0.0,45,108,3.5,0.0
158,158,39.5,-78.875,12.625,4226,4226,11206.107650756712,10906.11,0.0,45,0,3.5,0.0
159,159,39.75,-78.875,12.625,4226,4226,11206.107650756712,10906.11,0.0,45,0,3.5,0.0
160,160,40.0,-78.875,12.625,4226,4226,11206.107650756712,10906.11,0.0,45,0,3.5,0.0
161,161,40.25,-78.875,12.625,4226,4226,11206.107650756712,10906.11,0.0,45,0,3.5,0.0
162,162,40.5,-78.875,12.625,4226,4226,11206.107650756712,10906.11,0.0,45,0,3.5,0.0
163,163,40.75,-78.875,12.625,4226,4226,11206.107650756712,10906.11,0.0,45,0,3.5,0.0
164,164,41.0,-78.875,12.625,4226,4226,11206.107650756712,10906.11,0.0,45,0,3.5,0.0
165,165,41.25,-78.875,12.625,4226,4226,11206.107650756712,10906.11,0.0,45,0,3.5,0.0
166,166,41.5,-78.875,12.625,4226,4226,11206.107650756712,10906.11,0.0,45,0,3.5,0.0
167,167,41.75,-78.875,12.625,4226,4226,11206.107650756712,10906.11,0.0,45,0,3.5,0.0
168,168,42.0,-78.875,12.625,4226,4226,11206.107650756712,10906.11,0.0,45,0,3.5,0.0
169,169,42.25,-78.875,12.625,4226,4226,11206.107650756712,10906.11,0.0,45,0,3.5,0.0
170,170,42.5,-78.875,12.625,4226,4226,11206.107650756712,10906.11,0.0,45,108,3.5,0.0
171,171,42.75,-78.625,12.625,4298,4298,10221.307586669784,9921.31,0.0,45,0,3.5,0.0
172,172,43.0,-78.625,12.625,4298,4298,10221.307586669784,9921.31,0.0,45,0,3.5,0.0
173,173,43.25,-78.625,12.625,4298,4298,10221.307586669784,9921.31,0.0,45,0,3.5,0.0
174,174,43.5,-78.625,12.625,4298,4298,10221.307586669784,9921.31,0.0,45,0,3.5,0.0
175,175,43.75,-78.625,12.625,4298,4298,10221.307586669784,9921.31,0.0,45,0,3.5,0.0
176,176,44.0,-78.625,12.625,4298,4298,10221.307586669784,9921.31,0.0,45,0,3.5,0.0
177,177,44.25,-78.625,12.625,4298,4298,10221.307586669784,9921.31,0.0,45,0,3.5,0.0
178,178,44.5,-78.625,12.625,4298,4298,10221.307586669784,9921.31,0.0,45,0,3.5,0.0
179,179,44.75,-78.625,12.625,4298,4298,10221.307586669784,9921.31,0.0,45,0,3.5,0.0
180,180,45.0,-78.625,12.625,4298,4298,10221.307586669784,9921.31,0.0,45,0,3.5,0.0
181,181,45.25,-78.625,12.625,4298,4298,10221.307586669784,9921.31,0.0,45,0,3.5,0.0
182,182,45.5,-78.625,12.625,4298,4298,10221.307586669784,9921.31,0.0,45,0,3.5,0.0
183,183,45.75,-78.625,12.625,4298,4298,10221.307586669784,9921.31,0.0,45,0,3.5,0.0
184,184,46.0,-78.625,12.625,4298,4298,10221.307586669784,9921.31,0.0,45,108,3.5,0.0
185,185,46.25,-78.375,12.625,4370,4370,13435.107650756743,13135.11,0.0,45,0,3.5,0.0
186,186,46.5,-78.375,12.625,4370,4370,13435.107650756743,13135.11,0.0,45,0,3.5,0.0
187,187,46.75,-78.375,12.625,4370,4370,13435.107650756743,13135.11,0.0,45,0,3.5,0.0
188,188,47.0,-78.375,12.625,4370,4370,13435.107650756743,13135.11,0.0,45,0,3.5,0.0
189,189,47.25,-78.375,12.625,4370,4370,13435.107650756743,13135.11,0.0,45,0,3.5,0.0
190,190,47.5,-78.375,12.625,4370,4370,13435.107650756743,13135.11,0.0,45,0,3.5,0.0
191,191,47.75,-78.375,12.625,4370,4370,13435.107650756743,13135.11,0.0,45,0,3.5,0.0
192,192,48.0,-78.375,12.625,4370,4370,13435.107650756743,13135.11,0.0,45,0,3.5,0.0
193,193,48.25,-78.375,12.625,4370,4370,13435.107650756743,13135.11,0.0,45,0,3.5,0.0
194,194,48.5,-78.375,12.625,4370,4370,13435.107650756743,13135.11,0.0,45,0,3.5,0.0
195,195,48.75,-78.375,12.625,4370,4370,13435.107650756743,13135.11,0.0,45,0,3.5,0.0
196,196,49.0,-78.375,12.625,4370,4370,13435.107650756743,13135.11,0.0,45,0,3.5,0.0
197,197,49.25,-78.375,12.625,4370,4370,13435.107650756743,13135.11,0.0,45,108,3.5,0.0
198,198,49.5,-78.125,12.625,4442,4442,12140.507797241136,11840.51,0.0,45,0,3.5,0.0
199,199,49.75,-78.125,12.625,4442,4442,12140.507797241136,11840.51,0.0,45,0,3.5,0.0
200,200,50.0,-78.125,12.625,4442,4442,12140.507797241136,11840.51,0.0,45,0,3.5,0.0
201,201,50.25,-78.125,12.625,4442,4442,12140.507797241136,11840.51,0.0,45,0,3.5,0.0
202,202,50.5,-78.125,12.625,4442,4442,12140.507797241136,11840.51,0.0,45,0,3.5,0.0
203,203,50.75,-78.125,12.625,4442,4442,12140.507797241136,11840.51,0.0,45,0,3.5,0.0
204,204,51.0,-78.125,12.625,4442,4442,12140.507797241136,11840.51,0.0,45,0,3.5,0.0
205,205,51.25,-78.125,12.625,4442,4442,12140.507797241136,11840.51,0.0,45,0,3.5,0.0
206,206,51.5,-78.125,12.625,4442,4442,12140.507797241136,11840.51,0.0,45,0,3.5,0.0
207,207,51.75,-78.125,12.625,4442,4442,12140.507797241136,11840.51,0.0,45,0,3.5,0.0
208,208,52.0,-78.125,12.625,4442,4442,12140.507797241136,11840.51,0.0,45,0,3.5,0.0
209,209,52.25,-78.125,12.625,4442,4442,12140.507797241136,11840.51,0.0,45,0,3.5,0.0
210,210,52.5,-78.125,12.625,4442,4442,12140.507797241136,11840.51,0.0,45,0,3.5,0.0
211,211,52.75,-78.125,12.625,4442,4442,12140.507797241136,11840.51,0.0,45,108,3.5,0.0
212,212,53.0,-77.875,12.625,4514,4514,5285.507781982388,4985.51,0.0,45,0,3.5,0.0
213,213,53.25,-77.875,12.625,4514,4514,5285.507781982388,4985.51,0.0,45,0,3.5,0.0
214,214,53.5,-77.875,12.625,4514,4514,5285.507781982388,4985.51,0.0,45,0,3.5,0.0
215,215,53.75,-77.875,12.625,4514,4514,5285.507781982388,4985.51,0.0,45,0,3.5,0.0
216,216,54.0,-77.875,12.625,4514,4514,5285.507781982388,4985.51,0.0,45,0,3.5,0.0
217,217,54.25,-77.875,12.625,4514,4514,5285.507781982388,4985.51,0.0,45,0,3.5,0.0
218,218,54.5,-77.875,12.625,4514,4514,5285.507781982388,4985.51,0.0,45,0,3.5,0.0
219,219,54.75,-77.875,12.625,4514,4514,5285.507781982388,4985.51,0.0,45,0,3.5,0.0
220,220,55.0,-77.875,12.625,4514,4514,5285.507781982388,4985.51,0.0,45,0,3.5,0.0
221,221,55.25,-77.875,12.625,4514,4514,5285.507781982388,4985.51,0.0,45,0,3.5,0.0
222,222,55.5,-77.875,12.625,4514,4514,5285.507781982388,4985.51,0.0,45,0,3.5,0.0
223,223,55.75,-77.875,12.625,4514,4514,5285.507781982388,4985.51,0.0,45,0,3.5,0.0
224,224,56.0,-77.875,12.625,4514,4514,5285.507781982388,4985.51,0.0,45,0,3.5,0.0
225,225,56.25,-77.875,12.625,4514,4514,5285.507781982388,4985.51,0.0,45,108,3.5,0.0
226,226,56.5,-77.625,12.625,4586,4586,5595.30783081062,5295.31,0.0,45,0,3.5,0.0
227,227,56.75,-77.625,12.625,4586,4586,5595.30783081062,5295.31,0.0,45,0,3.5,0.0
228,228,57.0,-77.625,12.625,4586,4586,5595.30783081062,5295.31,0.0,45,0,3.5,0.0
229,229,57.25,-77.625,12.625,4586,4586,5595.30783081062,5295.31,0.0,45,0,3.5,0.0
230,230,57.5,-77.625,12.625,4586,4586,5595.30783081062,5295.31,0.0,45,0,3.5,0.0
231,231,57.75,-77.625,12.625,4586,4586,5595.30783081062,5295.31,0.0,45,0,3.5,0.0
232,232,58.0,-77.625,12.625,4586,4586,5595.30783081062,5295.31,0.0,45,0,3.5,0.0
233,233,58.25,-77.625,12.625,4586,4586,5595.30783081062,5295.31,0.0,45,0,3.5,0.0
234,234,58.5,-77.625,12.625,4586,4586,5595.30783081062,5295.31,0.0,45,0,3.5,0.0
235,235,58.75,-77.625,12.625,4586,4586,5595.30783081062,5295.31,0.0,45,0,3.5,0.0
236,236,59.0,-77.625,12.625,4586,4586,5595.30783081062,5295.31,0.0,45,0,3.5,0.0
237,237,59.25,-77.625,12.625,4586,4586,5595.30783081062,5295.31,0.0,45,0,3.5,0.0
238,238,59.5,-77.625,12.625,4586,4586,5595.30783081062,5295.31,0.0,45,108,3.5,0.0
239,239,59.75,-77.375,12.625,4658,4658,4350.307868957575,4050.3100000000004,0.0,45,0,3.5,0.0
240,240,60.0,-77.375,12.625,4658,4658,4350.307868957575,4050.3100000000004,0.0,45,0,3.5,0.0
241,241,60.25,-77.375,12.625,4658,4658,4350.307868957575,4050.3100000000004,0.0,45,0,3.5,0.0
242,242,60.5,-77.375,12.625,4658,4658,4350.307868957575,4050.3100000000004,0.0,45,0,3.5,0.0
243,243,60.75,-77.375,12.625,4658,4658,4350.307868957575,4050.3100000000004,0.0,45,0,3.5,0.0
244,244,61.0,-77.375,12.625,4658,4658,4350.307868957575,4050.3100000000004,0.0,45,0,3.5,0.0
245,245,61.25,-77.375,12.625,4658,4658,4350.307868957575,4050.3100000000004,0.0,45,0,3.5,0.0
246,246,61.5,-77.375,12.625,4658,4658,4350.307868957575,4050.3100000000004,0.0,45,0,3.5,0.0
247,247,61.75,-77.375,12.625,4658,4658,4350.307868957575,4050.3100000000004,0.0,45,0,3.5,0.0
248,248,62.0,-77.375,12.625,4658,4658,4350.307868957575,4050.3100000000004,0.0,45,0,3.5,0.0
249,249,62.25,-77.375,12.625,4658,4658,4350.307868957575,4050.3100000000004,0.0,45,0,3.5,0.0
250,250,62.5,-77.375,12.625,4658,4658,4350.307868957575,4050.3100000000004,0.0,45,0,3.5,0.0
251,251,62.75,-77.375,12.625,4658,4658,4350.307868957575,4050.3100000000004,0.0,45,0,3.5,0.0
252,252,63.0,-77.375,12.625,4658,4658,4350.307868957575,4050.3100000000004,0.0,45,108,3.5,0.0
253,253,63.25,-77.125,12.625,4730,4730,449.60775756835926,149.61,0.0,45,0,3.5,0.0
254,254,63.5,-77.125,12.625,4730,4730,449.60775756835926,149.61,0.0,45,0,3.5,0.0
255,255,63.75,-77.125,12.625,4730,4730,449.60775756835926,149.61,0.0,45,0,3.5,0.0
256,256,64.0,-77.125,12.625,4730,4730,449.60775756835926,149.61,0.0,45,0,3.5,0.0
257,257,64.25,-77.125,12.625,4730,4730,449.60775756835926,149.61,0.0,45,0,3.5,0.0
258,258,64.5,-77.125,12.625,4730,4730,449.60775756835926,149.61,0.0,45,0,3.5,0.0
259,259,64.75,-77.125,12.625,4730,4730,449.60775756835926,149.61,0.0,45,0,3.5,0.0
260,260,65.0,-77.125,12.625,4730,4730,449.60775756835926,149.61,0.0,45,0,3.5,0.0
261,261,65.25,-77.125,12.625,4730,4730,449.60775756835926,149.61,0.0,45,0,3.5,0.0
262,262,65.5,-77.125,12.625,4730,4730,449.60775756835926,149.61,0.0,45,0,3.5,0.0
