,Time,Longitude,Latitude,ids
200,50.0,-78.125,12.625,4442
201,50.25,-78.125,12.625,4442
202,50.5,-78.125,12.625,4442
203,50.75,-78.125,12.625,4442
204,51.0,-78.125,12.625,4442
205,51.25,-78.125,12.625,4442
206,51.5,-78.125,12.625,4442
207,51.75,-78.125,12.625,4442
208,52.0,-78.125,12.625,4442
209,52.25,-78.125,12.625,4442
210,52.5,-78.125,12.625,4442
211,52.75,-78.125,12.625,4442
212,53.0,-77.875,12.625,4514
213,53.25,-77.875,12.625,4514
214,53.5,-77.875,12.625,4514
215,53.75,-77.875,12.625,4514
216,54.0,-77.875,12.625,4514
217,54.25,-77.875,12.625,4514
218,54.5,-77.875,12.625,4514
219,54.75,-77.875,12.625,4514
220,55.0,-77.875,12.625,4514
221,55.25,-77.875,12.625,4514
222,55.5,-77.875,12.625,4514
223,55.75,-77.875,12.625,4514
224,56.0,-77.875,12.625,4514
225,56.25,-77.875,12.625,4514
226,56.5,-77.625,12.625,4586
227,56.75,-77.625,12.625,4586
228,57.0,-77.625,12.625,4586
229,57.25,-77.625,12.625,4586
230,57.5,-77.625,12.625,4586
231,57.75,-77.625,12.625,4586
232,58.0,-77.625,12.625,4586
233,58.25,-77.625,12.625,4586
234,58.5,-77.625,12.625,4586
235,58.75,-77.625,12.625,4586
236,59.0,-77.625,12.625,4586
237,59.25,-77.625,12.625,4586
238,59.5,-77.625,12.625,4586
239,59.75,-77.375,12.625,4658
240,60.0,-77.375,12.625,4658
241,60.25,-77.375,12.625,4658
242,60.5,-77.375,12.625,4658
243,60.75,-77.375,12.625,4658
244,61.0,-77.375,12.625,4658
245,61.25,-77.375,12.625,4658
246,61.5,-77.375,12.625,4658
247,61.75,-77.375,12.625,4658
248,62.0,-77.375,12.625,4658
249,62.25,-77.375,12.625,4658
250,62.5,-77.375,12.625,4658
251,62.75,-77.375,12.625,4658
252,63.0,-77.375,12.625,4658
253,63.25,-77.125,12.625,4730
254,63.5,-77.125,12.625,4730
255,63.75,-77.125,12.625,4730
256,64.0,-77.125,12.625,4730
257,64.25,-77.125,12.625,4730
258,64.5,-77.125,12.625,4730
259,64.75,-77.125,12.625,4730
260,65.0,-77.125,12.625,4730
261,65.25,-77.125,12.625,4730
262,65.5,-77.125,12.625,4730
263,65.75,-77.125,12.625,4730
264,66.0,-77.125,12.625,4730
265,66.25,-77.125,12.625,4730
266,66.5,-76.875,12.625,4802
267,66.75,-76.875,12.625,4802
268,67.0,-76.875,12.625,4802
269,67.25,-76.875,12.625,4802
270,67.5,-76.875,12.625,4802
271,67.75,-76.875,12.625,4802
272,68.0,-76.875,12.625,4802
273,68.25,-76.875,12.625,4802
274,68.5,-76.875,12.625,4802
275,68.75,-76.875,12.625,4802
276,69.0,-76.875,12.625,4802
277,69.25,-76.875,12.625,4802
278,69.5,-76.875,12.625,4802
279,69.75,-76.875,12.625,4802
280,70.0,-76.625,12.625,4874
281,70.25,-76.625,12.625,4874
282,70.5,-76.625,12.625,4874
283,70.75,-76.625,12.625,4874
284,71.0,-76.625,12.625,4874
285,71.25,-76.625,12.625,4874
286,71.5,-76.625,12.625,4874
287,71.75,-76.625,12.625,4874
288,72.0,-76.625,12.625,4874
