,Time,Latitude,Longitude
146,36.5,10.05045469800227,-91.1931381610717
147,36.75,10.026273824193346,-91.1964267599097
148,37.0,10.002092950384423,-91.19971535874772
149,37.25,10.0,-91.1086003070594
150,37.5,9.999999999999998,-91.0085399981433
151,37.75,10.0,-90.9084796892272
152,38.0,10.0,-90.80841938031111
153,38.25,10.0,-90.708359071395
154,38.5,10.0,-90.6082987624789
155,38.75,10.0,-90.5082384535628
156,39.0,10.0,-90.4081781446467
157,39.25,10.0,-90.3081178357306
158,39.5,10.0,-90.20805752681449
159,39.75,9.999999999999998,-90.10799721789837
160,40.0,10.0,-90.00793690898227
161,40.25,10.0,-89.90787660006617
162,40.5,10.0,-89.80781629115006
163,40.75,10.0,-89.70775598223396
164,41.0,10.0,-89.60769567331786
165,41.25,10.0,-89.50763536440176
166,41.5,10.0,-89.40757505548567
167,41.75,10.0,-89.30751474656955
168,42.0,10.0,-89.20745443765345
169,42.25,10.0,-89.10739412873735
170,42.5,10.0,-89.00733381982124
171,42.75,10.0,-88.90727351090514
172,43.0,10.0,-88.80721320198904
173,43.25,10.0,-88.70715289307293
174,43.5,10.0,-88.60709258415685
175,43.75,10.0,-88.50703227524073
176,44.0,10.0,-88.40697196632462
177,44.25,10.0,-88.30691165740853
178,44.5,10.0,-88.20685134849242
179,44.75,10.0,-88.10679103957631
180,45.0,10.0,-88.00673073066022
181,45.25,10.0,-87.90667042174411
182,45.5,10.0,-87.80661011282801
183,45.75,10.0,-87.70654980391191
184,46.0,10.0,-87.6064894949958
185,46.25,10.0,-87.5064291860797
186,46.5,10.0,-87.4063688771636
187,46.75,10.0,-87.30630856824749
188,47.0,10.0,-87.20624825933139
189,47.25,10.0,-87.10618795041529
190,47.5,10.0,-87.00612764149919
191,47.75,10.0,-86.90606733258308
192,48.0,9.999999999999998,-86.80600702366696
193,48.25,10.0,-86.70594671475087
194,48.5,9.982533673929328,-86.66358165349357
195,48.75,9.958952494228823,-86.64141534457511
196,49.0,9.935371314528316,-86.61924903565664
197,49.25,9.911790134827811,-86.59708272673815
198,49.5,9.888208955127304,-86.57491641781967
199,49.75,9.864627775426799,-86.55275010890121
200,50.0,9.84104659572629,-86.53058379998272
201,50.25,9.817465416025785,-86.50841749106424
202,50.5,9.793884236325278,-86.48625118214576
203,50.75,9.770303056624773,-86.4640848732273
204,51.0,9.746721876924266,-86.44191856430882
205,51.25,9.72314069722376,-86.41975225539034
206,51.5,9.699559517523253,-86.39758594647186
207,51.75,9.675978337822746,-86.37541963755339
208,52.0,9.652397158122241,-86.3532533286349
209,52.25,9.628815978421734,-86.33108701971643
210,52.5,9.605234798721227,-86.30892071079796
211,52.75,9.581653619020724,-86.28675440187948
212,53.0,9.558072439320215,-86.264588092961
213,53.25,9.53449125961971,-86.24242178404253
214,53.5,9.510910079919203,-86.22025547512405
215,53.75,9.487328900218696,-86.19808916620558
216,54.0,9.463747720518189,-86.1759228572871
217,54.25,9.440166540817684,-86.15375654836862
218,54.5,9.416585361117178,-86.13159023945016
219,54.75,9.393004181416671,-86.10942393053168
220,55.0,9.369423001716164,-86.08725762161319
221,55.25,9.34584182201566,-86.06509131269473
222,55.5,9.322260642315152,-86.04292500377625
223,55.75,9.298679462614647,-86.02075869485776
224,56.0,9.27509828291414,-85.99859238593929
225,56.25,9.251517103213633,-85.97642607702082
226,56.5,9.227935923513126,-85.95425976810233
227,56.75,9.20435474381262,-85.93209345918387
228,57.0,9.180773564112116,-85.90992715026539
229,57.25,9.157192384411609,-85.88776084134692
230,57.5,9.133611204711102,-85.86559453242843
231,57.75,9.110030025010595,-85.84342822350996
232,58.0,9.08644884531009,-85.82126191459147
233,58.25,9.062867665609582,-85.79909560567302
234,58.5,9.039286485909077,-85.77692929675453
235,58.75,9.01570530620857,-85.75476298783605
236,59.0,9.0,-85.77337592393864
237,59.25,8.999999999999998,-85.8733068917067
238,59.5,8.999999999999998,-85.97323785947476
239,59.75,9.0,-86.07316882724281
240,60.0,9.0,-86.17309979501087
241,60.25,9.0,-86.27303076277894
242,60.5,9.0,-86.37296173054698
243,60.75,8.999999999999998,-86.47289269831504
244,61.0,9.0,-86.57282366608308
245,61.25,9.0,-86.67275463385116
246,61.5,9.0,-86.77268560161922
247,61.75,9.0,-86.87261656938726
248,62.0,9.0,-86.97254753715531
249,62.25,8.999999999999998,-87.07247850492337
250,62.5,9.0,-87.17240947269143
251,62.75,9.0,-87.27234044045949
252,63.0,9.0,-87.37227140822753
253,63.25,9.0,-87.4722023759956
254,63.5,9.0,-87.57213334376365
255,63.75,9.0,-87.6720643115317
256,64.0,9.0,-87.77199527929976
257,64.25,9.0,-87.87192624706782
258,64.5,9.0,-87.97185721483586
259,64.75,9.0,-88.07178818260394
260,65.0,9.0,-88.17171915037198
261,65.25,9.0,-88.27165011814003
262,65.5,9.0,-88.37158108590809
263,65.75,9.0,-88.47151205367615
264,66.0,9.0,-88.57144302144421
265,66.25,9.0,-88.67137398921227
266,66.5,9.0,-88.77130495698032
267,66.75,9.0,-88.87123592474838
268,67.0,9.0,-88.97116689251642
269,67.25,9.0,-89.07109786028448
270,67.5,9.0,-89.17102882805253
271,67.75,9.0,-89.2709597958206
272,68.0,9.0,-89.37089076358865
273,68.25,9.0,-89.4708217313567
274,68.5,9.0,-89.57075269912477
275,68.75,9.0,-89.67068366689281
276,69.0,9.0,-89.77061463466086
277,69.25,9.0,-89.87054560242893
278,69.5,9.0,-89.97047657019698
279,69.75,9.0,-90.07040753796504
280,70.0,8.999999999999998,-90.17033850573308
281,70.25,9.0,-90.27026947350114
282,70.5,9.0,-90.37020044126919
283,70.75,9.0,-90.47013140903726
284,71.0,9.0,-90.57006237680531
285,71.25,9.0,-90.66999334457337
286,71.5,8.983109533288467,-90.69527066932079
287,71.75,8.958970852077043,-90.68851183858158
288,72.0,8.93483217086562,-90.68175300784237
