Time,Latitude,Longitude
29.25,14.609011,-83.277625
29.5,14.609011,-83.277625
29.75,14.609011,-83.277625
30,14.609011,-83.277625
30.25,14.609011,-83.277625
30.5,14.609011,-83.277625
30.75,14.609011,-83.277625
31,14.609011,-83.277625
31.25,14.609011,-83.277625
31.5,14.609011,-83.277625
31.75,14.609011,-83.277625
32,14.609011,-83.277625
32.25,14.609011,-83.277625
32.5,14.609011,-83.277625
32.75,14.609011,-83.277625
33,14.609011,-83.277625
33.25,14.609011,-83.277625
33.5,14.609011,-83.277625
33.75,14.609011,-83.277625
34,14.609011,-83.277625
34.25,14.609011,-83.277625
34.5,14.609011,-83.277625
34.75,14.609011,-83.277625
35,14.609011,-83.277625
35.25,14.609011,-83.277625
35.5,14.609011,-83.277625
35.75,14.609011,-83.277625
36,14.609011,-83.277625
36.25,14.609011,-83.277625
36.5,14.609011,-83.277625
36.75,14.609011,-83.277625
37,14.609011,-83.277625
37.25,14.609011,-83.277625
37.5,14.609011,-83.277625
37.75,14.609011,-83.277625
38,14.609011,-83.277625
38.25,14.609011,-83.277625
38.5,14.609011,-83.277625
38.75,14.609011,-83.277625
39,14.609011,-83.277625
39.25,14.609011,-83.277625
39.5,14.609011,-83.277625
39.75,14.609011,-83.277625
40,14.609011,-83.277625
40.25,14.609011,-83.277625
40.5,14.609011,-83.277625
40.75,14.609011,-83.277625
41,14.609011,-83.277625
41.25,14.609011,-83.277625
41.5,14.609011,-83.277625
41.75,14.609011,-83.277625
42,14.609011,-83.277625
42.25,14.609011,-83.277625
42.5,14.609011,-83.277625
42.75,14.609011,-83.277625
43,14.609011,-83.277625
43.25,14.609011,-83.277625
43.5,14.609011,-83.277625
43.75,14.609011,-83.277625
44,14.609011,-83.277625
44.25,14.609011,-83.277625
44.5,14.609011,-83.277625
44.75,14.609011,-83.277625
45,14.609011,-83.277625
45.25,14.609011,-83.277625
45.5,14.609011,-83.277625
45.75,14.609011,-83.277625
46,14.609011,-83.277625
46.25,14.609011,-83.277625
46.5,14.609011,-83.277625
46.75,14.609011,-83.277625
47,14.609011,-83.277625
47.25,14.609011,-83.277625
47.5,14.609011,-83.277625
47.75,14.609011,-83.277625
48,14.609011,-83.277625
48.25,14.609011,-83.277625
48.5,14.609011,-83.277625
48.75,14.609011,-83.277625
49,14.609011,-83.277625
49.25,14.609011,-83.277625
49.5,14.609011,-83.277625
49.75,14.609011,-83.277625
50,14.609011,-83.277625
50.25,14.609011,-83.277625
50.5,14.609011,-83.277625
50.75,14.609011,-83.277625
51,14.609011,-83.277625
51.25,14.609011,-83.277625
51.5,14.609011,-83.277625
51.75,14.609011,-83.277625
52,14.609011,-83.277625
52.25,14.609011,-83.277625
52.5,14.609011,-83.277625
52.75,14.609011,-83.277625
53,14.609011,-83.277625
53.25,14.609011,-83.277625
53.5,14.609011,-83.277625
53.75,14.609011,-83.277625
54,14.609011,-83.277625
54.25,14.609011,-83.277625
54.5,14.609011,-83.277625
54.75,14.609011,-83.277625
55,14.609011,-83.277625
55.25,14.609011,-83.277625
55.5,14.609011,-83.277625
55.75,14.609011,-83.277625
56,14.609011,-83.277625
56.25,14.609011,-83.277625
56.5,14.609011,-83.277625
56.75,14.609011,-83.277625
57,14.609011,-83.277625
57.25,14.609011,-83.277625
57.5,14.609011,-83.277625
57.75,14.609011,-83.277625
58,14.609011,-83.277625
58.25,14.609011,-83.277625
58.5,14.609011,-83.277625
58.75,14.609011,-83.277625
59,14.609011,-83.277625
59.25,14.609011,-83.277625
59.5,14.609011,-83.277625
59.75,14.609011,-83.277625
60,14.609011,-83.277625
60.25,14.609011,-83.277625
60.5,14.609011,-83.277625
60.75,14.609011,-83.277625
61,14.609011,-83.277625
61.25,14.609011,-83.277625
61.5,14.609011,-83.277625
61.75,14.609011,-83.277625
62,14.609011,-83.277625
62.25,14.609011,-83.277625
62.5,14.609011,-83.277625
62.75,14.609011,-83.277625
63,14.609011,-83.277625
63.25,14.609011,-83.277625
63.5,14.609011,-83.277625
63.75,14.609011,-83.277625
64,14.609011,-83.277625
64.25,14.609011,-83.277625
64.5,14.609011,-83.277625
64.75,14.609011,-83.277625
65,14.609011,-83.277625
65.25,14.609011,-83.277625
65.5,14.609011,-83.277625
65.75,14.609011,-83.277625
66,14.609011,-83.277625
66.25,14.609011,-83.277625
66.5,14.609011,-83.277625
66.75,14.609011,-83.277625
67,14.609011,-83.277625
67.25,14.609011,-83.277625
67.5,14.609011,-83.277625
67.75,14.609011,-83.277625
68,14.609011,-83.277625
68.25,14.609011,-83.277625
68.5,14.609011,-83.277625
68.75,14.609011,-83.277625
69,14.609011,-83.277625
69.25,14.609011,-83.277625
69.5,14.609011,-83.277625
69.75,14.609011,-83.277625
70,14.609011,-83.277625
70.25,14.609011,-83.277625
70.5,14.609011,-83.277625
70.75,14.609011,-83.277625
71,14.609011,-83.277625
71.25,14.609011,-83.277625
71.5,14.609011,-83.277625
71.75,14.609011,-83.277625
72,14.609011,-83.277625
