,time,crumb_id,geometry,Longitude,Latitude,Iteration
59,59,59,POINT (-97.75487 -2.2969605),-97.75487,-2.2969605,track_100
60,60,60,POINT (-96.82487 -2.2969605),-96.82487,-2.2969605,track_100
61,61,61,POINT (-96.82487 -1.4169605),-96.82487,-1.4169605,track_100
62,62,62,POINT (-96.82487 -2.2969605),-96.82487,-2.2969605,track_100
63,63,63,POINT (-96.82487 -1.4169605),-96.82487,-1.4169605,track_100
64,64,64,POINT (-96.82487 -0.5369605),-96.82487,-0.5369605,track_100
65,65,65,POINT (-95.89487 -0.5369605),-95.89487,-0.5369605,track_100
66,66,66,POINT (-96.82487 -0.5369605),-96.82487,-0.5369605,track_100
67,67,67,POINT (-95.89487 -0.5369605),-95.89487,-0.5369605,track_100
68,68,68,POINT (-96.82487 -0.5369605),-96.82487,-0.5369605,track_100
69,69,69,POINT (-95.89487 -0.5369605),-95.89487,-0.5369605,track_100
70,70,70,POINT (-94.96487 -0.5369605),-94.96487,-0.5369605,track_100
71,71,71,POINT (-95.89487 -0.5369605),-95.89487,-0.5369605,track_100
72,72,72,POINT (-95.89487 -1.4169605),-95.89487,-1.4169605,track_100
73,73,73,POINT (-94.96487 -1.4169605),-94.96487,-1.4169605,track_100
74,74,74,POINT (-94.96487 -0.5369605),-94.96487,-0.5369605,track_100
75,75,75,POINT (-94.96487 0.3430395),-94.96487,0.3430395,track_100
76,76,76,POINT (-95.89487 0.3430395),-95.89487,0.3430395,track_100
77,77,77,POINT (-94.96487 0.3430395),-94.96487,0.3430395,track_100
78,78,78,POINT (-94.96487 -0.5369605),-94.96487,-0.5369605,track_100
79,79,79,POINT (-94.96487 0.3430395),-94.96487,0.3430395,track_100
80,80,80,POINT (-95.89487 0.3430395),-95.89487,0.3430395,track_100
81,81,81,POINT (-95.89487 -0.5369605),-95.89487,-0.5369605,track_100
82,82,82,POINT (-95.89487 0.3430395),-95.89487,0.3430395,track_100
83,83,83,POINT (-95.89487 1.2230395),-95.89487,1.2230395,track_100
84,84,84,POINT (-96.82487 1.2230395),-96.82487,1.2230395,track_100
85,85,85,POINT (-96.82487 0.3430395),-96.82487,0.3430395,track_100
86,86,86,POINT (-97.75487 0.3430395),-97.75487,0.3430395,track_100
87,87,87,POINT (-96.82487 0.3430395),-96.82487,0.3430395,track_100
88,88,88,POINT (-96.82487 1.2230395),-96.82487,1.2230395,track_100
89,89,89,POINT (-97.75487 1.2230395),-97.75487,1.2230395,track_100
90,90,90,POINT (-98.68487 1.2230395),-98.68487,1.2230395,track_100
91,91,91,POINT (-98.68487 1.2230395),-98.68487,1.2230395,track_100
92,92,92,POINT (-98.68487 2.1030395),-98.68487,2.1030395,track_100
93,93,93,POINT (-97.75487 2.1030395),-97.75487,2.1030395,track_100
94,94,94,POINT (-98.68487 2.1030395),-98.68487,2.1030395,track_100
95,95,95,POINT (-97.75487 2.1030395),-97.75487,2.1030395,track_100
96,96,96,POINT (-97.75487 1.2230395),-97.75487,1.2230395,track_100
97,97,97,POINT (-97.75487 0.3430395),-97.75487,0.3430395,track_100
98,98,98,POINT (-96.82487 0.3430395),-96.82487,0.3430395,track_100
99,99,99,POINT (-96.82487 1.2230395),-96.82487,1.2230395,track_100
100,100,100,POINT (-96.82487 0.3430395),-96.82487,0.3430395,track_100
101,101,101,POINT (-95.89487 0.3430395),-95.89487,0.3430395,track_100
102,102,102,POINT (-95.89487 -0.5369605),-95.89487,-0.5369605,track_100
103,103,103,POINT (-94.96487 -0.5369605),-94.96487,-0.5369605,track_100
104,104,104,POINT (-94.96487 -1.4169605),-94.96487,-1.4169605,track_100
105,105,105,POINT (-94.03487 -1.4169605),-94.03487,-1.4169605,track_100
106,106,106,POINT (-94.03487 -0.5369605),-94.03487,-0.5369605,track_100
107,107,107,POINT (-94.03487 0.3430395),-94.03487,0.3430395,track_100
108,108,108,POINT (-93.10487000000001 0.3430395),-93.10487,0.3430395,track_100
109,109,109,POINT (-93.10487000000001 -0.5369605),-93.10487,-0.5369605,track_100
110,110,110,POINT (-94.03487 -0.5369605),-94.03487,-0.5369605,track_100
111,111,111,POINT (-94.03487 0.3430395),-94.03487,0.3430395,track_100
112,112,112,POINT (-94.03487 -0.5369605),-94.03487,-0.5369605,track_100
113,113,113,POINT (-93.10487000000001 -0.5369605),-93.10487,-0.5369605,track_100
114,114,114,POINT (-94.03487 -0.5369605),-94.03487,-0.5369605,track_100
115,115,115,POINT (-94.03487 -1.4169605),-94.03487,-1.4169605,track_100
116,116,116,POINT (-94.96487 -1.4169605),-94.96487,-1.4169605,track_100
117,117,117,POINT (-94.03487 -1.4169605),-94.03487,-1.4169605,track_100
118,118,118,POINT (-93.10487000000001 -1.4169605),-93.10487,-1.4169605,track_100
119,119,119,POINT (-93.10487000000001 -0.5369605),-93.10487,-0.5369605,track_100
120,120,120,POINT (-93.10487000000001 -1.4169605),-93.10487,-1.4169605,track_100
121,121,121,POINT (-92.17487 -1.4169605),-92.17487,-1.4169605,track_100
122,122,122,POINT (-91.24487000000001 -1.4169605),-91.24487,-1.4169605,track_100
123,123,123,POINT (-92.17487 -1.4169605),-92.17487,-1.4169605,track_100
124,124,124,POINT (-93.10487000000001 -1.4169605),-93.10487,-1.4169605,track_100
125,125,125,POINT (-92.17487 -1.4169605),-92.17487,-1.4169605,track_100
126,126,126,POINT (-92.17487 -0.5369605),-92.17487,-0.5369605,track_100
127,127,127,POINT (-92.17487 0.3430395),-92.17487,0.3430395,track_100
128,128,128,POINT (-92.17487 -0.5369605),-92.17487,-0.5369605,track_100
129,129,129,POINT (-92.17487 -1.4169605),-92.17487,-1.4169605,track_100
130,130,130,POINT (-93.10487000000001 -1.4169605),-93.10487,-1.4169605,track_100
131,131,131,POINT (-93.10487000000001 -2.2969605),-93.10487,-2.2969605,track_100
132,132,132,POINT (-93.10487000000001 -3.1769605),-93.10487,-3.1769605,track_100
133,133,133,POINT (-93.10487000000001 -3.1769605),-93.10487,-3.1769605,track_100
134,134,134,POINT (-93.10487000000001 -3.1769605),-93.10487,-3.1769605,track_100
135,135,135,POINT (-93.10487000000001 -3.1769605),-93.10487,-3.1769605,track_100
136,136,136,POINT (-93.10487000000001 -3.1769605),-93.10487,-3.1769605,track_100
137,137,137,POINT (-93.10487000000001 -3.1769605),-93.10487,-3.1769605,track_100
138,138,138,POINT (-94.03487 -3.1769605),-94.03487,-3.1769605,track_100
139,139,139,POINT (-94.96487 -3.1769605),-94.96487,-3.1769605,track_100
140,140,140,POINT (-94.96487 -2.2969605),-94.96487,-2.2969605,track_100
141,141,141,POINT (-95.89487 -2.2969605),-95.89487,-2.2969605,track_100
142,142,142,POINT (-94.96487 -2.2969605),-94.96487,-2.2969605,track_100
143,143,143,POINT (-94.96487 -1.4169605),-94.96487,-1.4169605,track_100
144,144,144,POINT (-94.96487 -2.2969605),-94.96487,-2.2969605,track_100
145,145,145,POINT (-94.96487 -3.1769605),-94.96487,-3.1769605,track_100
146,146,146,POINT (-94.96487 -3.1769605),-94.96487,-3.1769605,track_100
147,147,147,POINT (-94.96487 -3.1769605),-94.96487,-3.1769605,track_100
148,148,148,POINT (-94.03487 -3.1769605),-94.03487,-3.1769605,track_100
149,149,149,POINT (-94.03487 -2.2969605),-94.03487,-2.2969605,track_100
150,150,150,POINT (-94.03487 -1.4169605),-94.03487,-1.4169605,track_100
151,151,151,POINT (-93.10487000000001 -1.4169605),-93.10487,-1.4169605,track_100
152,152,152,POINT (-93.10487000000001 -2.2969605),-93.10487,-2.2969605,track_100
153,153,153,POINT (-93.10487000000001 -3.1769605),-93.10487,-3.1769605,track_100
154,154,154,POINT (-93.10487000000001 -2.2969605),-93.10487,-2.2969605,track_100
155,155,155,POINT (-93.10487000000001 -1.4169605),-93.10487,-1.4169605,track_100
156,156,156,POINT (-92.17487 -1.4169605),-92.17487,-1.4169605,track_100
157,157,157,POINT (-92.17487 -0.5369605),-92.17487,-0.5369605,track_100
158,158,158,POINT (-93.10487000000001 -0.5369605),-93.10487,-0.5369605,track_100
159,159,159,POINT (-94.03487 -0.5369605),-94.03487,-0.5369605,track_100
160,160,160,POINT (-94.03487 -1.4169605),-94.03487,-1.4169605,track_100
161,161,161,POINT (-93.10487000000001 -1.4169605),-93.10487,-1.4169605,track_100
162,162,162,POINT (-93.10487000000001 -2.2969605),-93.10487,-2.2969605,track_100
163,163,163,POINT (-93.10487000000001 -3.1769605),-93.10487,-3.1769605,track_100
164,164,164,POINT (-92.17487 -3.1769605),-92.17487,-3.1769605,track_100
165,165,165,POINT (-91.24487000000001 -3.1769605),-91.24487,-3.1769605,track_100
166,166,166,POINT (-91.24487000000001 -2.2969605),-91.24487,-2.2969605,track_100
167,167,167,POINT (-92.17487 -2.2969605),-92.17487,-2.2969605,track_100
168,168,168,POINT (-91.24487000000001 -2.2969605),-91.24487,-2.2969605,track_100
169,169,169,POINT (-91.24487000000001 -1.4169605),-91.24487,-1.4169605,track_100
170,170,170,POINT (-92.17487 -1.4169605),-92.17487,-1.4169605,track_100
171,171,171,POINT (-92.17487 -2.2969605),-92.17487,-2.2969605,track_100
172,172,172,POINT (-92.17487 -3.1769605),-92.17487,-3.1769605,track_100
173,173,173,POINT (-92.17487 -3.1769605),-92.17487,-3.1769605,track_100
174,174,174,POINT (-92.17487 -2.2969605),-92.17487,-2.2969605,track_100
175,175,175,POINT (-91.24487000000001 -2.2969605),-91.24487,-2.2969605,track_100
176,176,176,POINT (-91.24487000000001 -3.1769605),-91.24487,-3.1769605,track_100
177,177,177,POINT (-92.17487 -3.1769605),-92.17487,-3.1769605,track_100
178,178,178,POINT (-91.24487000000001 -3.1769605),-91.24487,-3.1769605,track_100
179,179,179,POINT (-90.31487 -3.1769605),-90.31487,-3.1769605,track_100
180,180,180,POINT (-90.31487 -3.1769605),-90.31487,-3.1769605,track_100
181,181,181,POINT (-90.31487 -3.1769605),-90.31487,-3.1769605,track_100
182,182,182,POINT (-89.38487000000001 -3.1769605),-89.38487,-3.1769605,track_100
183,183,183,POINT (-89.38487000000001 -3.1769605),-89.38487,-3.1769605,track_100
184,184,184,POINT (-90.31487 -3.1769605),-90.31487,-3.1769605,track_100
185,185,185,POINT (-89.38487000000001 -3.1769605),-89.38487,-3.1769605,track_100
186,186,186,POINT (-89.38487000000001 -3.1769605),-89.38487,-3.1769605,track_100
187,187,187,POINT (-89.38487000000001 -2.2969605),-89.38487,-2.2969605,track_100
188,188,188,POINT (-90.31487 -2.2969605),-90.31487,-2.2969605,track_100
189,189,189,POINT (-90.31487 -1.4169605),-90.31487,-1.4169605,track_100
190,190,190,POINT (-91.24487000000001 -1.4169605),-91.24487,-1.4169605,track_100
191,191,191,POINT (-90.31487 -1.4169605),-90.31487,-1.4169605,track_100
192,192,192,POINT (-89.38487000000001 -1.4169605),-89.38487,-1.4169605,track_100
193,193,193,POINT (-89.38487000000001 -0.5369605),-89.38487,-0.5369605,track_100
194,194,194,POINT (-89.38487000000001 -1.4169605),-89.38487,-1.4169605,track_100
195,195,195,POINT (-89.38487000000001 -2.2969605),-89.38487,-2.2969605,track_100
196,196,196,POINT (-89.38487000000001 -3.1769605),-89.38487,-3.1769605,track_100
197,197,197,POINT (-88.45487 -3.1769605),-88.45487,-3.1769605,track_100
198,198,198,POINT (-89.38487000000001 -3.1769605),-89.38487,-3.1769605,track_100
199,199,199,POINT (-88.45487 -3.1769605),-88.45487,-3.1769605,track_100
200,200,200,POINT (-88.45487 -3.1769605),-88.45487,-3.1769605,track_100
201,201,201,POINT (-89.38487000000001 -3.1769605),-89.38487,-3.1769605,track_100
202,202,202,POINT (-88.45487 -3.1769605),-88.45487,-3.1769605,track_100
203,203,203,POINT (-88.45487 -3.1769605),-88.45487,-3.1769605,track_100
204,204,204,POINT (-87.52487000000001 -3.1769605),-87.52487,-3.1769605,track_100
205,205,205,POINT (-87.52487000000001 -3.1769605),-87.52487,-3.1769605,track_100
206,206,206,POINT (-87.52487000000001 -2.2969605),-87.52487,-2.2969605,track_100
207,207,207,POINT (-87.52487000000001 -1.4169605),-87.52487,-1.4169605,track_100
208,208,208,POINT (-87.52487000000001 -0.5369605),-87.52487,-0.5369605,track_100
209,209,209,POINT (-87.52487000000001 -1.4169605),-87.52487,-1.4169605,track_100
210,210,210,POINT (-88.45487 -1.4169605),-88.45487,-1.4169605,track_100
211,211,211,POINT (-88.45487 -0.5369605),-88.45487,-0.5369605,track_100
212,212,212,POINT (-89.38487000000001 -0.5369605),-89.38487,-0.5369605,track_100
213,213,213,POINT (-89.38487000000001 -1.4169605),-89.38487,-1.4169605,track_100
214,214,214,POINT (-88.45487 -1.4169605),-88.45487,-1.4169605,track_100
215,215,215,POINT (-89.38487000000001 -1.4169605),-89.38487,-1.4169605,track_100
216,216,216,POINT (-89.38487000000001 -2.2969605),-89.38487,-2.2969605,track_100
217,217,217,POINT (-89.38487000000001 -1.4169605),-89.38487,-1.4169605,track_100
218,218,218,POINT (-89.38487000000001 -2.2969605),-89.38487,-2.2969605,track_100
219,219,219,POINT (-88.45487 -2.2969605),-88.45487,-2.2969605,track_100
220,220,220,POINT (-87.52487000000001 -2.2969605),-87.52487,-2.2969605,track_100
221,221,221,POINT (-87.52487000000001 -3.1769605),-87.52487,-3.1769605,track_100
222,222,222,POINT (-86.59487 -3.1769605),-86.59487,-3.1769605,track_100
223,223,223,POINT (-86.59487 -2.2969605),-86.59487,-2.2969605,track_100
224,224,224,POINT (-87.52487000000001 -2.2969605),-87.52487,-2.2969605,track_100
225,225,225,POINT (-86.59487 -2.2969605),-86.59487,-2.2969605,track_100
226,226,226,POINT (-87.52487000000001 -2.2969605),-87.52487,-2.2969605,track_100
227,227,227,POINT (-87.52487000000001 -1.4169605),-87.52487,-1.4169605,track_100
228,228,228,POINT (-88.45487 -1.4169605),-88.45487,-1.4169605,track_100
229,229,229,POINT (-87.52487000000001 -1.4169605),-87.52487,-1.4169605,track_100
230,230,230,POINT (-87.52487000000001 -2.2969605),-87.52487,-2.2969605,track_100
231,231,231,POINT (-88.45487 -2.2969605),-88.45487,-2.2969605,track_100
232,232,232,POINT (-88.45487 -3.1769605),-88.45487,-3.1769605,track_100
233,233,233,POINT (-88.45487 -3.1769605),-88.45487,-3.1769605,track_100
234,234,234,POINT (-88.45487 -2.2969605),-88.45487,-2.2969605,track_100
235,235,235,POINT (-87.52487000000001 -2.2969605),-87.52487,-2.2969605,track_100
236,236,236,POINT (-88.45487 -2.2969605),-88.45487,-2.2969605,track_100
237,237,237,POINT (-88.45487 -3.1769605),-88.45487,-3.1769605,track_100
238,238,238,POINT (-89.38487000000001 -3.1769605),-89.38487,-3.1769605,track_100
239,239,239,POINT (-89.38487000000001 -2.2969605),-89.38487,-2.2969605,track_100
240,240,240,POINT (-89.38487000000001 -1.4169605),-89.38487,-1.4169605,track_100
241,241,241,POINT (-89.38487000000001 -0.5369605),-89.38487,-0.5369605,track_100
242,242,242,POINT (-88.45487 -0.5369605),-88.45487,-0.5369605,track_100
243,243,243,POINT (-87.52487000000001 -0.5369605),-87.52487,-0.5369605,track_100
244,244,244,POINT (-86.59487 -0.5369605),-86.59487,-0.5369605,track_100
245,245,245,POINT (-85.66486999999999 -0.5369605),-85.66487,-0.5369605,track_100
246,246,246,POINT (-85.66486999999999 0.3430395),-85.66487,0.3430395,track_100
247,247,247,POINT (-86.59487 0.3430395),-86.59487,0.3430395,track_100
248,248,248,POINT (-86.59487 1.2230395),-86.59487,1.2230395,track_100
249,249,249,POINT (-87.52487000000001 1.2230395),-87.52487,1.2230395,track_100
250,250,250,POINT (-88.45487 1.2230395),-88.45487,1.2230395,track_100
251,251,251,POINT (-88.45487 2.1030395),-88.45487,2.1030395,track_100
252,252,252,POINT (-88.45487 2.9830395),-88.45487,2.9830395,track_100
253,253,253,POINT (-87.52487000000001 2.9830395),-87.52487,2.9830395,track_100
254,254,254,POINT (-87.52487000000001 2.1030395),-87.52487,2.1030395,track_100
255,255,255,POINT (-87.52487000000001 1.2230395),-87.52487,1.2230395,track_100
256,256,256,POINT (-87.52487000000001 2.1030395),-87.52487,2.1030395,track_100
257,257,257,POINT (-87.52487000000001 2.9830395),-87.52487,2.9830395,track_100
258,258,258,POINT (-88.45487 2.9830395),-88.45487,2.9830395,track_100
259,259,259,POINT (-89.38487000000001 2.9830395),-89.38487,2.9830395,track_100
260,260,260,POINT (-90.31487 2.9830395),-90.31487,2.9830395,track_100
261,261,261,POINT (-91.24487000000001 2.9830395),-91.24487,2.9830395,track_100
262,262,262,POINT (-92.17487 2.9830395),-92.17487,2.9830395,track_100
263,263,263,POINT (-93.10487000000001 2.9830395),-93.10487,2.9830395,track_100
264,264,264,POINT (-94.03487 2.9830395),-94.03487,2.9830395,track_100
265,265,265,POINT (-94.03487 3.8630395),-94.03487,3.8630395,track_100
266,266,266,POINT (-94.96487 3.8630395),-94.96487,3.8630395,track_100
267,267,267,POINT (-94.96487 4.7430395),-94.96487,4.7430395,track_100
268,268,268,POINT (-94.96487 5.6230395),-94.96487,5.6230395,track_100
269,269,269,POINT (-95.89487 5.6230395),-95.89487,5.6230395,track_100
270,270,270,POINT (-95.89487 6.5030395),-95.89487,6.5030395,track_100
271,271,271,POINT (-94.96487 6.5030395),-94.96487,6.5030395,track_100
272,272,272,POINT (-94.96487 7.3830395),-94.96487,7.3830395,track_100
273,273,273,POINT (-94.96487 6.5030395),-94.96487,6.5030395,track_100
274,274,274,POINT (-94.03487 6.5030395),-94.03487,6.5030395,track_100
275,275,275,POINT (-94.03487 5.6230395),-94.03487,5.6230395,track_100
276,276,276,POINT (-94.03487 6.5030395),-94.03487,6.5030395,track_100
277,277,277,POINT (-94.03487 5.6230395),-94.03487,5.6230395,track_100
278,278,278,POINT (-94.03487 4.7430395),-94.03487,4.7430395,track_100
279,279,279,POINT (-93.10487000000001 4.7430395),-93.10487,4.7430395,track_100
280,280,280,POINT (-93.10487000000001 3.8630395),-93.10487,3.8630395,track_100
281,281,281,POINT (-92.17487 3.8630395),-92.17487,3.8630395,track_100
282,282,282,POINT (-93.10487000000001 3.8630395),-93.10487,3.8630395,track_100
283,283,283,POINT (-93.10487000000001 2.9830395),-93.10487,2.9830395,track_100
284,284,284,POINT (-94.03487 2.9830395),-94.03487,2.9830395,track_100
285,285,285,POINT (-94.96487 2.9830395),-94.96487,2.9830395,track_100
286,286,286,POINT (-94.03487 2.9830395),-94.03487,2.9830395,track_100
287,287,287,POINT (-93.10487000000001 2.9830395),-93.10487,2.9830395,track_100
288,288,288,POINT (-93.10487000000001 2.1030395),-93.10487,2.1030395,track_100
289,289,289,POINT (-92.17487 2.1030395),-92.17487,2.1030395,track_100
290,290,290,POINT (-93.10487000000001 2.1030395),-93.10487,2.1030395,track_100
291,291,291,POINT (-93.10487000000001 1.2230395),-93.10487,1.2230395,track_100
292,292,292,POINT (-93.10487000000001 0.3430395),-93.10487,0.3430395,track_100
293,293,293,POINT (-92.17487 0.3430395),-92.17487,0.3430395,track_100
294,294,294,POINT (-93.10487000000001 0.3430395),-93.10487,0.3430395,track_100
295,295,295,POINT (-92.17487 0.3430395),-92.17487,0.3430395,track_100
296,296,296,POINT (-93.10487000000001 0.3430395),-93.10487,0.3430395,track_100
297,297,297,POINT (-93.10487000000001 -0.5369605),-93.10487,-0.5369605,track_100
298,298,298,POINT (-94.03487 -0.5369605),-94.03487,-0.5369605,track_100
299,299,299,POINT (-94.03487 0.3430395),-94.03487,0.3430395,track_100
300,300,300,POINT (-94.03487 1.2230395),-94.03487,1.2230395,track_100
301,301,301,POINT (-93.10487000000001 1.2230395),-93.10487,1.2230395,track_100
302,302,302,POINT (-92.17487 1.2230395),-92.17487,1.2230395,track_100
303,303,303,POINT (-93.10487000000001 1.2230395),-93.10487,1.2230395,track_100
304,304,304,POINT (-92.17487 1.2230395),-92.17487,1.2230395,track_100
305,305,305,POINT (-92.17487 0.3430395),-92.17487,0.3430395,track_100
306,306,306,POINT (-92.17487 -0.5369605),-92.17487,-0.5369605,track_100
307,307,307,POINT (-93.10487000000001 -0.5369605),-93.10487,-0.5369605,track_100
308,308,308,POINT (-92.17487 -0.5369605),-92.17487,-0.5369605,track_100
309,309,309,POINT (-93.10487000000001 -0.5369605),-93.10487,-0.5369605,track_100
310,310,310,POINT (-94.03487 -0.5369605),-94.03487,-0.5369605,track_100
311,311,311,POINT (-94.96487 -0.5369605),-94.96487,-0.5369605,track_100
312,312,312,POINT (-94.03487 -0.5369605),-94.03487,-0.5369605,track_100
313,313,313,POINT (-94.96487 -0.5369605),-94.96487,-0.5369605,track_100
314,314,314,POINT (-94.96487 -1.4169605),-94.96487,-1.4169605,track_100
315,315,315,POINT (-94.96487 -0.5369605),-94.96487,-0.5369605,track_100
316,316,316,POINT (-94.96487 -1.4169605),-94.96487,-1.4169605,track_100
317,317,317,POINT (-94.03487 -1.4169605),-94.03487,-1.4169605,track_100
318,318,318,POINT (-94.03487 -2.2969605),-94.03487,-2.2969605,track_100
319,319,319,POINT (-94.03487 -1.4169605),-94.03487,-1.4169605,track_100
320,320,320,POINT (-93.10487000000001 -1.4169605),-93.10487,-1.4169605,track_100
321,321,321,POINT (-93.10487000000001 -0.5369605),-93.10487,-0.5369605,track_100
322,322,322,POINT (-94.03487 -0.5369605),-94.03487,-0.5369605,track_100
323,323,323,POINT (-93.10487000000001 -0.5369605),-93.10487,-0.5369605,track_100
324,324,324,POINT (-93.10487000000001 -1.4169605),-93.10487,-1.4169605,track_100
325,325,325,POINT (-93.10487000000001 -0.5369605),-93.10487,-0.5369605,track_100
326,326,326,POINT (-94.03487 -0.5369605),-94.03487,-0.5369605,track_100
327,327,327,POINT (-94.03487 0.3430395),-94.03487,0.3430395,track_100
328,328,328,POINT (-94.03487 -0.5369605),-94.03487,-0.5369605,track_100
329,329,329,POINT (-94.03487 0.3430395),-94.03487,0.3430395,track_100
330,330,330,POINT (-94.96487 0.3430395),-94.96487,0.3430395,track_100
331,331,331,POINT (-94.03487 0.3430395),-94.03487,0.3430395,track_100
332,332,332,POINT (-94.03487 1.2230395),-94.03487,1.2230395,track_100
333,333,333,POINT (-94.96487 1.2230395),-94.96487,1.2230395,track_100
334,334,334,POINT (-94.03487 1.2230395),-94.03487,1.2230395,track_100
335,335,335,POINT (-94.03487 0.3430395),-94.03487,0.3430395,track_100
336,336,336,POINT (-94.96487 0.3430395),-94.96487,0.3430395,track_100
337,337,337,POINT (-94.03487 0.3430395),-94.03487,0.3430395,track_100
338,338,338,POINT (-94.03487 -0.5369605),-94.03487,-0.5369605,track_100
339,339,339,POINT (-94.96487 -0.5369605),-94.96487,-0.5369605,track_100
340,340,340,POINT (-94.96487 0.3430395),-94.96487,0.3430395,track_100
341,341,341,POINT (-95.89487 0.3430395),-95.89487,0.3430395,track_100
342,342,342,POINT (-94.96487 0.3430395),-94.96487,0.3430395,track_100
343,343,343,POINT (-95.89487 0.3430395),-95.89487,0.3430395,track_100
344,344,344,POINT (-95.89487 1.2230395),-95.89487,1.2230395,track_100
