,Time,dlat,dlon,Latitude,Longitude,Drone
47,11.75,0.0,0.0,8.948100518,-84.79772824,41
48,12.0,0.0,0.0,8.943438473,-84.79468704,41
49,12.25,0.0,0.0,8.938776427,-84.79164584,41
50,12.5,0.0,0.0,8.934114382,-84.78860465,41
51,12.75,0.0,0.0,8.929452336,-84.78556345,41
52,13.0,0.0,0.0,8.924790291,-84.78252225,41
53,13.25,0.0,0.0,8.920128245,-84.77948105,41
54,13.5,0.0,0.0,8.9154662,-84.77643985,41
55,13.75,0.0,0.0,8.910804154,-84.77339865,41
56,14.0,0.0,0.0,8.906142109,-84.77035746,41
57,14.25,0.0,0.0,8.901480063,-84.76731626,41
58,14.5,0.0,0.0,8.896818018,-84.76427506,41
59,14.75,0.0,0.0,8.892155972,-84.76123386,41
60,15.0,0.0,0.0,8.887493927,-84.75819266,41
61,15.25,0.0,0.0,8.882831881,-84.75515147,41
62,15.5,0.0,0.0,8.878169836,-84.75211027,41
63,15.75,0.0,0.0,8.87350779,-84.74906907,41
64,16.0,0.0,0.0,8.868845745,-84.74602787,41
65,16.25,0.0,0.0,8.864183699,-84.74298667,41
66,16.5,0.0,0.0,8.859521654,-84.73994547,41
67,16.75,0.0,0.0,8.854859608,-84.73690428,41
68,17.0,0.0,0.0,8.850197563,-84.73386308,41
69,17.25,0.0,0.0,8.845535517,-84.73082188,41
70,17.5,0.0,0.0,8.840873472,-84.72778068,41
71,17.75,0.0,0.0,8.836211426,-84.72473948,41
72,18.0,0.0,0.0,8.831549381,-84.72169829,41
73,18.25,0.0,0.0,8.826887335,-84.71865709,41
74,18.5,0.0,0.0,8.82222529,-84.71561589,41
75,18.75,0.0,0.0,8.817563244,-84.71257469,41
76,19.0,0.0,0.0,8.812901199,-84.70953349,41
77,19.25,0.0,0.0,8.808239153,-84.70649229,41
78,19.5,0.0,0.0,8.803577108,-84.7034511,41
79,19.75,0.0,0.0,8.798915062,-84.7004099,41
80,20.0,0.0,0.0,8.794253017,-84.6973687,41
81,20.25,0.0,0.0,8.789590971,-84.6943275,41
82,20.5,0.0,0.0,8.784928926,-84.6912863,41
83,20.75,0.0,0.0,8.78026688,-84.68824511,41
84,21.0,0.0,0.0,8.775604835,-84.68520391,41
85,21.25,0.0,0.0,8.770942789,-84.68216271,41
86,21.5,0.0,0.0,8.766280744,-84.67912151,41
87,21.75,0.0,0.0,8.761618698,-84.67608031,41
88,22.0,0.0,0.0,8.756956653,-84.67303911,41
89,22.25,0.0,0.0,8.752294607,-84.66999792,41
90,22.5,0.0,0.0,8.747632562,-84.66695672,41
91,22.75,0.0,0.0,8.742970516,-84.66391552,41
92,23.0,0.0,0.0,8.738308471,-84.66087432,41
93,23.25,0.0,0.0,8.733646425,-84.65783312,41
94,23.5,0.0,0.0,8.72898438,-84.65479193,41
95,23.75,0.0,0.0,8.724322335,-84.65175073,41
96,24.0,0.0,0.0,8.719660289,-84.64870953,41
97,24.25,0.0,0.0,8.714998244,-84.64566833,41
98,24.5,0.0,0.0,8.710336198,-84.64262713,41
99,24.75,0.0,0.0,8.705674153,-84.63958593,41
100,25.0,0.0,0.0,8.701012107,-84.63654474,41
101,25.25,0.0,0.0,8.696350062,-84.63350354,41
102,25.5,0.0,0.0,8.691688016,-84.63046234,41
103,25.75,0.0,0.0,8.687025971,-84.62742114,41
104,26.0,0.0,0.0,8.682363925,-84.62437994,41
105,26.25,0.0,0.0,8.67770188,-84.62133875,41
106,26.5,0.0,0.0,8.673039834,-84.61829755,41
107,26.75,0.0,0.0,8.668377789,-84.61525635,41
108,27.0,0.0,0.0,8.663715743,-84.61221515,41
109,27.25,0.0,0.0,8.659053698,-84.60917395,41
110,27.5,0.0,0.0,8.654391652,-84.60613275,41
111,27.75,0.0,0.0,8.649729607,-84.60309156,41
112,28.0,0.0,0.0,8.645067561,-84.60005036,41
113,28.25,0.0,0.0,8.640405516,-84.59700916,41
114,28.5,0.0,0.0,8.63574347,-84.59396796,41
115,28.75,0.0,0.0,8.631081425,-84.59092676,41
116,29.0,0.0,0.0,8.626419379,-84.58788556,41
117,29.25,0.0,0.0,8.621757334,-84.58484437,41
118,29.5,0.0,0.0,8.617095288,-84.58180317,41
119,29.75,0.0,0.0,8.612433243,-84.57876197,41
120,30.0,0.0,0.0,8.607771197,-84.57572077,41
121,30.25,0.0,0.0,8.603109152,-84.57267957,41
122,30.5,0.0,0.0,8.598447106,-84.56963838,41
123,30.75,0.0,0.0,8.593785061,-84.56659718,41
124,31.0,0.0,0.0,8.589123015,-84.56355598,41
125,31.25,0.0,0.0,8.58446097,-84.56051478,41
126,31.5,0.0,0.0,8.579798924,-84.55747358,41
127,31.75,0.0,0.0,8.575136879,-84.55443238,41
128,32.0,0.0,0.0,8.570474833,-84.55139119,41
129,32.25,0.0,0.0,8.565812788,-84.54834999,41
130,32.5,0.0,0.0,8.561150742,-84.54530879,41
131,32.75,0.0,0.0,8.556488697,-84.54226759,41
132,33.0,0.0,0.0,8.551826651,-84.53922639,41
133,33.25,0.0,0.0,8.547164606,-84.5361852,41
134,33.5,0.0,0.0,8.54250256,-84.533144,41
135,33.75,0.0,0.0,8.537840515,-84.5301028,41
136,34.0,0.0,0.0,8.533178469,-84.5270616,41
137,34.25,0.0,0.0,8.528516424,-84.5240204,41
138,34.5,0.0,0.0,8.523854378,-84.5209792,41
139,34.75,0.0,0.0,8.519192333,-84.51793801,41
140,35.0,0.0,0.0,8.514530287,-84.51489681,41
141,35.25,0.0,0.0,8.509868242,-84.51185561,41
142,35.5,0.0,0.0,8.505206196,-84.50881441,41
143,35.75,0.0,0.0,8.500544151,-84.50577321,41
144,36.0,0.0,0.0,8.495882105,-84.50273202,41
145,36.25,0.0,0.0,8.49122006,-84.49969082,41
146,36.5,0.0,0.0,8.486558014,-84.49664962,41
147,36.75,0.0,0.0,8.481895969,-84.49360842,41
148,37.0,0.0,0.0,8.477233923,-84.49056722,41
149,37.25,0.0,0.0,8.472571878,-84.48752602,41
150,37.5,0.0,0.0,8.467909832,-84.48448483,41
151,37.75,0.0,0.0,8.463247787,-84.48144363,41
152,38.0,0.0,0.0,8.458585741,-84.47840243,41
153,38.25,0.0,0.0,8.453923696,-84.47536123,41
154,38.5,0.0,0.0,8.44926165,-84.47232003,41
155,38.75,0.0,0.0,8.444599605,-84.46927884,41
156,39.0,0.0,0.0,8.43993756,-84.46623764,41
157,39.25,0.0,0.0,8.435275514,-84.46319644,41
158,39.5,0.0,0.0,8.430613469,-84.46015524,41
159,39.75,0.0,0.0,8.425951423,-84.45711404,41
160,40.0,0.0,0.0,8.421289378,-84.45407284,41
161,40.25,0.0,0.0,8.416627332,-84.45103165,41
162,40.5,0.0,0.0,8.411965287,-84.44799045,41
163,40.75,0.0,0.0,8.407303241,-84.44494925,41
164,41.0,0.0,0.0,8.402641196,-84.44190805,41
165,41.25,0.0,0.0,8.39797915,-84.43886685,41
166,41.5,0.0,0.0,8.393317105,-84.43582566,41
167,41.75,0.0,0.0,8.388655059,-84.43278446,41
168,42.0,0.0,0.0,8.383993014,-84.42974326,41
169,42.25,0.0,0.0,8.379330968,-84.42670206,41
170,42.5,0.0,0.0,8.374668923,-84.42366086,41
171,42.75,0.0,0.0,8.370006877,-84.42061966,41
172,43.0,0.0,0.0,8.365344832,-84.41757847,41
173,43.25,0.0,0.0,8.360682786,-84.41453727,41
174,43.5,0.0,0.0,8.356020741,-84.41149607,41
175,43.75,0.0,0.0,8.351358695,-84.40845487,41
176,44.0,0.0,0.0,8.34669665,-84.40541367,41
177,44.25,0.0,0.0,8.342034604,-84.40237248,41
178,44.5,0.0,0.0,8.337372559,-84.39933128,41
179,44.75,0.0,0.0,8.332710513,-84.39629008,41
180,45.0,0.0,0.0,8.328048468,-84.39324888,41
181,45.25,0.0,0.0,8.323386422,-84.39020768,41
182,45.5,0.0,0.0,8.318724377,-84.38716648,41
183,45.75,0.0,0.0,8.314062331,-84.38412529,41
184,46.0,0.0,0.0,8.309400286,-84.38108409,41
185,46.25,0.0,0.0,8.30473824,-84.37804289,41
186,46.5,0.0,0.0,8.300076195,-84.37500169,41
187,46.75,0.0,0.0,8.295414149,-84.37196049,41
188,47.0,0.0,0.0,8.290752104,-84.3689193,41
189,47.25,0.0,0.0,8.286090058,-84.3658781,41
190,47.5,0.0,0.0,8.281428013,-84.3628369,41
191,47.75,0.0,0.0,8.276765967,-84.3597957,41
192,48.0,0.0,0.0,8.272103922,-84.3567545,41
193,48.25,0.0,0.0,8.267441876,-84.3537133,41
194,48.5,0.0,0.0,8.262779831,-84.35067211,41
195,48.75,0.0,0.0,8.258117785,-84.34763091,41
196,49.0,0.0,0.0,8.25345574,-84.34458971,41
197,49.25,0.0,0.0,8.248793694,-84.34154851,41
198,49.5,0.0,0.0,8.244131649,-84.33850731,41
199,49.75,0.0,0.0,8.239469603,-84.33546611,41
200,50.0,0.0,0.0,8.234807558,-84.33242492,41
201,50.25,0.0,0.0,8.230145512,-84.32938372,41
202,50.5,0.0,0.0,8.225483467,-84.32634252,41
203,50.75,0.0,0.0,8.220821421,-84.32330132,41
204,51.0,0.0,0.0,8.216159376,-84.32026012,41
205,51.25,0.0,0.0,8.21149733,-84.31721893,41
206,51.5,0.0,0.0,8.206835285,-84.31417773,41
207,51.75,0.0,0.0,8.202173239,-84.31113653,41
208,52.0,0.0,0.0,8.197511194,-84.30809533,41
209,52.25,0.0,0.0,8.192849148,-84.30505413,41
210,52.5,0.0,0.0,8.188187103,-84.30201293,41
211,52.75,0.0,0.0,8.183525057,-84.29897174,41
212,53.0,0.0,0.0,8.178863012,-84.29593054,41
213,53.25,0.0,0.0,8.174200966,-84.29288934,41
214,53.5,0.0,0.0,8.169538921,-84.28984814,41
215,53.75,0.0,0.0,8.164876875,-84.28680694,41
216,54.0,0.0,0.0,8.16021483,-84.28376575,41
217,54.25,0.0,0.0,8.155552785,-84.28072455,41
218,54.5,0.0,0.0,8.150890739,-84.27768335,41
219,54.75,0.0,0.0,8.146228694,-84.27464215,41
220,55.0,0.0,0.0,8.141566648,-84.27160095,41
221,55.25,0.0,0.0,8.136904603,-84.26855975,41
222,55.5,0.0,0.0,8.132242557,-84.26551856,41
223,55.75,0.0,0.0,8.127580512,-84.26247736,41
224,56.0,0.0,0.0,8.122918466,-84.25943616,41
225,56.25,0.0,0.0,8.118256421,-84.25639496,41
226,56.5,0.0,0.0,8.113594375,-84.25335376,41
227,56.75,0.0,0.0,8.10893233,-84.25031257,41
228,57.0,0.0,0.0,8.104270284,-84.24727137,41
229,57.25,0.0,0.0,8.099608239,-84.24423017,41
230,57.5,0.0,0.0,8.094946193,-84.24118897,41
231,57.75,0.0,0.0,8.090284148,-84.23814777,41
232,58.0,0.0,0.0,8.085622102,-84.23510657,41
233,58.25,0.0,0.0,8.080960057,-84.23206538,41
234,58.5,0.0,0.0,8.076298011,-84.22902418,41
235,58.75,0.0,0.0,8.071635966,-84.22598298,41
236,59.0,0.0,0.0,8.06697392,-84.22294178,41
237,59.25,0.0,0.0,8.062311875,-84.21990058,41
238,59.5,0.0,0.0,8.057649829,-84.21685939,41
239,59.75,0.0,0.0,8.052987784,-84.21381819,41
240,60.0,0.0,0.0,8.048325738,-84.21077699,41
241,60.25,0.0,0.0,8.043663693,-84.20773579,41
242,60.5,0.0,0.0,8.039001647,-84.20469459,41
243,60.75,0.0,0.0,8.034339602,-84.20165339,41
244,61.0,0.0,0.0,8.029677556,-84.1986122,41
245,61.25,0.0,0.0,8.025015511,-84.195571,41
246,61.5,0.0,0.0,8.020353465,-84.1925298,41
247,61.75,0.0,0.0,8.01569142,-84.1894886,41
248,62.0,0.0,0.0,8.011029374,-84.1864474,41
249,62.25,0.0,0.0,8.006367329,-84.18340621,41
250,62.5,0.0,0.0,8.001705283,-84.18036501,41
251,62.75,0.0,0.0,7.997043238,-84.17732381,41
252,63.0,0.0,0.0,7.992381192,-84.17428261,41
253,63.25,0.0,0.0,7.987719147,-84.17124141,41
254,63.5,0.0,0.0,7.983057101,-84.16820021,41
255,63.75,0.0,0.0,7.978395056,-84.16515902,41
256,64.0,0.0,0.0,7.97373301,-84.16211782,41
257,64.25,0.0,0.0,7.969070965,-84.15907662,41
258,64.5,0.0,0.0,7.964408919,-84.15603542,41
259,64.75,0.0,0.0,7.959746874,-84.15299422,41
260,65.0,0.0,0.0,7.955084828,-84.14995303,41
261,65.25,0.0,0.0,7.950422783,-84.14691183,41
262,65.5,0.0,0.0,7.945760737,-84.14387063,41
263,65.75,0.0,0.0,7.941098692,-84.14082943,41
264,66.0,0.0,0.0,7.936436646,-84.13778823,41
265,66.25,0.0,0.0,7.931774601,-84.13474703,41
266,66.5,0.0,0.0,7.927112555,-84.13170584,41
267,66.75,0.0,0.0,7.92245051,-84.12866464,41
268,67.0,0.0,0.0,7.917788464,-84.12562344,41
269,67.25,0.0,0.0,7.913126419,-84.12258224,41
270,67.5,0.0,0.0,7.908464373,-84.11954104,41
271,67.75,0.0,0.0,7.903802328,-84.11649984,41
272,68.0,0.0,0.0,7.899140282,-84.11345865,41
273,68.25,0.0,0.0,7.894478237,-84.11041745,41
274,68.5,0.0,0.0,7.889816191,-84.10737625,41
275,68.75,0.0,0.0,7.885154146,-84.10433505,41
276,69.0,0.0,0.0,7.8804921,-84.10129385,41
277,69.25,0.0,0.0,7.875830055,-84.09825266,41
278,69.5,0.0,0.0,7.87116801,-84.09521146,41
279,69.75,0.0,0.0,7.866505964,-84.09217026,41
280,70.0,0.0,0.0,7.861843919,-84.08912906,41
281,70.25,0.0,0.0,7.857181873,-84.08608786,41
282,70.5,0.0,0.0,7.852519828,-84.08304666,41
283,70.75,0.0,0.0,7.847857782,-84.08000547,41
284,71.0,0.0,0.0,7.843195737,-84.07696427,41
285,71.25,0.0,0.0,7.838533691,-84.07392307,41
286,71.5,0.0,0.0,7.833871646,-84.07088187,41
287,71.75,0.0,0.0,7.8292096,-84.06784067,41
288,72.0,0.0,0.0,7.824547555,-84.06479948,41
0,0.0,-0.068573873,-0.1318359417,9.098642783,-85.0725005017,42
1,0.25,-0.068573873,-0.1318359417,9.093980737999999,-85.06945930170001,42
2,0.5,-0.068573873,-0.1318359417,9.089318691999999,-85.06641810170001,42
3,0.75,-0.068573873,-0.1318359417,9.084656647,-85.06337690170001,42
4,1.0,-0.068573873,-0.1318359417,9.079994601,-85.0603357017,42
5,1.25,-0.068573873,-0.1318359417,9.075332556,-85.0572945017,42
6,1.5,-0.068573873,-0.1318359417,9.07067051,-85.05425331170001,42
7,1.75,-0.068573873,-0.1318359417,9.066008465,-85.05121211170001,42
8,2.0,-0.068573873,-0.1318359417,9.061346419,-85.0481709117,42
9,2.25,-0.068573873,-0.1318359417,9.056684374,-85.0451297117,42
10,2.5,-0.068573873,-0.1318359417,9.052022328,-85.0420885117,42
11,2.75,-0.068573873,-0.1318359417,9.047360283,-85.03904732170001,42
12,3.0,-0.068573873,-0.1318359417,9.042698237,-85.0360061217,42
13,3.25,-0.068573873,-0.1318359417,9.038036192,-85.0329649217,42
14,3.5,-0.068573873,-0.1318359417,9.033374146,-85.0299237217,42
15,3.75,-0.068573873,-0.1318359417,9.028712101,-85.0268825217,42
16,4.0,-0.068573873,-0.1318359417,9.024050055,-85.0238413217,42
17,4.25,-0.068573873,-0.1318359417,9.01938801,-85.0208001317,42
18,4.5,-0.068573873,-0.1318359417,9.014725964,-85.0177589317,42
19,4.75,-0.068573873,-0.1318359417,9.010063919,-85.0147177317,42
20,5.0,-0.068573873,-0.1318359417,9.005401873,-85.0116765317,42
21,5.25,-0.068573873,-0.1318359417,9.000739828,-85.0086353317,42
22,5.5,-0.068573873,-0.1318359417,8.996077782,-85.0055941417,42
23,5.75,-0.068573873,-0.1318359417,8.991415737,-85.0025529417,42
24,6.0,-0.068573873,-0.1318359417,8.986753691,-84.9995117417,42
25,6.25,-0.068573873,-0.1318359417,8.982091646,-84.9964705417,42
26,6.5,-0.068573873,-0.1318359417,8.9774296,-84.99342934170001,42
27,6.75,-0.068573873,-0.1318359417,8.972767555,-84.99038814170001,42
28,7.0,-0.068573873,-0.1318359417,8.968105509,-84.9873469517,42
29,7.25,-0.068573873,-0.1318359417,8.963443464,-84.9843057517,42
30,7.5,-0.068573873,-0.1318359417,8.958781418,-84.98126455170001,42
31,7.75,-0.068573873,-0.1318359417,8.954119373,-84.97822335170001,42
32,8.0,-0.068573873,-0.1318359417,8.949457327,-84.97518215170001,42
33,8.25,-0.068573873,-0.1318359417,8.944795282,-84.9721409617,42
34,8.5,-0.068573873,-0.1318359417,8.940133237,-84.96909976170001,42
35,8.75,-0.068573873,-0.1318359417,8.935471191,-84.96605856170001,42
36,9.0,-0.068573873,-0.1318359417,8.930809146,-84.9630173617,42
37,9.25,-0.068573873,-0.1318359417,8.9261471,-84.9599761617,42
38,9.5,-0.068573873,-0.1318359417,8.921485055,-84.9569349617,42
39,9.75,-0.068573873,-0.1318359417,8.916823009,-84.95389377170001,42
40,10.0,-0.068573873,-0.1318359417,8.912160964,-84.9508525717,42
41,10.25,-0.068573873,-0.1318359417,8.907498918,-84.9478113717,42
42,10.5,-0.068573873,-0.1318359417,8.902836873,-84.9447701717,42
43,10.75,-0.068573873,-0.1318359417,8.898174827,-84.9417289717,42
44,11.0,-0.068573873,-0.1318359417,8.893512782,-84.9386877717,42
45,11.25,-0.068573873,-0.1318359417,8.888850736,-84.9356465817,42
46,11.5,-0.068573873,-0.1318359417,8.884188691,-84.9326053817,42
47,11.75,-0.068573873,-0.1318359417,8.879526645,-84.9295641817,42
48,12.0,-0.068573873,-0.1318359417,8.8748646,-84.9265229817,42
49,12.25,-0.068573873,-0.1318359417,8.870202554,-84.9234817817,42
50,12.5,-0.068573873,-0.1318359417,8.865540509,-84.9204405917,42
51,12.75,-0.068573873,-0.1318359417,8.860878463,-84.9173993917,42
52,13.0,-0.068573873,-0.1318359417,8.856216418,-84.9143581917,42
53,13.25,-0.068573873,-0.1318359417,8.851554372,-84.9113169917,42
54,13.5,-0.068573873,-0.1318359417,8.846892326999999,-84.9082757917,42
55,13.75,-0.068573873,-0.1318359417,8.842230280999999,-84.90523459170001,42
56,14.0,-0.068573873,-0.1318359417,8.837568236,-84.9021934017,42
57,14.25,-0.068573873,-0.1318359417,8.83290619,-84.8991522017,42
58,14.5,-0.068573873,-0.1318359417,8.828244145,-84.8961110017,42
59,14.75,-0.068573873,-0.1318359417,8.823582099,-84.89306980170001,42
60,15.0,-0.068573873,-0.1318359417,8.818920054,-84.89002860170001,42
61,15.25,-0.068573873,-0.1318359417,8.814258008,-84.8869874117,42
62,15.5,-0.068573873,-0.1318359417,8.809595963,-84.8839462117,42
63,15.75,-0.068573873,-0.1318359417,8.804933917,-84.88090501170001,42
64,16.0,-0.068573873,-0.1318359417,8.800271872,-84.87786381170001,42
65,16.25,-0.068573873,-0.1318359417,8.795609826,-84.8748226117,42
66,16.5,-0.068573873,-0.1318359417,8.790947781,-84.8717814117,42
67,16.75,-0.068573873,-0.1318359417,8.786285735,-84.86874022170001,42
68,17.0,-0.068573873,-0.1318359417,8.78162369,-84.86569902170001,42
69,17.25,-0.068573873,-0.1318359417,8.776961644,-84.8626578217,42
70,17.5,-0.068573873,-0.1318359417,8.772299599,-84.8596166217,42
71,17.75,-0.068573873,-0.1318359417,8.767637553,-84.8565754217,42
72,18.0,-0.068573873,-0.1318359417,8.762975508,-84.85353423170001,42
73,18.25,-0.068573873,-0.1318359417,8.758313462,-84.8504930317,42
74,18.5,-0.068573873,-0.1318359417,8.753651417,-84.8474518317,42
75,18.75,-0.068573873,-0.1318359417,8.748989371,-84.8444106317,42
76,19.0,-0.068573873,-0.1318359417,8.744327326,-84.8413694317,42
77,19.25,-0.068573873,-0.1318359417,8.73966528,-84.8383282317,42
78,19.5,-0.068573873,-0.1318359417,8.735003235,-84.8352870417,42
79,19.75,-0.068573873,-0.1318359417,8.730341189,-84.8322458417,42
80,20.0,-0.068573873,-0.1318359417,8.725679144,-84.8292046417,42
81,20.25,-0.068573873,-0.1318359417,8.721017098,-84.8261634417,42
82,20.5,-0.068573873,-0.1318359417,8.716355053,-84.8231222417,42
83,20.75,-0.068573873,-0.1318359417,8.711693007,-84.8200810517,42
84,21.0,-0.068573873,-0.1318359417,8.707030962,-84.8170398517,42
85,21.25,-0.068573873,-0.1318359417,8.702368916,-84.8139986517,42
86,21.5,-0.068573873,-0.1318359417,8.697706871,-84.8109574517,42
87,21.75,-0.068573873,-0.1318359417,8.693044825,-84.80791625170001,42
88,22.0,-0.068573873,-0.1318359417,8.68838278,-84.80487505170001,42
89,22.25,-0.068573873,-0.1318359417,8.683720734,-84.8018338617,42
90,22.5,-0.068573873,-0.1318359417,8.679058689,-84.7987926617,42
91,22.75,-0.068573873,-0.1318359417,8.674396643,-84.79575146170001,42
92,23.0,-0.068573873,-0.1318359417,8.669734598,-84.79271026170001,42
93,23.25,-0.068573873,-0.1318359417,8.665072552,-84.78966906170001,42
94,23.5,-0.068573873,-0.1318359417,8.660410507,-84.7866278717,42
95,23.75,-0.068573873,-0.1318359417,8.655748462,-84.78358667170001,42
96,24.0,-0.068573873,-0.1318359417,8.651086416,-84.78054547170001,42
97,24.25,-0.068573873,-0.1318359417,8.646424371,-84.77750427170001,42
98,24.5,-0.068573873,-0.1318359417,8.641762325,-84.7744630717,42
99,24.75,-0.068573873,-0.1318359417,8.63710028,-84.7714218717,42
100,25.0,-0.068573873,-0.1318359417,8.632438234,-84.76838068170001,42
101,25.25,-0.068573873,-0.1318359417,8.627776189,-84.76533948170001,42
102,25.5,-0.068573873,-0.1318359417,8.623114143,-84.7622982817,42
103,25.75,-0.068573873,-0.1318359417,8.618452098,-84.7592570817,42
104,26.0,-0.068573873,-0.1318359417,8.613790052,-84.7562158817,42
105,26.25,-0.068573873,-0.1318359417,8.609128007,-84.75317469170001,42
106,26.5,-0.068573873,-0.1318359417,8.604465961,-84.7501334917,42
107,26.75,-0.068573873,-0.1318359417,8.599803916,-84.7470922917,42
108,27.0,-0.068573873,-0.1318359417,8.595141869999999,-84.7440510917,42
109,27.25,-0.068573873,-0.1318359417,8.590479825,-84.7410098917,42
110,27.5,-0.068573873,-0.1318359417,8.585817779,-84.7379686917,42
111,27.75,-0.068573873,-0.1318359417,8.581155734,-84.7349275017,42
112,28.0,-0.068573873,-0.1318359417,8.576493688,-84.7318863017,42
113,28.25,-0.068573873,-0.1318359417,8.571831643,-84.7288451017,42
114,28.5,-0.068573873,-0.1318359417,8.567169597,-84.7258039017,42
115,28.75,-0.068573873,-0.1318359417,8.562507552,-84.7227627017,42
116,29.0,-0.068573873,-0.1318359417,8.557845506,-84.71972150170001,42
117,29.25,-0.068573873,-0.1318359417,8.553183461,-84.7166803117,42
118,29.5,-0.068573873,-0.1318359417,8.548521415,-84.7136391117,42
119,29.75,-0.068573873,-0.1318359417,8.54385937,-84.7105979117,42
120,30.0,-0.068573873,-0.1318359417,8.539197324,-84.70755671170001,42
121,30.25,-0.068573873,-0.1318359417,8.534535279,-84.70451551170001,42
122,30.5,-0.068573873,-0.1318359417,8.529873233,-84.7014743217,42
123,30.75,-0.068573873,-0.1318359417,8.525211188,-84.6984331217,42
124,31.0,-0.068573873,-0.1318359417,8.520549142,-84.69539192170001,42
125,31.25,-0.068573873,-0.1318359417,8.515887097,-84.69235072170001,42
126,31.5,-0.068573873,-0.1318359417,8.511225051,-84.68930952170001,42
127,31.75,-0.068573873,-0.1318359417,8.506563006,-84.6862683217,42
128,32.0,-0.068573873,-0.1318359417,8.50190096,-84.68322713170001,42
129,32.25,-0.068573873,-0.1318359417,8.497238915,-84.68018593170001,42
130,32.5,-0.068573873,-0.1318359417,8.492576869,-84.67714473170001,42
131,32.75,-0.068573873,-0.1318359417,8.487914824,-84.6741035317,42
132,33.0,-0.068573873,-0.1318359417,8.483252778,-84.6710623317,42
133,33.25,-0.068573873,-0.1318359417,8.478590733,-84.66802114170001,42
134,33.5,-0.068573873,-0.1318359417,8.473928687,-84.6649799417,42
135,33.75,-0.068573873,-0.1318359417,8.469266642,-84.6619387417,42
136,34.0,-0.068573873,-0.1318359417,8.464604596,-84.6588975417,42
137,34.25,-0.068573873,-0.1318359417,8.459942551,-84.6558563417,42
138,34.5,-0.068573873,-0.1318359417,8.455280505,-84.6528151417,42
139,34.75,-0.068573873,-0.1318359417,8.45061846,-84.6497739517,42
140,35.0,-0.068573873,-0.1318359417,8.445956414,-84.6467327517,42
141,35.25,-0.068573873,-0.1318359417,8.441294369,-84.6436915517,42
142,35.5,-0.068573873,-0.1318359417,8.436632323,-84.6406503517,42
143,35.75,-0.068573873,-0.1318359417,8.431970278,-84.6376091517,42
144,36.0,-0.068573873,-0.1318359417,8.427308232,-84.6345679617,42
145,36.25,-0.068573873,-0.1318359417,8.422646187,-84.6315267617,42
146,36.5,-0.068573873,-0.1318359417,8.417984141,-84.6284855617,42
147,36.75,-0.068573873,-0.1318359417,8.413322096,-84.6254443617,42
148,37.0,-0.068573873,-0.1318359417,8.40866005,-84.6224031617,42
