,time dec,Latitude,Longitude,time
178,39.356783919597994,12.015023993130544,-94.5844911101509,39
179,39.57788944723618,12.219482961321997,-94.60199130150714,40
180,39.798994974874375,12.448453948733755,-94.6469927826787,40
181,40.02010050251256,12.676235916989189,-94.69066024235981,40
182,40.24120603015076,12.884161979357648,-94.71205034425017,40
183,40.46231155778895,13.075030836004832,-94.71430309340903,40
184,40.68341708542714,13.255721321461843,-94.70513620661572,41
185,40.90452261306533,13.433112270259802,-94.69226740064954,41
186,41.12562814070352,13.613816883182054,-94.68311636418304,41
187,41.34673366834171,13.799926059085282,-94.68002898373481,41
188,41.5678391959799,13.989746185196072,-94.68110510839122,42
189,41.788944723618094,14.181467041900989,-94.6843137600524,42
190,42.01005025125628,14.373278443587699,-94.68762399876624,42
191,42.231155778894475,14.563783760262924,-94.68946887381084,42
192,42.45226130653266,14.7530301514797,-94.68990129590418,42
193,42.67336683417086,14.941379661160727,-94.68932746066628,43
194,42.89447236180905,15.129194333228693,-94.68815356371707,43
195,43.11557788944724,15.316836211606276,-94.68678580067649,43
196,43.33668341708543,15.504667340216177,-94.68563036716452,43
197,43.55778894472362,15.693049762981081,-94.68509345880116,44
198,43.77889447236181,15.88234552382368,-94.68558127120633,44
199,44.0,16.072916666666664,-94.68750000000001,44
