,time,crumb_id,geometry,Longitude,Latitude,Iteration
99,99,99,POINT (-94.03487 2.9830395),-94.03487,2.9830395,track_50
100,100,100,POINT (-94.03487 3.8630395),-94.03487,3.8630395,track_50
101,101,101,POINT (-94.03487 2.9830395),-94.03487,2.9830395,track_50
102,102,102,POINT (-94.03487 3.8630395),-94.03487,3.8630395,track_50
103,103,103,POINT (-94.96487 3.8630395),-94.96487,3.8630395,track_50
104,104,104,POINT (-94.03487 3.8630395),-94.03487,3.8630395,track_50
105,105,105,POINT (-94.96487 3.8630395),-94.96487,3.8630395,track_50
106,106,106,POINT (-94.96487 4.7430395),-94.96487,4.7430395,track_50
107,107,107,POINT (-94.96487 3.8630395),-94.96487,3.8630395,track_50
108,108,108,POINT (-94.96487 2.9830395),-94.96487,2.9830395,track_50
109,109,109,POINT (-95.89487 2.9830395),-95.89487,2.9830395,track_50
110,110,110,POINT (-94.96487 2.9830395),-94.96487,2.9830395,track_50
111,111,111,POINT (-94.96487 2.1030395),-94.96487,2.1030395,track_50
112,112,112,POINT (-94.96487 2.9830395),-94.96487,2.9830395,track_50
113,113,113,POINT (-94.96487 2.1030395),-94.96487,2.1030395,track_50
114,114,114,POINT (-94.03487 2.1030395),-94.03487,2.1030395,track_50
115,115,115,POINT (-94.03487 2.9830395),-94.03487,2.9830395,track_50
116,116,116,POINT (-94.96487 2.9830395),-94.96487,2.9830395,track_50
117,117,117,POINT (-94.96487 2.1030395),-94.96487,2.1030395,track_50
118,118,118,POINT (-94.03487 2.1030395),-94.03487,2.1030395,track_50
119,119,119,POINT (-94.03487 1.2230395),-94.03487,1.2230395,track_50
120,120,120,POINT (-94.03487 0.3430395),-94.03487,0.3430395,track_50
121,121,121,POINT (-94.03487 1.2230395),-94.03487,1.2230395,track_50
122,122,122,POINT (-93.10487000000001 1.2230395),-93.10487,1.2230395,track_50
123,123,123,POINT (-92.17487 1.2230395),-92.17487,1.2230395,track_50
124,124,124,POINT (-92.17487 0.3430395),-92.17487,0.3430395,track_50
125,125,125,POINT (-92.17487 1.2230395),-92.17487,1.2230395,track_50
126,126,126,POINT (-92.17487 0.3430395),-92.17487,0.3430395,track_50
127,127,127,POINT (-92.17487 -0.5369605),-92.17487,-0.5369605,track_50
128,128,128,POINT (-92.17487 0.3430395),-92.17487,0.3430395,track_50
129,129,129,POINT (-93.10487000000001 0.3430395),-93.10487,0.3430395,track_50
130,130,130,POINT (-93.10487000000001 -0.5369605),-93.10487,-0.5369605,track_50
131,131,131,POINT (-94.03487 -0.5369605),-94.03487,-0.5369605,track_50
132,132,132,POINT (-94.03487 -1.4169605),-94.03487,-1.4169605,track_50
133,133,133,POINT (-93.10487000000001 -1.4169605),-93.10487,-1.4169605,track_50
134,134,134,POINT (-94.03487 -1.4169605),-94.03487,-1.4169605,track_50
135,135,135,POINT (-94.96487 -1.4169605),-94.96487,-1.4169605,track_50
136,136,136,POINT (-95.89487 -1.4169605),-95.89487,-1.4169605,track_50
137,137,137,POINT (-96.82487 -1.4169605),-96.82487,-1.4169605,track_50
138,138,138,POINT (-96.82487 -2.2969605),-96.82487,-2.2969605,track_50
139,139,139,POINT (-96.82487 -1.4169605),-96.82487,-1.4169605,track_50
140,140,140,POINT (-95.89487 -1.4169605),-95.89487,-1.4169605,track_50
141,141,141,POINT (-95.89487 -0.5369605),-95.89487,-0.5369605,track_50
142,142,142,POINT (-96.82487 -0.5369605),-96.82487,-0.5369605,track_50
143,143,143,POINT (-96.82487 0.3430395),-96.82487,0.3430395,track_50
144,144,144,POINT (-96.82487 -0.5369605),-96.82487,-0.5369605,track_50
145,145,145,POINT (-96.82487 0.3430395),-96.82487,0.3430395,track_50
146,146,146,POINT (-95.89487 0.3430395),-95.89487,0.3430395,track_50
147,147,147,POINT (-95.89487 1.2230395),-95.89487,1.2230395,track_50
148,148,148,POINT (-96.82487 1.2230395),-96.82487,1.2230395,track_50
149,149,149,POINT (-95.89487 1.2230395),-95.89487,1.2230395,track_50
150,150,150,POINT (-96.82487 1.2230395),-96.82487,1.2230395,track_50
151,151,151,POINT (-95.89487 1.2230395),-95.89487,1.2230395,track_50
152,152,152,POINT (-95.89487 0.3430395),-95.89487,0.3430395,track_50
153,153,153,POINT (-95.89487 -0.5369605),-95.89487,-0.5369605,track_50
154,154,154,POINT (-96.82487 -0.5369605),-96.82487,-0.5369605,track_50
155,155,155,POINT (-95.89487 -0.5369605),-95.89487,-0.5369605,track_50
156,156,156,POINT (-96.82487 -0.5369605),-96.82487,-0.5369605,track_50
157,157,157,POINT (-96.82487 -1.4169605),-96.82487,-1.4169605,track_50
158,158,158,POINT (-97.75487 -1.4169605),-97.75487,-1.4169605,track_50
159,159,159,POINT (-97.75487 -2.2969605),-97.75487,-2.2969605,track_50
160,160,160,POINT (-97.75487 -3.1769605),-97.75487,-3.1769605,track_50
161,161,161,POINT (-97.75487 -3.1769605),-97.75487,-3.1769605,track_50
162,162,162,POINT (-96.82487 -3.1769605),-96.82487,-3.1769605,track_50
163,163,163,POINT (-96.82487 -3.1769605),-96.82487,-3.1769605,track_50
164,164,164,POINT (-96.82487 -2.2969605),-96.82487,-2.2969605,track_50
165,165,165,POINT (-97.75487 -2.2969605),-97.75487,-2.2969605,track_50
166,166,166,POINT (-96.82487 -2.2969605),-96.82487,-2.2969605,track_50
167,167,167,POINT (-95.89487 -2.2969605),-95.89487,-2.2969605,track_50
168,168,168,POINT (-95.89487 -1.4169605),-95.89487,-1.4169605,track_50
169,169,169,POINT (-95.89487 -0.5369605),-95.89487,-0.5369605,track_50
170,170,170,POINT (-94.96487 -0.5369605),-94.96487,-0.5369605,track_50
171,171,171,POINT (-94.03487 -0.5369605),-94.03487,-0.5369605,track_50
172,172,172,POINT (-94.96487 -0.5369605),-94.96487,-0.5369605,track_50
173,173,173,POINT (-95.89487 -0.5369605),-95.89487,-0.5369605,track_50
174,174,174,POINT (-96.82487 -0.5369605),-96.82487,-0.5369605,track_50
175,175,175,POINT (-96.82487 -1.4169605),-96.82487,-1.4169605,track_50
176,176,176,POINT (-97.75487 -1.4169605),-97.75487,-1.4169605,track_50
177,177,177,POINT (-98.68487 -1.4169605),-98.68487,-1.4169605,track_50
178,178,178,POINT (-98.68487 -2.2969605),-98.68487,-2.2969605,track_50
179,179,179,POINT (-98.68487 -3.1769605),-98.68487,-3.1769605,track_50
180,180,180,POINT (-97.75487 -3.1769605),-97.75487,-3.1769605,track_50
181,181,181,POINT (-97.75487 -2.2969605),-97.75487,-2.2969605,track_50
182,182,182,POINT (-97.75487 -1.4169605),-97.75487,-1.4169605,track_50
183,183,183,POINT (-98.68487 -1.4169605),-98.68487,-1.4169605,track_50
184,184,184,POINT (-98.68487 -1.4169605),-98.68487,-1.4169605,track_50
185,185,185,POINT (-98.68487 -2.2969605),-98.68487,-2.2969605,track_50
186,186,186,POINT (-98.68487 -1.4169605),-98.68487,-1.4169605,track_50
187,187,187,POINT (-98.68487 -0.5369605),-98.68487,-0.5369605,track_50
188,188,188,POINT (-97.75487 -0.5369605),-97.75487,-0.5369605,track_50
189,189,189,POINT (-97.75487 0.3430395),-97.75487,0.3430395,track_50
190,190,190,POINT (-97.75487 -0.5369605),-97.75487,-0.5369605,track_50
191,191,191,POINT (-97.75487 0.3430395),-97.75487,0.3430395,track_50
192,192,192,POINT (-96.82487 0.3430395),-96.82487,0.3430395,track_50
193,193,193,POINT (-96.82487 -0.5369605),-96.82487,-0.5369605,track_50
194,194,194,POINT (-97.75487 -0.5369605),-97.75487,-0.5369605,track_50
195,195,195,POINT (-97.75487 -1.4169605),-97.75487,-1.4169605,track_50
196,196,196,POINT (-97.75487 -2.2969605),-97.75487,-2.2969605,track_50
197,197,197,POINT (-98.68487 -2.2969605),-98.68487,-2.2969605,track_50
198,198,198,POINT (-98.68487 -1.4169605),-98.68487,-1.4169605,track_50
199,199,199,POINT (-97.75487 -1.4169605),-97.75487,-1.4169605,track_50
200,200,200,POINT (-98.68487 -1.4169605),-98.68487,-1.4169605,track_50
201,201,201,POINT (-98.68487 -1.4169605),-98.68487,-1.4169605,track_50
202,202,202,POINT (-98.68487 -2.2969605),-98.68487,-2.2969605,track_50
203,203,203,POINT (-98.68487 -3.1769605),-98.68487,-3.1769605,track_50
204,204,204,POINT (-98.68487 -3.1769605),-98.68487,-3.1769605,track_50
205,205,205,POINT (-98.68487 -3.1769605),-98.68487,-3.1769605,track_50
206,206,206,POINT (-98.68487 -3.1769605),-98.68487,-3.1769605,track_50
207,207,207,POINT (-98.68487 -3.1769605),-98.68487,-3.1769605,track_50
208,208,208,POINT (-98.68487 -3.1769605),-98.68487,-3.1769605,track_50
209,209,209,POINT (-98.68487 -3.1769605),-98.68487,-3.1769605,track_50
210,210,210,POINT (-98.68487 -2.2969605),-98.68487,-2.2969605,track_50
211,211,211,POINT (-98.68487 -2.2969605),-98.68487,-2.2969605,track_50
212,212,212,POINT (-98.68487 -2.2969605),-98.68487,-2.2969605,track_50
213,213,213,POINT (-98.68487 -3.1769605),-98.68487,-3.1769605,track_50
214,214,214,POINT (-98.68487 -3.1769605),-98.68487,-3.1769605,track_50
215,215,215,POINT (-98.68487 -3.1769605),-98.68487,-3.1769605,track_50
216,216,216,POINT (-98.68487 -3.1769605),-98.68487,-3.1769605,track_50
217,217,217,POINT (-98.68487 -3.1769605),-98.68487,-3.1769605,track_50
218,218,218,POINT (-97.75487 -3.1769605),-97.75487,-3.1769605,track_50
219,219,219,POINT (-96.82487 -3.1769605),-96.82487,-3.1769605,track_50
220,220,220,POINT (-96.82487 -2.2969605),-96.82487,-2.2969605,track_50
221,221,221,POINT (-97.75487 -2.2969605),-97.75487,-2.2969605,track_50
222,222,222,POINT (-98.68487 -2.2969605),-98.68487,-2.2969605,track_50
223,223,223,POINT (-97.75487 -2.2969605),-97.75487,-2.2969605,track_50
224,224,224,POINT (-96.82487 -2.2969605),-96.82487,-2.2969605,track_50
225,225,225,POINT (-96.82487 -1.4169605),-96.82487,-1.4169605,track_50
226,226,226,POINT (-95.89487 -1.4169605),-95.89487,-1.4169605,track_50
227,227,227,POINT (-95.89487 -0.5369605),-95.89487,-0.5369605,track_50
228,228,228,POINT (-95.89487 0.3430395),-95.89487,0.3430395,track_50
229,229,229,POINT (-95.89487 1.2230395),-95.89487,1.2230395,track_50
230,230,230,POINT (-96.82487 1.2230395),-96.82487,1.2230395,track_50
231,231,231,POINT (-97.75487 1.2230395),-97.75487,1.2230395,track_50
232,232,232,POINT (-97.75487 2.1030395),-97.75487,2.1030395,track_50
233,233,233,POINT (-97.75487 1.2230395),-97.75487,1.2230395,track_50
234,234,234,POINT (-98.68487 1.2230395),-98.68487,1.2230395,track_50
235,235,235,POINT (-97.75487 1.2230395),-97.75487,1.2230395,track_50
236,236,236,POINT (-98.68487 1.2230395),-98.68487,1.2230395,track_50
237,237,237,POINT (-98.68487 2.1030395),-98.68487,2.1030395,track_50
238,238,238,POINT (-98.68487 2.1030395),-98.68487,2.1030395,track_50
239,239,239,POINT (-98.68487 2.1030395),-98.68487,2.1030395,track_50
240,240,240,POINT (-98.68487 2.1030395),-98.68487,2.1030395,track_50
241,241,241,POINT (-98.68487 2.9830395),-98.68487,2.9830395,track_50
242,242,242,POINT (-98.68487 2.9830395),-98.68487,2.9830395,track_50
243,243,243,POINT (-97.75487 2.9830395),-97.75487,2.9830395,track_50
244,244,244,POINT (-96.82487 2.9830395),-96.82487,2.9830395,track_50
245,245,245,POINT (-95.89487 2.9830395),-95.89487,2.9830395,track_50
246,246,246,POINT (-94.96487 2.9830395),-94.96487,2.9830395,track_50
247,247,247,POINT (-95.89487 2.9830395),-95.89487,2.9830395,track_50
248,248,248,POINT (-96.82487 2.9830395),-96.82487,2.9830395,track_50
249,249,249,POINT (-97.75487 2.9830395),-97.75487,2.9830395,track_50
250,250,250,POINT (-96.82487 2.9830395),-96.82487,2.9830395,track_50
251,251,251,POINT (-96.82487 2.1030395),-96.82487,2.1030395,track_50
252,252,252,POINT (-97.75487 2.1030395),-97.75487,2.1030395,track_50
253,253,253,POINT (-96.82487 2.1030395),-96.82487,2.1030395,track_50
254,254,254,POINT (-95.89487 2.1030395),-95.89487,2.1030395,track_50
255,255,255,POINT (-95.89487 2.9830395),-95.89487,2.9830395,track_50
256,256,256,POINT (-95.89487 2.1030395),-95.89487,2.1030395,track_50
257,257,257,POINT (-96.82487 2.1030395),-96.82487,2.1030395,track_50
258,258,258,POINT (-95.89487 2.1030395),-95.89487,2.1030395,track_50
259,259,259,POINT (-95.89487 2.9830395),-95.89487,2.9830395,track_50
260,260,260,POINT (-95.89487 2.1030395),-95.89487,2.1030395,track_50
261,261,261,POINT (-95.89487 1.2230395),-95.89487,1.2230395,track_50
262,262,262,POINT (-96.82487 1.2230395),-96.82487,1.2230395,track_50
263,263,263,POINT (-96.82487 2.1030395),-96.82487,2.1030395,track_50
264,264,264,POINT (-96.82487 2.9830395),-96.82487,2.9830395,track_50
265,265,265,POINT (-96.82487 3.8630395),-96.82487,3.8630395,track_50
266,266,266,POINT (-96.82487 2.9830395),-96.82487,2.9830395,track_50
267,267,267,POINT (-96.82487 3.8630395),-96.82487,3.8630395,track_50
268,268,268,POINT (-97.75487 3.8630395),-97.75487,3.8630395,track_50
269,269,269,POINT (-98.68487 3.8630395),-98.68487,3.8630395,track_50
270,270,270,POINT (-98.68487 4.7430395),-98.68487,4.7430395,track_50
271,271,271,POINT (-98.68487 5.6230395),-98.68487,5.6230395,track_50
272,272,272,POINT (-98.68487 4.7430395),-98.68487,4.7430395,track_50
273,273,273,POINT (-97.75487 4.7430395),-97.75487,4.7430395,track_50
274,274,274,POINT (-96.82487 4.7430395),-96.82487,4.7430395,track_50
275,275,275,POINT (-96.82487 3.8630395),-96.82487,3.8630395,track_50
276,276,276,POINT (-97.75487 3.8630395),-97.75487,3.8630395,track_50
277,277,277,POINT (-96.82487 3.8630395),-96.82487,3.8630395,track_50
278,278,278,POINT (-96.82487 4.7430395),-96.82487,4.7430395,track_50
279,279,279,POINT (-95.89487 4.7430395),-95.89487,4.7430395,track_50
280,280,280,POINT (-95.89487 3.8630395),-95.89487,3.8630395,track_50
281,281,281,POINT (-94.96487 3.8630395),-94.96487,3.8630395,track_50
282,282,282,POINT (-94.03487 3.8630395),-94.03487,3.8630395,track_50
283,283,283,POINT (-93.10487000000001 3.8630395),-93.10487,3.8630395,track_50
284,284,284,POINT (-94.03487 3.8630395),-94.03487,3.8630395,track_50
285,285,285,POINT (-94.03487 4.7430395),-94.03487,4.7430395,track_50
286,286,286,POINT (-94.03487 3.8630395),-94.03487,3.8630395,track_50
287,287,287,POINT (-94.03487 4.7430395),-94.03487,4.7430395,track_50
288,288,288,POINT (-94.03487 3.8630395),-94.03487,3.8630395,track_50
289,289,289,POINT (-94.03487 4.7430395),-94.03487,4.7430395,track_50
290,290,290,POINT (-94.03487 3.8630395),-94.03487,3.8630395,track_50
291,291,291,POINT (-94.03487 2.9830395),-94.03487,2.9830395,track_50
292,292,292,POINT (-93.10487000000001 2.9830395),-93.10487,2.9830395,track_50
293,293,293,POINT (-94.03487 2.9830395),-94.03487,2.9830395,track_50
294,294,294,POINT (-94.96487 2.9830395),-94.96487,2.9830395,track_50
295,295,295,POINT (-95.89487 2.9830395),-95.89487,2.9830395,track_50
296,296,296,POINT (-95.89487 3.8630395),-95.89487,3.8630395,track_50
297,297,297,POINT (-94.96487 3.8630395),-94.96487,3.8630395,track_50
298,298,298,POINT (-94.96487 2.9830395),-94.96487,2.9830395,track_50
299,299,299,POINT (-94.96487 3.8630395),-94.96487,3.8630395,track_50
300,300,300,POINT (-94.96487 4.7430395),-94.96487,4.7430395,track_50
301,301,301,POINT (-95.89487 4.7430395),-95.89487,4.7430395,track_50
302,302,302,POINT (-94.96487 4.7430395),-94.96487,4.7430395,track_50
303,303,303,POINT (-94.03487 4.7430395),-94.03487,4.7430395,track_50
304,304,304,POINT (-94.96487 4.7430395),-94.96487,4.7430395,track_50
305,305,305,POINT (-94.96487 5.6230395),-94.96487,5.6230395,track_50
306,306,306,POINT (-95.89487 5.6230395),-95.89487,5.6230395,track_50
307,307,307,POINT (-96.82487 5.6230395),-96.82487,5.6230395,track_50
308,308,308,POINT (-96.82487 4.7430395),-96.82487,4.7430395,track_50
309,309,309,POINT (-96.82487 5.6230395),-96.82487,5.6230395,track_50
310,310,310,POINT (-96.82487 6.5030395),-96.82487,6.5030395,track_50
311,311,311,POINT (-96.82487 5.6230395),-96.82487,5.6230395,track_50
312,312,312,POINT (-95.89487 5.6230395),-95.89487,5.6230395,track_50
313,313,313,POINT (-94.96487 5.6230395),-94.96487,5.6230395,track_50
314,314,314,POINT (-94.96487 6.5030395),-94.96487,6.5030395,track_50
315,315,315,POINT (-94.96487 5.6230395),-94.96487,5.6230395,track_50
316,316,316,POINT (-95.89487 5.6230395),-95.89487,5.6230395,track_50
317,317,317,POINT (-94.96487 5.6230395),-94.96487,5.6230395,track_50
318,318,318,POINT (-94.03487 5.6230395),-94.03487,5.6230395,track_50
319,319,319,POINT (-94.96487 5.6230395),-94.96487,5.6230395,track_50
320,320,320,POINT (-94.96487 6.5030395),-94.96487,6.5030395,track_50
321,321,321,POINT (-95.89487 6.5030395),-95.89487,6.5030395,track_50
322,322,322,POINT (-95.89487 7.3830395),-95.89487,7.3830395,track_50
323,323,323,POINT (-94.96487 7.3830395),-94.96487,7.3830395,track_50
324,324,324,POINT (-94.03487 7.3830395),-94.03487,7.3830395,track_50
325,325,325,POINT (-94.96487 7.3830395),-94.96487,7.3830395,track_50
326,326,326,POINT (-95.89487 7.3830395),-95.89487,7.3830395,track_50
327,327,327,POINT (-95.89487 8.2630395),-95.89487,8.2630395,track_50
328,328,328,POINT (-96.82487 8.2630395),-96.82487,8.2630395,track_50
329,329,329,POINT (-96.82487 7.3830395),-96.82487,7.3830395,track_50
330,330,330,POINT (-96.82487 8.2630395),-96.82487,8.2630395,track_50
331,331,331,POINT (-96.82487 7.3830395),-96.82487,7.3830395,track_50
332,332,332,POINT (-96.82487 6.5030395),-96.82487,6.5030395,track_50
333,333,333,POINT (-95.89487 6.5030395),-95.89487,6.5030395,track_50
334,334,334,POINT (-95.89487 7.3830395),-95.89487,7.3830395,track_50
335,335,335,POINT (-95.89487 6.5030395),-95.89487,6.5030395,track_50
336,336,336,POINT (-96.82487 6.5030395),-96.82487,6.5030395,track_50
337,337,337,POINT (-96.82487 7.3830395),-96.82487,7.3830395,track_50
338,338,338,POINT (-95.89487 7.3830395),-95.89487,7.3830395,track_50
339,339,339,POINT (-94.96487 7.3830395),-94.96487,7.3830395,track_50
340,340,340,POINT (-94.96487 6.5030395),-94.96487,6.5030395,track_50
341,341,341,POINT (-94.96487 7.3830395),-94.96487,7.3830395,track_50
342,342,342,POINT (-94.96487 8.2630395),-94.96487,8.2630395,track_50
343,343,343,POINT (-94.03487 8.2630395),-94.03487,8.2630395,track_50
344,344,344,POINT (-94.03487 7.3830395),-94.03487,7.3830395,track_50
345,345,345,POINT (-94.03487 8.2630395),-94.03487,8.2630395,track_50
346,346,346,POINT (-94.96487 8.2630395),-94.96487,8.2630395,track_50
347,347,347,POINT (-94.96487 9.1430395),-94.96487,9.1430395,track_50
348,348,348,POINT (-94.03487 9.1430395),-94.03487,9.1430395,track_50
349,349,349,POINT (-94.03487 10.0230395),-94.03487,10.0230395,track_50
350,350,350,POINT (-94.03487 10.9030395),-94.03487,10.9030395,track_50
351,351,351,POINT (-94.96487 10.9030395),-94.96487,10.9030395,track_50
352,352,352,POINT (-94.96487 11.7830395),-94.96487,11.7830395,track_50
353,353,353,POINT (-94.96487 10.9030395),-94.96487,10.9030395,track_50
354,354,354,POINT (-94.96487 10.0230395),-94.96487,10.0230395,track_50
355,355,355,POINT (-94.03487 10.0230395),-94.03487,10.0230395,track_50
356,356,356,POINT (-94.96487 10.0230395),-94.96487,10.0230395,track_50
357,357,357,POINT (-94.96487 9.1430395),-94.96487,9.1430395,track_50
