,ids,fog,time
310,310.0,0.0,0
311,311.0,0.0,0
312,312.0,0.0,0
313,313.0,0.0,0
314,314.0,0.0,0
315,315.0,8.0,0
316,316.0,7.0,0
317,317.0,7.0,0
318,318.0,7.0,0
319,319.0,0.0,0
320,320.0,0.0,0
321,321.0,0.0,0
322,322.0,0.0,0
323,323.0,0.0,0
324,324.0,10.0,0
325,325.0,0.0,0
326,326.0,0.0,0
327,327.0,0.0,0
328,328.0,0.0,0
329,329.0,0.0,0
330,330.0,0.0,0
331,331.0,0.0,0
332,332.0,0.0,0
333,333.0,0.0,0
334,334.0,0.0,0
335,335.0,0.0,0
336,336.0,0.0,0
337,337.0,0.0,0
338,338.0,0.0,0
339,339.0,8.0,0
340,340.0,10.0,0
341,341.0,0.0,0
342,342.0,7.0,0
343,343.0,7.0,0
344,344.0,0.0,0
345,345.0,0.0,0
346,346.0,0.0,0
347,347.0,0.0,0
348,348.0,0.0,0
349,349.0,7.0,0
350,350.0,0.0,0
351,351.0,0.0,0
352,352.0,0.0,0
353,353.0,0.0,0
354,354.0,0.0,0
355,355.0,0.0,0
356,356.0,0.0,0
357,357.0,0.0,0
358,358.0,0.0,0
359,359.0,0.0,0
360,360.0,0.0,0
361,361.0,0.0,0
362,362.0,0.0,0
363,363.0,8.0,0
364,364.0,0.0,0
365,365.0,0.0,0
366,366.0,7.0,0
367,367.0,8.0,0
368,368.0,0.0,0
369,369.0,0.0,0
370,370.0,0.0,0
371,371.0,7.0,0
372,372.0,0.0,0
373,373.0,8.0,0
374,374.0,0.0,0
375,375.0,0.0,0
376,376.0,0.0,0
377,377.0,7.0,0
378,378.0,0.0,0
379,379.0,0.0,0
380,380.0,0.0,0
381,381.0,9.0,0
382,382.0,0.0,0
383,383.0,0.0,0
384,384.0,0.0,0
385,385.0,0.0,0
386,386.0,0.0,0
387,387.0,0.0,0
388,388.0,0.0,0
389,389.0,0.0,0
390,390.0,0.0,0
391,391.0,0.0,0
392,392.0,0.0,0
393,393.0,0.0,0
394,394.0,0.0,0
395,395.0,0.0,0
396,396.0,0.0,0
397,397.0,8.0,0
398,398.0,0.0,0
399,399.0,7.0,0
400,400.0,0.0,0
401,401.0,0.0,0
402,402.0,7.0,0
403,403.0,0.0,0
404,404.0,8.0,0
405,405.0,0.0,0
406,406.0,0.0,0
407,407.0,0.0,0
408,408.0,0.0,0
409,409.0,0.0,0
410,410.0,0.0,0
411,411.0,0.0,0
412,412.0,0.0,0
413,413.0,0.0,0
414,414.0,7.0,0
415,415.0,0.0,0
416,416.0,0.0,0
417,417.0,0.0,0
418,418.0,0.0,0
419,419.0,0.0,0
420,420.0,0.0,0
421,421.0,0.0,0
422,422.0,0.0,0
423,423.0,0.0,0
424,424.0,0.0,0
425,425.0,7.0,0
426,426.0,0.0,0
427,427.0,0.0,0
428,428.0,7.0,0
429,429.0,0.0,0
430,430.0,8.0,0
431,431.0,0.0,0
432,432.0,0.0,0
433,433.0,0.0,0
434,434.0,0.0,0
435,435.0,7.0,0
436,436.0,0.0,0
437,437.0,0.0,0
438,438.0,0.0,0
439,439.0,0.0,0
440,440.0,0.0,0
441,441.0,0.0,0
442,442.0,0.0,0
443,443.0,0.0,0
444,444.0,0.0,0
445,445.0,0.0,0
446,446.0,0.0,0
447,447.0,0.0,0
448,448.0,0.0,0
449,449.0,8.0,0
450,450.0,0.0,0
451,451.0,0.0,0
452,452.0,0.0,0
453,453.0,0.0,0
454,454.0,0.0,0
455,455.0,0.0,0
456,456.0,0.0,0
457,457.0,0.0,0
458,458.0,0.0,0
459,459.0,0.0,0
460,460.0,0.0,0
461,461.0,0.0,0
462,462.0,0.0,0
463,463.0,0.0,0
464,464.0,0.0,0
465,465.0,0.0,0
466,466.0,0.0,0
467,467.0,0.0,0
468,468.0,7.0,0
469,469.0,0.0,0
470,470.0,0.0,0
471,471.0,0.0,0
472,472.0,7.0,0
473,473.0,0.0,0
474,474.0,0.0,0
475,475.0,0.0,0
476,476.0,0.0,0
477,477.0,0.0,0
478,478.0,0.0,0
479,479.0,0.0,0
480,480.0,0.0,0
481,481.0,9.0,0
482,482.0,10.0,0
483,483.0,0.0,0
484,484.0,8.0,0
485,485.0,7.0,0
486,486.0,0.0,0
487,487.0,0.0,0
488,488.0,0.0,0
489,489.0,0.0,0
490,490.0,0.0,0
491,491.0,0.0,0
492,492.0,0.0,0
493,493.0,0.0,0
494,494.0,0.0,0
495,495.0,0.0,0
496,496.0,8.0,0
497,497.0,0.0,0
498,498.0,0.0,0
499,499.0,0.0,0
500,500.0,0.0,0
501,501.0,0.0,0
502,502.0,0.0,0
503,503.0,0.0,0
504,504.0,0.0,0
505,505.0,0.0,0
506,506.0,0.0,0
507,507.0,0.0,0
508,508.0,0.0,0
509,509.0,0.0,0
510,510.0,7.0,0
511,511.0,0.0,0
512,512.0,0.0,0
513,513.0,0.0,0
514,514.0,0.0,0
515,515.0,0.0,0
516,516.0,0.0,0
517,517.0,0.0,0
518,518.0,0.0,0
519,519.0,0.0,0
520,520.0,7.0,0
521,521.0,0.0,0
522,522.0,0.0,0
523,523.0,0.0,0
524,524.0,0.0,0
525,525.0,0.0,0
526,526.0,0.0,0
527,527.0,0.0,0
528,528.0,0.0,0
529,529.0,0.0,0
530,530.0,0.0,0
531,531.0,0.0,0
532,532.0,0.0,0
533,533.0,0.0,0
534,534.0,7.0,0
535,535.0,7.0,0
536,536.0,0.0,0
537,537.0,0.0,0
538,538.0,0.0,0
539,539.0,0.0,0
540,540.0,0.0,0
541,541.0,0.0,0
542,542.0,0.0,0
543,543.0,0.0,0
544,544.0,0.0,0
545,545.0,7.0,0
546,546.0,0.0,0
547,547.0,0.0,0
548,548.0,0.0,0
549,549.0,0.0,0
550,550.0,0.0,0
551,551.0,0.0,0
552,552.0,0.0,0
553,553.0,7.0,0
554,554.0,0.0,0
555,555.0,0.0,0
556,556.0,0.0,0
557,557.0,0.0,0
558,558.0,0.0,0
559,559.0,0.0,0
560,560.0,7.0,0
561,561.0,0.0,0
562,562.0,8.0,0
563,563.0,0.0,0
564,564.0,7.0,0
565,565.0,0.0,0
566,566.0,0.0,0
567,567.0,0.0,0
568,568.0,0.0,0
569,569.0,0.0,0
570,570.0,0.0,0
571,571.0,0.0,0
572,572.0,0.0,0
573,573.0,0.0,0
574,574.0,0.0,0
575,575.0,0.0,0
576,0.0,0.0,1
577,1.0,7.0,1
578,2.0,0.0,1
579,3.0,0.0,1
580,4.0,0.0,1
581,5.0,0.0,1
582,6.0,0.0,1
583,7.0,0.0,1
584,8.0,7.0,1
585,9.0,0.0,1
586,10.0,8.0,1
587,11.0,0.0,1
588,12.0,7.0,1
589,13.0,0.0,1
590,14.0,0.0,1
591,15.0,0.0,1
592,16.0,0.0,1
593,17.0,0.0,1
594,18.0,0.0,1
595,19.0,0.0,1
596,20.0,0.0,1
597,21.0,0.0,1
598,22.0,0.0,1
599,23.0,0.0,1
600,24.0,0.0,1
601,25.0,0.0,1
602,26.0,0.0,1
603,27.0,0.0,1
604,28.0,0.0,1
605,29.0,8.0,1
606,30.0,0.0,1
607,31.0,7.0,1
608,32.0,8.0,1
609,33.0,9.0,1
610,34.0,7.0,1
611,35.0,0.0,1
612,36.0,0.0,1
613,37.0,0.0,1
614,38.0,0.0,1
615,39.0,7.0,1
616,40.0,0.0,1
617,41.0,0.0,1
618,42.0,0.0,1
619,43.0,0.0,1
620,44.0,0.0,1
621,45.0,0.0,1
622,46.0,0.0,1
623,47.0,0.0,1
624,48.0,0.0,1
625,49.0,0.0,1
626,50.0,0.0,1
627,51.0,0.0,1
628,52.0,8.0,1
629,53.0,0.0,1
630,54.0,0.0,1
631,55.0,8.0,1
632,56.0,0.0,1
633,57.0,7.0,1
634,58.0,0.0,1
635,59.0,0.0,1
636,60.0,0.0,1
637,61.0,7.0,1
638,62.0,0.0,1
639,63.0,0.0,1
640,64.0,0.0,1
641,65.0,0.0,1
642,66.0,0.0,1
643,67.0,0.0,1
644,68.0,0.0,1
645,69.0,0.0,1
646,70.0,0.0,1
647,71.0,0.0,1
648,72.0,0.0,1
649,73.0,0.0,1
650,74.0,0.0,1
651,75.0,0.0,1
652,76.0,0.0,1
653,77.0,0.0,1
654,78.0,0.0,1
655,79.0,0.0,1
656,80.0,7.0,1
657,81.0,0.0,1
658,82.0,0.0,1
659,83.0,0.0,1
660,84.0,0.0,1
661,85.0,0.0,1
662,86.0,0.0,1
663,87.0,7.0,1
664,88.0,0.0,1
665,89.0,0.0,1
666,90.0,0.0,1
667,91.0,0.0,1
668,92.0,0.0,1
669,93.0,0.0,1
670,94.0,0.0,1
671,95.0,0.0,1
672,96.0,0.0,1
673,97.0,0.0,1
674,98.0,0.0,1
675,99.0,0.0,1
676,100.0,0.0,1
677,101.0,0.0,1
678,102.0,0.0,1
679,103.0,0.0,1
680,104.0,0.0,1
681,105.0,0.0,1
682,106.0,0.0,1
683,107.0,0.0,1
684,108.0,0.0,1
685,109.0,0.0,1
686,110.0,0.0,1
687,111.0,0.0,1
688,112.0,0.0,1
689,113.0,0.0,1
690,114.0,0.0,1
691,115.0,0.0,1
692,116.0,0.0,1
693,117.0,0.0,1
694,118.0,0.0,1
695,119.0,0.0,1
696,120.0,0.0,1
697,121.0,0.0,1
698,122.0,0.0,1
699,123.0,0.0,1
700,124.0,0.0,1
701,125.0,0.0,1
702,126.0,0.0,1
703,127.0,0.0,1
704,128.0,8.0,1
705,129.0,0.0,1
706,130.0,8.0,1
707,131.0,0.0,1
708,132.0,0.0,1
709,133.0,0.0,1
710,134.0,0.0,1
711,135.0,0.0,1
712,136.0,0.0,1
713,137.0,0.0,1
714,138.0,0.0,1
715,139.0,0.0,1
716,140.0,0.0,1
717,141.0,0.0,1
718,142.0,0.0,1
719,143.0,0.0,1
720,144.0,0.0,1
721,145.0,0.0,1
722,146.0,0.0,1
723,147.0,0.0,1
724,148.0,0.0,1
725,149.0,0.0,1
726,150.0,0.0,1
727,151.0,0.0,1
728,152.0,9.0,1
729,153.0,0.0,1
730,154.0,0.0,1
731,155.0,0.0,1
732,156.0,0.0,1
733,157.0,0.0,1
734,158.0,0.0,1
735,159.0,0.0,1
736,160.0,0.0,1
737,161.0,7.0,1
738,162.0,0.0,1
739,163.0,0.0,1
740,164.0,0.0,1
741,165.0,0.0,1
742,166.0,0.0,1
743,167.0,0.0,1
744,168.0,0.0,1
745,169.0,0.0,1
746,170.0,0.0,1
747,171.0,0.0,1
748,172.0,0.0,1
749,173.0,0.0,1
750,174.0,0.0,1
751,175.0,8.0,1
752,176.0,0.0,1
753,177.0,7.0,1
754,178.0,7.0,1
755,179.0,7.0,1
756,180.0,0.0,1
757,181.0,0.0,1
758,182.0,0.0,1
759,183.0,0.0,1
760,184.0,0.0,1
761,185.0,0.0,1
762,186.0,0.0,1
763,187.0,0.0,1
764,188.0,0.0,1
765,189.0,0.0,1
766,190.0,0.0,1
767,191.0,0.0,1
768,192.0,0.0,1
769,193.0,0.0,1
770,194.0,0.0,1
771,195.0,0.0,1
772,196.0,0.0,1
773,197.0,0.0,1
774,198.0,0.0,1
775,199.0,0.0,1
776,200.0,0.0,1
777,201.0,0.0,1
778,202.0,0.0,1
779,203.0,7.0,1
780,204.0,0.0,1
781,205.0,0.0,1
782,206.0,0.0,1
783,207.0,0.0,1
784,208.0,0.0,1
785,209.0,0.0,1
786,210.0,0.0,1
787,211.0,0.0,1
788,212.0,0.0,1
789,213.0,0.0,1
790,214.0,0.0,1
791,215.0,0.0,1
792,216.0,0.0,1
793,217.0,0.0,1
794,218.0,0.0,1
795,219.0,7.0,1
796,220.0,0.0,1
797,221.0,0.0,1
798,222.0,0.0,1
799,223.0,0.0,1
800,224.0,8.0,1
801,225.0,0.0,1
802,226.0,9.0,1
803,227.0,7.0,1
804,228.0,0.0,1
805,229.0,0.0,1
806,230.0,0.0,1
807,231.0,0.0,1
808,232.0,0.0,1
809,233.0,0.0,1
810,234.0,0.0,1
811,235.0,0.0,1
812,236.0,0.0,1
813,237.0,0.0,1
814,238.0,0.0,1
815,239.0,0.0,1
816,240.0,0.0,1
817,241.0,0.0,1
818,242.0,9.0,1
819,243.0,0.0,1
820,244.0,0.0,1
821,245.0,0.0,1
822,246.0,0.0,1
823,247.0,8.0,1
824,248.0,0.0,1
825,249.0,0.0,1
826,250.0,0.0,1
827,251.0,0.0,1
828,252.0,7.0,1
829,253.0,0.0,1
830,254.0,0.0,1
831,255.0,0.0,1
832,256.0,0.0,1
833,257.0,0.0,1
834,258.0,0.0,1
835,259.0,0.0,1
836,260.0,0.0,1
837,261.0,0.0,1
838,262.0,7.0,1
839,263.0,7.0,1
840,264.0,0.0,1
841,265.0,0.0,1
842,266.0,0.0,1
843,267.0,0.0,1
844,268.0,0.0,1
845,269.0,0.0,1
846,270.0,0.0,1
847,271.0,0.0,1
848,272.0,8.0,1
849,273.0,0.0,1
850,274.0,0.0,1
851,275.0,0.0,1
852,276.0,7.0,1
853,277.0,0.0,1
854,278.0,0.0,1
855,279.0,0.0,1
856,280.0,0.0,1
857,281.0,0.0,1
858,282.0,0.0,1
859,283.0,0.0,1
860,284.0,0.0,1
861,285.0,0.0,1
862,286.0,0.0,1
863,287.0,0.0,1
864,288.0,0.0,1
865,289.0,0.0,1
866,290.0,8.0,1
867,291.0,7.0,1
868,292.0,0.0,1
869,293.0,7.0,1
870,294.0,0.0,1
871,295.0,0.0,1
872,296.0,8.0,1
873,297.0,0.0,1
874,298.0,0.0,1
875,299.0,0.0,1
876,300.0,0.0,1
877,301.0,0.0,1
878,302.0,0.0,1
879,303.0,0.0,1
880,304.0,0.0,1
881,305.0,0.0,1
882,306.0,0.0,1
883,307.0,0.0,1
884,308.0,0.0,1
885,309.0,0.0,1
886,310.0,0.0,1
887,311.0,0.0,1
888,312.0,0.0,1
889,313.0,0.0,1
890,314.0,0.0,1
891,315.0,0.0,1
892,316.0,0.0,1
893,317.0,7.0,1
894,318.0,7.0,1
895,319.0,0.0,1
896,320.0,0.0,1
897,321.0,0.0,1
898,322.0,0.0,1
899,323.0,8.0,1
900,324.0,7.0,1
901,325.0,0.0,1
902,326.0,0.0,1
903,327.0,0.0,1
904,328.0,0.0,1
905,329.0,0.0,1
906,330.0,0.0,1
907,331.0,0.0,1
908,332.0,0.0,1
909,333.0,0.0,1
910,334.0,0.0,1
911,335.0,0.0,1
912,336.0,0.0,1
913,337.0,0.0,1
914,338.0,0.0,1
915,339.0,8.0,1
916,340.0,7.0,1
917,341.0,7.0,1
918,342.0,7.0,1
919,343.0,0.0,1
920,344.0,0.0,1
921,345.0,0.0,1
922,346.0,0.0,1
923,347.0,0.0,1
924,348.0,10.0,1
925,349.0,0.0,1
926,350.0,0.0,1
927,351.0,0.0,1
928,352.0,0.0,1
929,353.0,0.0,1
930,354.0,0.0,1
931,355.0,0.0,1
932,356.0,0.0,1
933,357.0,0.0,1
934,358.0,0.0,1
935,359.0,0.0,1
936,360.0,0.0,1
937,361.0,0.0,1
938,362.0,0.0,1
939,363.0,8.0,1
940,364.0,10.0,1
941,365.0,0.0,1
942,366.0,7.0,1
943,367.0,7.0,1
944,368.0,0.0,1
945,369.0,0.0,1
946,370.0,0.0,1
947,371.0,0.0,1
948,372.0,0.0,1
949,373.0,7.0,1
950,374.0,0.0,1
951,375.0,0.0,1
952,376.0,0.0,1
953,377.0,0.0,1
954,378.0,0.0,1
955,379.0,0.0,1
956,380.0,0.0,1
957,381.0,0.0,1
958,382.0,0.0,1
959,383.0,0.0,1
960,384.0,0.0,1
961,385.0,0.0,1
962,386.0,0.0,1
963,387.0,8.0,1
964,388.0,0.0,1
965,389.0,0.0,1
966,390.0,7.0,1
967,391.0,8.0,1
968,392.0,0.0,1
969,393.0,0.0,1
970,394.0,0.0,1
971,395.0,7.0,1
972,396.0,0.0,1
973,397.0,8.0,1
974,398.0,0.0,1
975,399.0,0.0,1
976,400.0,0.0,1
977,401.0,7.0,1
978,402.0,0.0,1
979,403.0,0.0,1
980,404.0,0.0,1
981,405.0,9.0,1
982,406.0,0.0,1
983,407.0,0.0,1
984,408.0,0.0,1
985,409.0,0.0,1
986,410.0,0.0,1
987,411.0,0.0,1
988,412.0,0.0,1
989,413.0,0.0,1
990,414.0,0.0,1
991,415.0,0.0,1
992,416.0,0.0,1
993,417.0,0.0,1
994,418.0,0.0,1
995,419.0,0.0,1
996,420.0,0.0,1
997,421.0,8.0,1
998,422.0,0.0,1
999,423.0,7.0,1
1000,424.0,0.0,1
1001,425.0,0.0,1
1002,426.0,7.0,1
1003,427.0,0.0,1
1004,428.0,8.0,1
1005,429.0,0.0,1
1006,430.0,0.0,1
1007,431.0,0.0,1
1008,432.0,0.0,1
1009,433.0,0.0,1
1010,434.0,0.0,1
1011,435.0,0.0,1
1012,436.0,0.0,1
1013,437.0,0.0,1
1014,438.0,7.0,1
1015,439.0,0.0,1
1016,440.0,0.0,1
1017,441.0,0.0,1
1018,442.0,0.0,1
1019,443.0,0.0,1
1020,444.0,0.0,1
1021,445.0,0.0,1
1022,446.0,0.0,1
1023,447.0,0.0,1
1024,448.0,0.0,1
1025,449.0,7.0,1
1026,450.0,0.0,1
1027,451.0,0.0,1
1028,452.0,7.0,1
1029,453.0,0.0,1
1030,454.0,8.0,1
1031,455.0,0.0,1
1032,456.0,0.0,1
1033,457.0,0.0,1
1034,458.0,0.0,1
1035,459.0,7.0,1
1036,460.0,0.0,1
1037,461.0,0.0,1
1038,462.0,0.0,1
1039,463.0,0.0,1
1040,464.0,0.0,1
1041,465.0,0.0,1
1042,466.0,0.0,1
1043,467.0,0.0,1
1044,468.0,0.0,1
1045,469.0,0.0,1
1046,470.0,0.0,1
1047,471.0,0.0,1
1048,472.0,0.0,1
1049,473.0,8.0,1
1050,474.0,0.0,1
1051,475.0,0.0,1
1052,476.0,0.0,1
1053,477.0,0.0,1
1054,478.0,0.0,1
1055,479.0,0.0,1
1056,480.0,0.0,1
1057,481.0,0.0,1
1058,482.0,0.0,1
1059,483.0,0.0,1
1060,484.0,0.0,1
1061,485.0,0.0,1
1062,486.0,0.0,1
1063,487.0,0.0,1
1064,488.0,0.0,1
1065,489.0,0.0,1
1066,490.0,0.0,1
1067,491.0,0.0,1
1068,492.0,7.0,1
1069,493.0,0.0,1
1070,494.0,0.0,1
1071,495.0,0.0,1
1072,496.0,7.0,1
1073,497.0,0.0,1
1074,498.0,0.0,1
1075,499.0,0.0,1
1076,500.0,0.0,1
1077,501.0,0.0,1
1078,502.0,0.0,1
1079,503.0,0.0,1
1080,504.0,0.0,1
1081,505.0,9.0,1
1082,506.0,10.0,1
1083,507.0,0.0,1
1084,508.0,8.0,1
1085,509.0,7.0,1
1086,510.0,0.0,1
1087,511.0,0.0,1
1088,512.0,0.0,1
1089,513.0,0.0,1
1090,514.0,0.0,1
1091,515.0,0.0,1
1092,516.0,0.0,1
1093,517.0,0.0,1
1094,518.0,0.0,1
1095,519.0,0.0,1
1096,520.0,8.0,1
1097,521.0,0.0,1
1098,522.0,0.0,1
1099,523.0,0.0,1
1100,524.0,0.0,1
1101,525.0,0.0,1
1102,526.0,0.0,1
1103,527.0,0.0,1
1104,528.0,0.0,1
1105,529.0,0.0,1
1106,530.0,0.0,1
1107,531.0,0.0,1
1108,532.0,0.0,1
1109,533.0,0.0,1
1110,534.0,7.0,1
1111,535.0,0.0,1
1112,536.0,0.0,1
1113,537.0,0.0,1
1114,538.0,0.0,1
1115,539.0,0.0,1
1116,540.0,0.0,1
1117,541.0,0.0,1
1118,542.0,0.0,1
1119,543.0,0.0,1
1120,544.0,7.0,1
1121,545.0,0.0,1
1122,546.0,0.0,1
1123,547.0,0.0,1
1124,548.0,0.0,1
1125,549.0,0.0,1
1126,550.0,0.0,1
1127,551.0,0.0,1
1128,552.0,0.0,1
1129,553.0,0.0,1
1130,554.0,0.0,1
1131,555.0,0.0,1
1132,556.0,0.0,1
1133,557.0,0.0,1
1134,558.0,7.0,1
1135,559.0,7.0,1
1136,560.0,0.0,1
1137,561.0,0.0,1
1138,562.0,0.0,1
1139,563.0,0.0,1
1140,564.0,0.0,1
1141,565.0,0.0,1
1142,566.0,0.0,1
1143,567.0,0.0,1
1144,568.0,0.0,1
1145,569.0,7.0,1
1146,570.0,0.0,1
1147,571.0,0.0,1
1148,572.0,0.0,1
1149,573.0,0.0,1
1150,574.0,0.0,1
1151,575.0,0.0,1
