,ids,ceiling,time
225,225.0,1000.0,0.0
226,226.0,100.0,0.0
227,227.0,5000.0,0.0
228,228.0,100.0,0.0
229,229.0,0.0,0.0
230,230.0,0.0,0.0
231,231.0,0.0,0.0
232,232.0,0.0,0.0
233,233.0,0.0,0.0
234,234.0,0.0,0.0
235,235.0,0.0,0.0
236,236.0,3000.0,0.0
237,237.0,100.0,0.0
238,238.0,100.0,0.0
239,239.0,100.0,0.0
240,240.0,3000.0,0.0
241,241.0,1000.0,0.0
242,242.0,100.0,0.0
243,243.0,3000.0,0.0
244,244.0,100.0,0.0
245,245.0,100.0,0.0
246,246.0,100.0,0.0
247,247.0,1000.0,0.0
248,248.0,100.0,0.0
249,249.0,0.0,0.0
250,250.0,3000.0,0.0
251,251.0,100.0,0.0
252,252.0,100.0,0.0
253,253.0,0.0,0.0
254,254.0,0.0,0.0
255,255.0,0.0,0.0
256,256.0,0.0,0.0
257,257.0,0.0,0.0
258,258.0,0.0,0.0
259,259.0,0.0,0.0
260,260.0,5000.0,0.0
261,261.0,100.0,0.0
262,262.0,100.0,0.0
263,263.0,3000.0,0.0
264,264.0,1000.0,0.0
265,265.0,1000.0,0.0
266,266.0,100.0,0.0
267,267.0,100.0,0.0
268,268.0,100.0,0.0
269,269.0,100.0,0.0
270,270.0,0.0,0.0
271,271.0,1000.0,0.0
272,272.0,100.0,0.0
273,273.0,0.0,0.0
274,274.0,1000.0,0.0
275,275.0,100.0,0.0
276,276.0,100.0,0.0
277,277.0,0.0,0.0
278,278.0,5000.0,0.0
279,279.0,0.0,0.0
280,280.0,0.0,0.0
281,281.0,0.0,0.0
282,282.0,0.0,0.0
283,283.0,0.0,0.0
284,284.0,5000.0,0.0
285,285.0,3000.0,0.0
286,286.0,0.0,0.0
287,287.0,100.0,0.0
288,288.0,0.0,0.0
289,289.0,1000.0,0.0
290,290.0,0.0,0.0
291,291.0,0.0,0.0
292,292.0,5000.0,0.0
293,293.0,100.0,0.0
294,294.0,100.0,0.0
295,295.0,0.0,0.0
296,296.0,5000.0,0.0
297,297.0,1000.0,0.0
298,298.0,1000.0,0.0
299,299.0,100.0,0.0
300,300.0,100.0,0.0
301,301.0,0.0,0.0
302,302.0,1000.0,0.0
303,303.0,0.0,0.0
304,304.0,0.0,0.0
305,305.0,0.0,0.0
306,306.0,0.0,0.0
307,307.0,3000.0,0.0
308,308.0,100.0,0.0
309,309.0,3000.0,0.0
310,310.0,1000.0,0.0
311,311.0,3000.0,0.0
312,312.0,0.0,0.0
313,313.0,0.0,0.0
314,314.0,0.0,0.0
315,315.0,100.0,0.0
316,316.0,100.0,0.0
317,317.0,100.0,0.0
318,318.0,100.0,0.0
319,319.0,3000.0,0.0
320,320.0,1000.0,0.0
321,321.0,3000.0,0.0
322,322.0,3000.0,0.0
323,323.0,3000.0,0.0
324,324.0,100.0,0.0
325,325.0,100.0,0.0
326,326.0,0.0,0.0
327,327.0,0.0,0.0
328,328.0,0.0,0.0
329,329.0,1000.0,0.0
330,330.0,1000.0,0.0
331,331.0,100.0,0.0
332,332.0,100.0,0.0
333,333.0,0.0,0.0
334,334.0,100.0,0.0
335,335.0,3000.0,0.0
336,336.0,0.0,0.0
337,337.0,0.0,0.0
338,338.0,0.0,0.0
339,339.0,100.0,0.0
340,340.0,100.0,0.0
341,341.0,3000.0,0.0
342,342.0,100.0,0.0
343,343.0,100.0,0.0
344,344.0,3000.0,0.0
345,345.0,0.0,0.0
346,346.0,0.0,0.0
347,347.0,3000.0,0.0
348,348.0,5000.0,0.0
349,349.0,100.0,0.0
350,350.0,0.0,0.0
351,351.0,0.0,0.0
352,352.0,100.0,0.0
353,353.0,1000.0,0.0
354,354.0,3000.0,0.0
355,355.0,5000.0,0.0
356,356.0,1000.0,0.0
357,357.0,100.0,0.0
358,358.0,1000.0,0.0
359,359.0,1000.0,0.0
360,360.0,0.0,0.0
361,361.0,0.0,0.0
362,362.0,100.0,0.0
363,363.0,100.0,0.0
364,364.0,5000.0,0.0
365,365.0,1000.0,0.0
366,366.0,100.0,0.0
367,367.0,100.0,0.0
368,368.0,1000.0,0.0
369,369.0,0.0,0.0
370,370.0,0.0,0.0
371,371.0,100.0,0.0
372,372.0,0.0,0.0
373,373.0,100.0,0.0
374,374.0,100.0,0.0
375,375.0,3000.0,0.0
376,376.0,5000.0,0.0
377,377.0,100.0,0.0
378,378.0,100.0,0.0
379,379.0,3000.0,0.0
380,380.0,100.0,0.0
381,381.0,100.0,0.0
382,382.0,1000.0,0.0
383,383.0,1000.0,0.0
384,384.0,0.0,0.0
385,385.0,0.0,0.0
386,386.0,0.0,0.0
387,387.0,5000.0,0.0
388,388.0,3000.0,0.0
389,389.0,3000.0,0.0
390,390.0,5000.0,0.0
391,391.0,0.0,0.0
392,392.0,0.0,0.0
393,393.0,0.0,0.0
394,394.0,0.0,0.0
395,395.0,1000.0,0.0
396,396.0,3000.0,0.0
397,397.0,100.0,0.0
398,398.0,3000.0,0.0
399,399.0,100.0,0.0
400,400.0,1000.0,0.0
401,401.0,1000.0,0.0
402,402.0,100.0,0.0
403,403.0,3000.0,0.0
404,404.0,100.0,0.0
405,405.0,3000.0,0.0
406,406.0,100.0,0.0
407,407.0,0.0,0.0
408,408.0,0.0,0.0
409,409.0,0.0,0.0
410,410.0,1000.0,0.0
411,411.0,1000.0,0.0
412,412.0,1000.0,0.0
413,413.0,100.0,0.0
414,414.0,100.0,0.0
415,415.0,0.0,0.0
416,416.0,0.0,0.0
417,417.0,0.0,0.0
418,418.0,0.0,0.0
419,419.0,100.0,0.0
420,420.0,5000.0,0.0
421,421.0,100.0,0.0
422,422.0,100.0,0.0
423,423.0,100.0,0.0
424,424.0,100.0,0.0
425,425.0,100.0,0.0
426,426.0,3000.0,0.0
427,427.0,100.0,0.0
428,428.0,100.0,0.0
429,429.0,1000.0,0.0
430,430.0,100.0,0.0
431,431.0,3000.0,0.0
432,432.0,5000.0,0.0
433,433.0,5000.0,0.0
434,434.0,100.0,0.0
435,435.0,100.0,0.0
436,436.0,3000.0,0.0
437,437.0,1000.0,0.0
438,438.0,1000.0,0.0
439,439.0,1000.0,0.0
440,440.0,0.0,0.0
441,441.0,0.0,0.0
442,442.0,0.0,0.0
443,443.0,3000.0,0.0
444,444.0,5000.0,0.0
445,445.0,1000.0,0.0
446,446.0,5000.0,0.0
447,447.0,1000.0,0.0
448,448.0,5000.0,0.0
449,449.0,100.0,0.0
450,450.0,0.0,0.0
451,451.0,1000.0,0.0
452,452.0,1000.0,0.0
453,453.0,100.0,0.0
454,454.0,0.0,0.0
455,455.0,0.0,0.0
456,456.0,5000.0,0.0
457,457.0,3000.0,0.0
458,458.0,100.0,0.0
459,459.0,5000.0,0.0
460,460.0,3000.0,0.0
461,461.0,100.0,0.0
462,462.0,1000.0,0.0
463,463.0,0.0,0.0
464,464.0,0.0,0.0
465,465.0,0.0,0.0
466,466.0,0.0,0.0
467,467.0,100.0,0.0
468,468.0,100.0,0.0
469,469.0,100.0,0.0
470,470.0,3000.0,0.0
471,471.0,1000.0,0.0
472,472.0,100.0,0.0
473,473.0,1000.0,0.0
474,474.0,0.0,0.0
475,475.0,0.0,0.0
476,476.0,0.0,0.0
477,477.0,0.0,0.0
478,478.0,0.0,0.0
479,479.0,0.0,0.0
480,480.0,5000.0,0.0
481,481.0,100.0,0.0
482,482.0,100.0,0.0
483,483.0,100.0,0.0
484,484.0,100.0,0.0
485,485.0,100.0,0.0
486,486.0,0.0,0.0
487,487.0,0.0,0.0
488,488.0,1000.0,0.0
489,489.0,0.0,0.0
490,490.0,0.0,0.0
491,491.0,5000.0,0.0
492,492.0,100.0,0.0
493,493.0,1000.0,0.0
494,494.0,3000.0,0.0
495,495.0,1000.0,0.0
496,496.0,100.0,0.0
497,497.0,0.0,0.0
498,498.0,0.0,0.0
499,499.0,0.0,0.0
500,500.0,0.0,0.0
501,501.0,0.0,0.0
502,502.0,0.0,0.0
503,503.0,0.0,0.0
504,504.0,100.0,0.0
505,505.0,3000.0,0.0
506,506.0,0.0,0.0
507,507.0,1000.0,0.0
508,508.0,100.0,0.0
509,509.0,3000.0,0.0
510,510.0,100.0,0.0
511,511.0,100.0,0.0
512,512.0,0.0,0.0
513,513.0,0.0,0.0
514,514.0,1000.0,0.0
515,515.0,0.0,0.0
516,516.0,0.0,0.0
517,517.0,1000.0,0.0
518,518.0,3000.0,0.0
519,519.0,3000.0,0.0
520,520.0,100.0,0.0
521,521.0,0.0,0.0
522,522.0,1000.0,0.0
523,523.0,1000.0,0.0
524,524.0,0.0,0.0
525,525.0,0.0,0.0
526,526.0,1000.0,0.0
527,527.0,0.0,0.0
528,528.0,5000.0,0.0
529,529.0,100.0,0.0
530,530.0,0.0,0.0
531,531.0,3000.0,0.0
532,532.0,0.0,0.0
533,533.0,5000.0,0.0
534,534.0,100.0,0.0
535,535.0,100.0,0.0
536,536.0,5000.0,0.0
537,537.0,5000.0,0.0
538,538.0,0.0,0.0
539,539.0,100.0,0.0
540,540.0,3000.0,0.0
541,541.0,1000.0,0.0
542,542.0,100.0,0.0
543,543.0,0.0,0.0
544,544.0,0.0,0.0
545,545.0,100.0,0.0
546,546.0,0.0,0.0
547,547.0,1000.0,0.0
548,548.0,0.0,0.0
549,549.0,0.0,0.0
550,550.0,1000.0,0.0
551,551.0,0.0,0.0
552,552.0,0.0,0.0
553,553.0,100.0,0.0
554,554.0,100.0,0.0
555,555.0,100.0,0.0
556,556.0,1000.0,0.0
557,557.0,1000.0,0.0
558,558.0,100.0,0.0
559,559.0,100.0,0.0
560,560.0,100.0,0.0
561,561.0,100.0,0.0
562,562.0,100.0,0.0
563,563.0,100.0,0.0
564,564.0,100.0,0.0
565,565.0,3000.0,0.0
566,566.0,3000.0,0.0
567,567.0,0.0,0.0
568,568.0,0.0,0.0
569,569.0,0.0,0.0
570,570.0,0.0,0.0
571,571.0,0.0,0.0
572,572.0,0.0,0.0
573,573.0,0.0,0.0
574,574.0,100.0,0.0
575,575.0,0.0,0.0
576,0.0,0.0,1.0
577,1.0,100.0,1.0
578,2.0,100.0,1.0
579,3.0,100.0,1.0
580,4.0,1000.0,1.0
581,5.0,1000.0,1.0
582,6.0,100.0,1.0
583,7.0,100.0,1.0
584,8.0,100.0,1.0
585,9.0,100.0,1.0
586,10.0,100.0,1.0
587,11.0,100.0,1.0
588,12.0,100.0,1.0
589,13.0,3000.0,1.0
590,14.0,3000.0,1.0
591,15.0,0.0,1.0
592,16.0,0.0,1.0
593,17.0,0.0,1.0
594,18.0,0.0,1.0
595,19.0,0.0,1.0
596,20.0,0.0,1.0
597,21.0,0.0,1.0
598,22.0,100.0,1.0
599,23.0,0.0,1.0
600,24.0,0.0,1.0
601,25.0,0.0,1.0
602,26.0,0.0,1.0
603,27.0,0.0,1.0
604,28.0,0.0,1.0
605,29.0,100.0,1.0
606,30.0,1000.0,1.0
607,31.0,100.0,1.0
608,32.0,100.0,1.0
609,33.0,100.0,1.0
610,34.0,100.0,1.0
611,35.0,5000.0,1.0
612,36.0,100.0,1.0
613,37.0,3000.0,1.0
614,38.0,0.0,1.0
615,39.0,100.0,1.0
616,40.0,1000.0,1.0
617,41.0,1000.0,1.0
618,42.0,0.0,1.0
619,43.0,0.0,1.0
620,44.0,1000.0,1.0
621,45.0,0.0,1.0
622,46.0,0.0,1.0
623,47.0,0.0,1.0
624,48.0,0.0,1.0
625,49.0,0.0,1.0
626,50.0,0.0,1.0
627,51.0,5000.0,1.0
628,52.0,100.0,1.0
629,53.0,100.0,1.0
630,54.0,5000.0,1.0
631,55.0,100.0,1.0
632,56.0,100.0,1.0
633,57.0,100.0,1.0
634,58.0,1000.0,1.0
635,59.0,5000.0,1.0
636,60.0,100.0,1.0
637,61.0,100.0,1.0
638,62.0,0.0,1.0
639,63.0,3000.0,1.0
640,64.0,0.0,1.0
641,65.0,0.0,1.0
642,66.0,0.0,1.0
643,67.0,0.0,1.0
644,68.0,1000.0,1.0
645,69.0,0.0,1.0
646,70.0,0.0,1.0
647,71.0,1000.0,1.0
648,72.0,0.0,1.0
649,73.0,0.0,1.0
650,74.0,0.0,1.0
651,75.0,0.0,1.0
652,76.0,100.0,1.0
653,77.0,5000.0,1.0
654,78.0,100.0,1.0
655,79.0,3000.0,1.0
656,80.0,100.0,1.0
657,81.0,1000.0,1.0
658,82.0,1000.0,1.0
659,83.0,1000.0,1.0
660,84.0,100.0,1.0
661,85.0,5000.0,1.0
662,86.0,0.0,1.0
663,87.0,100.0,1.0
664,88.0,3000.0,1.0
665,89.0,0.0,1.0
666,90.0,0.0,1.0
667,91.0,0.0,1.0
668,92.0,0.0,1.0
669,93.0,0.0,1.0
670,94.0,0.0,1.0
671,95.0,100.0,1.0
672,96.0,1000.0,1.0
673,97.0,0.0,1.0
674,98.0,0.0,1.0
675,99.0,0.0,1.0
676,100.0,0.0,1.0
677,101.0,0.0,1.0
678,102.0,0.0,1.0
679,103.0,1000.0,1.0
680,104.0,5000.0,1.0
681,105.0,0.0,1.0
682,106.0,1000.0,1.0
683,107.0,100.0,1.0
684,108.0,0.0,1.0
685,109.0,3000.0,1.0
686,110.0,1000.0,1.0
687,111.0,5000.0,1.0
688,112.0,3000.0,1.0
689,113.0,1000.0,1.0
690,114.0,0.0,1.0
691,115.0,0.0,1.0
692,116.0,0.0,1.0
693,117.0,0.0,1.0
694,118.0,0.0,1.0
695,119.0,1000.0,1.0
696,120.0,0.0,1.0
697,121.0,0.0,1.0
698,122.0,0.0,1.0
699,123.0,0.0,1.0
700,124.0,0.0,1.0
701,125.0,0.0,1.0
702,126.0,100.0,1.0
703,127.0,0.0,1.0
704,128.0,100.0,1.0
705,129.0,1000.0,1.0
706,130.0,100.0,1.0
707,131.0,1000.0,1.0
708,132.0,100.0,1.0
709,133.0,5000.0,1.0
710,134.0,5000.0,1.0
711,135.0,1000.0,1.0
712,136.0,0.0,1.0
713,137.0,1000.0,1.0
714,138.0,0.0,1.0
715,139.0,1000.0,1.0
716,140.0,0.0,1.0
717,141.0,0.0,1.0
718,142.0,0.0,1.0
719,143.0,1000.0,1.0
720,144.0,0.0,1.0
721,145.0,0.0,1.0
722,146.0,0.0,1.0
723,147.0,0.0,1.0
724,148.0,0.0,1.0
725,149.0,0.0,1.0
726,150.0,5000.0,1.0
727,151.0,1000.0,1.0
728,152.0,100.0,1.0
729,153.0,3000.0,1.0
730,154.0,100.0,1.0
731,155.0,100.0,1.0
732,156.0,1000.0,1.0
733,157.0,100.0,1.0
734,158.0,0.0,1.0
735,159.0,0.0,1.0
736,160.0,0.0,1.0
737,161.0,100.0,1.0
738,162.0,3000.0,1.0
739,163.0,1000.0,1.0
740,164.0,0.0,1.0
741,165.0,0.0,1.0
742,166.0,0.0,1.0
743,167.0,3000.0,1.0
744,168.0,3000.0,1.0
745,169.0,0.0,1.0
746,170.0,0.0,1.0
747,171.0,0.0,1.0
748,172.0,0.0,1.0
749,173.0,0.0,1.0
750,174.0,3000.0,1.0
751,175.0,100.0,1.0
752,176.0,100.0,1.0
753,177.0,100.0,1.0
754,178.0,100.0,1.0
755,179.0,100.0,1.0
756,180.0,5000.0,1.0
757,181.0,1000.0,1.0
758,182.0,1000.0,1.0
759,183.0,0.0,1.0
760,184.0,0.0,1.0
761,185.0,0.0,1.0
762,186.0,3000.0,1.0
763,187.0,0.0,1.0
764,188.0,0.0,1.0
765,189.0,0.0,1.0
766,190.0,3000.0,1.0
767,191.0,3000.0,1.0
768,192.0,0.0,1.0
769,193.0,0.0,1.0
770,194.0,0.0,1.0
771,195.0,0.0,1.0
772,196.0,1000.0,1.0
773,197.0,1000.0,1.0
774,198.0,1000.0,1.0
775,199.0,100.0,1.0
776,200.0,100.0,1.0
777,201.0,3000.0,1.0
778,202.0,1000.0,1.0
779,203.0,100.0,1.0
780,204.0,1000.0,1.0
781,205.0,3000.0,1.0
782,206.0,0.0,1.0
783,207.0,0.0,1.0
784,208.0,0.0,1.0
785,209.0,0.0,1.0
786,210.0,0.0,1.0
787,211.0,0.0,1.0
788,212.0,0.0,1.0
789,213.0,3000.0,1.0
790,214.0,5000.0,1.0
791,215.0,0.0,1.0
792,216.0,1000.0,1.0
793,217.0,0.0,1.0
794,218.0,100.0,1.0
795,219.0,100.0,1.0
796,220.0,1000.0,1.0
797,221.0,5000.0,1.0
798,222.0,3000.0,1.0
799,223.0,3000.0,1.0
800,224.0,100.0,1.0
801,225.0,100.0,1.0
802,226.0,100.0,1.0
803,227.0,100.0,1.0
804,228.0,1000.0,1.0
805,229.0,0.0,1.0
806,230.0,0.0,1.0
807,231.0,0.0,1.0
808,232.0,0.0,1.0
809,233.0,0.0,1.0
810,234.0,0.0,1.0
811,235.0,0.0,1.0
812,236.0,1000.0,1.0
813,237.0,3000.0,1.0
814,238.0,100.0,1.0
815,239.0,1000.0,1.0
816,240.0,1000.0,1.0
817,241.0,0.0,1.0
818,242.0,100.0,1.0
819,243.0,100.0,1.0
820,244.0,5000.0,1.0
821,245.0,5000.0,1.0
822,246.0,3000.0,1.0
823,247.0,100.0,1.0
824,248.0,100.0,1.0
825,249.0,1000.0,1.0
826,250.0,100.0,1.0
827,251.0,5000.0,1.0
828,252.0,100.0,1.0
829,253.0,0.0,1.0
830,254.0,0.0,1.0
831,255.0,0.0,1.0
832,256.0,0.0,1.0
833,257.0,0.0,1.0
834,258.0,0.0,1.0
835,259.0,0.0,1.0
836,260.0,3000.0,1.0
837,261.0,100.0,1.0
838,262.0,100.0,1.0
839,263.0,100.0,1.0
840,264.0,3000.0,1.0
841,265.0,1000.0,1.0
842,266.0,100.0,1.0
843,267.0,3000.0,1.0
844,268.0,100.0,1.0
845,269.0,100.0,1.0
846,270.0,100.0,1.0
847,271.0,1000.0,1.0
848,272.0,100.0,1.0
849,273.0,0.0,1.0
850,274.0,3000.0,1.0
851,275.0,100.0,1.0
852,276.0,100.0,1.0
853,277.0,0.0,1.0
854,278.0,0.0,1.0
855,279.0,0.0,1.0
856,280.0,0.0,1.0
857,281.0,0.0,1.0
858,282.0,0.0,1.0
859,283.0,0.0,1.0
860,284.0,5000.0,1.0
861,285.0,100.0,1.0
862,286.0,100.0,1.0
863,287.0,3000.0,1.0
864,288.0,1000.0,1.0
865,289.0,1000.0,1.0
866,290.0,100.0,1.0
867,291.0,100.0,1.0
868,292.0,100.0,1.0
869,293.0,100.0,1.0
870,294.0,0.0,1.0
871,295.0,1000.0,1.0
872,296.0,100.0,1.0
873,297.0,0.0,1.0
874,298.0,1000.0,1.0
875,299.0,100.0,1.0
876,300.0,100.0,1.0
877,301.0,0.0,1.0
878,302.0,5000.0,1.0
879,303.0,0.0,1.0
880,304.0,0.0,1.0
881,305.0,0.0,1.0
882,306.0,0.0,1.0
883,307.0,0.0,1.0
884,308.0,5000.0,1.0
885,309.0,3000.0,1.0
886,310.0,0.0,1.0
887,311.0,100.0,1.0
888,312.0,0.0,1.0
889,313.0,1000.0,1.0
890,314.0,0.0,1.0
891,315.0,0.0,1.0
892,316.0,5000.0,1.0
893,317.0,100.0,1.0
894,318.0,100.0,1.0
895,319.0,0.0,1.0
896,320.0,5000.0,1.0
897,321.0,1000.0,1.0
898,322.0,1000.0,1.0
899,323.0,100.0,1.0
900,324.0,100.0,1.0
901,325.0,0.0,1.0
902,326.0,1000.0,1.0
903,327.0,0.0,1.0
904,328.0,0.0,1.0
905,329.0,0.0,1.0
906,330.0,0.0,1.0
907,331.0,3000.0,1.0
908,332.0,100.0,1.0
909,333.0,3000.0,1.0
910,334.0,1000.0,1.0
911,335.0,3000.0,1.0
912,336.0,0.0,1.0
913,337.0,0.0,1.0
914,338.0,0.0,1.0
915,339.0,100.0,1.0
916,340.0,100.0,1.0
917,341.0,100.0,1.0
918,342.0,100.0,1.0
919,343.0,3000.0,1.0
920,344.0,1000.0,1.0
921,345.0,3000.0,1.0
922,346.0,3000.0,1.0
923,347.0,3000.0,1.0
924,348.0,100.0,1.0
925,349.0,100.0,1.0
926,350.0,0.0,1.0
927,351.0,0.0,1.0
928,352.0,0.0,1.0
929,353.0,1000.0,1.0
930,354.0,1000.0,1.0
931,355.0,100.0,1.0
932,356.0,100.0,1.0
933,357.0,0.0,1.0
934,358.0,100.0,1.0
935,359.0,3000.0,1.0
936,360.0,0.0,1.0
937,361.0,0.0,1.0
938,362.0,0.0,1.0
939,363.0,100.0,1.0
940,364.0,100.0,1.0
941,365.0,3000.0,1.0
942,366.0,100.0,1.0
943,367.0,100.0,1.0
944,368.0,3000.0,1.0
945,369.0,0.0,1.0
946,370.0,0.0,1.0
947,371.0,3000.0,1.0
948,372.0,5000.0,1.0
949,373.0,100.0,1.0
950,374.0,0.0,1.0
951,375.0,0.0,1.0
952,376.0,100.0,1.0
953,377.0,1000.0,1.0
954,378.0,3000.0,1.0
955,379.0,5000.0,1.0
956,380.0,1000.0,1.0
957,381.0,100.0,1.0
958,382.0,1000.0,1.0
959,383.0,1000.0,1.0
960,384.0,0.0,1.0
961,385.0,0.0,1.0
962,386.0,100.0,1.0
963,387.0,100.0,1.0
964,388.0,5000.0,1.0
965,389.0,1000.0,1.0
966,390.0,100.0,1.0
967,391.0,100.0,1.0
968,392.0,1000.0,1.0
969,393.0,0.0,1.0
970,394.0,0.0,1.0
971,395.0,100.0,1.0
972,396.0,0.0,1.0
973,397.0,100.0,1.0
974,398.0,100.0,1.0
