,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,ids,time,Daylight,Daylight2
89,89,89,89,89,89,0,2,2
90,90,90,90,90,90,0,2,2
91,91,91,91,91,91,0,2,2
92,92,92,92,92,92,0,2,2
93,93,93,93,93,93,0,1,2
94,94,94,94,94,94,0,1,2
95,95,95,95,95,95,0,2,2
96,96,96,96,96,96,0,1,2
97,97,97,97,97,97,0,2,2
98,98,98,98,98,98,0,2,2
99,99,99,99,99,99,0,1,2
100,100,100,100,100,100,0,2,2
101,101,101,101,101,101,0,2,2
102,102,102,102,102,102,0,2,2
103,103,103,103,103,103,0,1,2
104,104,104,104,104,104,0,2,2
105,105,105,105,105,105,0,1,2
106,106,106,106,106,106,0,2,2
107,107,107,107,107,107,0,2,2
108,108,108,108,108,108,0,2,2
109,109,109,109,109,109,0,1,2
110,110,110,110,110,110,0,2,2
111,111,111,111,111,111,0,1,2
112,112,112,112,112,112,0,2,2
113,113,113,113,113,113,0,1,2
114,114,114,114,114,114,0,2,2
115,115,115,115,115,115,0,1,2
116,116,116,116,116,116,0,2,2
117,117,117,117,117,117,0,1,2
118,118,118,118,118,118,0,2,2
119,119,119,119,119,119,0,2,2
120,120,120,120,120,120,0,1,2
121,121,121,121,121,121,0,1,2
122,122,122,122,122,122,0,2,2
123,123,123,123,123,123,0,2,2
124,124,124,124,124,124,0,2,2
125,125,125,125,125,125,0,2,2
126,126,126,126,126,126,0,1,2
127,127,127,127,127,127,0,2,2
128,128,128,128,128,128,0,2,2
129,129,129,129,129,129,0,2,2
130,130,130,130,130,130,0,2,2
131,131,131,131,131,131,0,1,2
132,132,132,132,132,132,0,2,2
133,133,133,133,133,133,0,2,2
134,134,134,134,134,134,0,2,2
135,135,135,135,135,135,0,2,2
136,136,136,136,136,136,0,2,2
137,137,137,137,137,137,0,2,2
138,138,138,138,138,138,0,2,2
139,139,139,139,139,139,0,2,2
140,140,140,140,140,140,0,2,2
141,141,141,141,141,141,0,2,2
142,142,142,142,142,142,0,2,2
143,143,143,143,143,143,0,2,2
144,144,144,144,144,144,0,1,2
145,145,145,145,145,145,0,2,2
146,146,146,146,146,146,0,2,2
147,147,147,147,147,147,0,2,2
148,148,148,148,148,148,0,2,2
149,149,149,149,149,149,0,1,2
150,150,150,150,150,150,0,2,2
151,151,151,151,151,151,0,2,2
152,152,152,152,152,152,0,2,2
153,153,153,153,153,153,0,1,2
154,154,154,154,154,154,0,1,2
155,155,155,155,155,155,0,2,2
156,156,156,156,156,156,0,1,2
157,157,157,157,157,157,0,2,2
158,158,158,158,158,158,0,1,2
159,159,159,159,159,159,0,2,2
160,160,160,160,160,160,0,2,2
161,161,161,161,161,161,0,1,2
162,162,162,162,162,162,0,2,2
163,163,163,163,163,163,0,2,2
164,164,164,164,164,164,0,2,2
165,165,165,165,165,165,0,1,2
166,166,166,166,166,166,0,1,2
167,167,167,167,167,167,0,2,2
168,168,168,168,168,168,0,2,2
169,169,169,169,169,169,0,1,2
170,170,170,170,170,170,0,2,2
171,171,171,171,171,171,0,1,2
172,172,172,172,172,172,0,2,2
173,173,173,173,173,173,0,2,2
174,174,174,174,174,174,0,2,2
175,175,175,175,175,175,0,2,2
176,176,176,176,176,176,0,2,2
177,177,177,177,177,177,0,2,2
178,178,178,178,178,178,0,2,2
179,179,179,179,179,179,0,2,2
180,180,180,180,180,180,0,2,2
181,181,181,181,181,181,0,1,2
182,182,182,182,182,182,0,2,2
183,183,183,183,183,183,0,1,2
184,184,184,184,184,184,0,2,2
185,185,185,185,185,185,0,2,2
186,186,186,186,186,186,0,2,2
187,187,187,187,187,187,0,2,2
188,188,188,188,188,188,0,2,2
189,189,189,189,189,189,0,2,2
190,190,190,190,190,190,0,2,2
191,191,191,191,191,191,0,1,2
192,192,192,192,192,192,0,2,2
193,193,193,193,193,193,0,1,2
194,194,194,194,194,194,0,1,2
195,195,195,195,195,195,0,2,2
196,196,196,196,196,196,0,1,2
197,197,197,197,197,197,0,2,2
198,198,198,198,198,198,0,1,2
199,199,199,199,199,199,0,2,2
200,200,200,200,200,200,0,2,2
201,201,201,201,201,201,0,2,2
202,202,202,202,202,202,0,2,2
203,203,203,203,203,203,0,2,2
204,204,204,204,204,204,0,1,2
205,205,205,205,205,205,0,1,2
206,206,206,206,206,206,0,2,2
207,207,207,207,207,207,0,1,2
208,208,208,208,208,208,0,2,2
209,209,209,209,209,209,0,1,2
210,210,210,210,210,210,0,2,2
211,211,211,211,211,211,0,2,2
212,212,212,212,212,212,0,2,2
213,213,213,213,213,213,0,2,2
214,214,214,214,214,214,0,1,2
215,215,215,215,215,215,0,2,1
216,216,216,216,216,216,0,1,1
217,217,217,217,217,217,0,2,1
218,218,218,218,218,218,0,1,1
219,219,219,219,219,219,0,2,1
220,220,220,220,220,220,0,2,1
221,221,221,221,221,221,0,2,1
222,222,222,222,222,222,0,1,1
223,223,223,223,223,223,0,2,1
224,224,224,224,224,224,0,1,1
225,225,225,225,225,225,0,2,1
226,226,226,226,226,226,0,1,1
227,227,227,227,227,227,0,2,1
228,228,228,228,228,228,0,1,1
229,229,229,229,229,229,0,2,1
230,230,230,230,230,230,0,2,1
231,231,231,231,231,231,0,2,1
232,232,232,232,232,232,0,1,1
233,233,233,233,233,233,0,2,1
234,234,234,234,234,234,0,2,1
235,235,235,235,235,235,0,2,1
236,236,236,236,236,236,0,2,1
237,237,237,237,237,237,0,2,1
238,238,238,238,238,238,0,2,1
239,239,239,239,239,239,0,2,1
240,240,240,240,240,240,0,2,1
241,241,241,241,241,241,0,2,1
242,242,242,242,242,242,0,1,1
243,243,243,243,243,243,0,1,1
244,244,244,244,244,244,0,2,1
245,245,245,245,245,245,0,2,1
246,246,246,246,246,246,0,2,1
247,247,247,247,247,247,0,2,1
248,248,248,248,248,248,0,2,1
249,249,249,249,249,249,0,2,1
250,250,250,250,250,250,0,1,1
251,251,251,251,251,251,0,2,1
252,252,252,252,252,252,0,2,1
253,253,253,253,253,253,0,1,1
254,254,254,254,254,254,0,2,1
255,255,255,255,255,255,0,1,1
256,256,256,256,256,256,0,2,1
257,257,257,257,257,257,0,1,1
258,258,258,258,258,258,0,2,1
259,259,259,259,259,259,0,2,1
260,260,260,260,260,260,0,2,1
261,261,261,261,261,261,0,2,1
262,262,262,262,262,262,0,2,1
263,263,263,263,263,263,0,2,1
264,264,264,264,264,264,0,1,1
265,265,265,265,265,265,0,2,1
266,266,266,266,266,266,0,1,1
267,267,267,267,267,267,0,1,1
268,268,268,268,268,268,0,2,1
269,269,269,269,269,269,0,1,1
270,270,270,270,270,270,0,2,1
271,271,271,271,271,271,0,1,1
272,272,272,272,272,272,0,2,1
273,273,273,273,273,273,0,2,1
274,274,274,274,274,274,0,1,1
275,275,275,275,275,275,0,2,1
276,276,276,276,276,276,0,1,1
277,277,277,277,277,277,0,2,1
278,278,278,278,278,278,0,1,1
279,279,279,279,279,279,0,1,1
280,280,280,280,280,280,0,1,1
281,281,281,281,281,281,0,2,1
282,282,282,282,282,282,0,1,1
283,283,283,283,283,283,0,2,1
284,284,284,284,284,284,0,1,1
285,285,285,285,285,285,0,2,1
286,286,286,286,286,286,0,1,1
287,287,287,287,287,287,0,1,1
288,288,288,288,288,288,0,2,1
289,289,289,289,289,289,0,1,1
290,290,290,290,290,290,0,2,1
291,291,291,291,291,291,0,1,1
292,292,292,292,292,292,0,2,1
293,293,293,293,293,293,0,1,1
294,294,294,294,294,294,0,2,1
295,295,295,295,295,295,0,2,1
296,296,296,296,296,296,0,2,1
297,297,297,297,297,297,0,2,1
298,298,298,298,298,298,0,2,1
299,299,299,299,299,299,0,2,1
300,300,300,300,300,300,0,2,1
301,301,301,301,301,301,0,2,1
302,302,302,302,302,302,0,2,1
303,303,303,303,303,303,0,1,1
304,304,304,304,304,304,0,2,1
305,305,305,305,305,305,0,2,1
306,306,306,306,306,306,0,2,1
307,307,307,307,307,307,0,2,1
308,308,308,308,308,308,0,2,1
309,309,309,309,309,309,0,2,1
310,310,310,310,310,310,0,2,1
311,311,311,311,311,311,0,2,1
312,312,312,312,312,312,0,2,1
313,313,313,313,313,313,0,2,1
314,314,314,314,314,314,0,1,1
315,315,315,315,315,315,0,2,1
316,316,316,316,316,316,0,1,1
317,317,317,317,317,317,0,2,1
318,318,318,318,318,318,0,1,1
319,319,319,319,319,319,0,1,1
320,320,320,320,320,320,0,1,1
321,321,321,321,321,321,0,2,1
322,322,322,322,322,322,0,2,1
323,323,323,323,323,323,0,2,1
324,324,324,324,324,324,0,2,1
325,325,325,325,325,325,0,1,1
326,326,326,326,326,326,0,2,1
327,327,327,327,327,327,0,1,1
328,328,328,328,328,328,0,2,1
329,329,329,329,329,329,0,1,1
330,330,330,330,330,330,0,1,1
331,331,331,331,331,331,0,2,1
332,332,332,332,332,332,0,2,1
333,333,333,333,333,333,0,1,1
334,334,334,334,334,334,0,1,1
335,335,335,335,335,335,0,2,1
336,336,336,336,336,336,0,1,1
337,337,337,337,337,337,0,1,1
338,338,338,338,338,338,0,2,1
339,339,339,339,339,339,0,2,1
340,340,340,340,340,340,0,1,1
341,341,341,341,341,341,0,2,1
342,342,342,342,342,342,0,2,1
343,343,343,343,343,343,0,1,1
344,344,344,344,344,344,0,2,1
345,345,345,345,345,345,0,2,1
346,346,346,346,346,346,0,2,1
347,347,347,347,347,347,0,1,1
348,348,348,348,348,348,0,1,1
349,349,349,349,349,349,0,2,1
350,350,350,350,350,350,0,2,1
351,351,351,351,351,351,0,2,1
352,352,352,352,352,352,0,2,1
353,353,353,353,353,353,0,2,1
354,354,354,354,354,354,0,2,1
355,355,355,355,355,355,0,2,1
356,356,356,356,356,356,0,0,1
357,357,357,357,357,357,0,2,1
358,358,358,358,358,358,0,0,1
359,359,359,359,359,359,0,2,1
360,360,360,360,360,360,0,2,1
361,361,361,361,361,361,0,2,1
362,362,362,362,362,362,0,2,1
363,363,363,363,363,363,0,2,1
364,364,364,364,364,364,0,2,1
365,365,365,365,365,365,0,1,1
366,366,366,366,366,366,0,2,1
367,367,367,367,367,367,0,2,1
368,368,368,368,368,368,0,2,1
369,369,369,369,369,369,0,2,1
370,370,370,370,370,370,0,1,1
371,371,371,371,371,371,0,2,1
372,372,372,372,372,372,0,2,1
373,373,373,373,373,373,0,1,1
374,374,374,374,374,374,0,2,1
375,375,375,375,375,375,0,2,1
376,376,376,376,376,376,0,2,1
377,377,377,377,377,377,0,2,1
378,378,378,378,378,378,0,2,1
379,379,379,379,379,379,0,2,1
380,380,380,380,380,380,0,1,1
381,381,381,381,381,381,0,2,1
382,382,382,382,382,382,0,2,1
383,383,383,383,383,383,0,1,1
384,384,384,384,384,384,0,2,1
385,385,385,385,385,385,0,2,1
386,386,386,386,386,386,0,1,1
387,387,387,387,387,387,0,2,1
388,388,388,388,388,388,0,1,1
389,389,389,389,389,389,0,1,1
390,390,390,390,390,390,0,2,1
391,391,391,391,391,391,0,0,1
392,392,392,392,392,392,0,2,1
393,393,393,393,393,393,0,0,1
394,394,394,394,394,394,0,2,1
395,395,395,395,395,395,0,2,1
396,396,396,396,396,396,0,0,1
397,397,397,397,397,397,0,2,1
398,398,398,398,398,398,0,0,1
399,399,399,399,399,399,0,2,1
400,400,400,400,400,400,0,2,1
401,401,401,401,401,401,0,2,1
402,402,402,402,402,402,0,2,1
403,403,403,403,403,403,0,2,1
404,404,404,404,404,404,0,2,1
405,405,405,405,405,405,0,2,1
406,406,406,406,406,406,0,2,1
407,407,407,407,407,407,0,2,1
408,408,408,408,408,408,0,2,1
409,409,409,409,409,409,0,2,1
410,410,410,410,410,410,0,2,1
411,411,411,411,411,411,0,2,1
412,412,412,412,412,412,0,2,1
413,413,413,413,413,413,0,2,1
414,414,414,414,414,414,0,2,1
415,415,415,415,415,415,0,2,1
416,416,416,416,416,416,0,2,1
417,417,417,417,417,417,0,2,1
418,418,418,418,418,418,0,2,1
419,419,419,419,419,419,0,2,1
420,420,420,420,420,420,0,2,1
421,421,421,421,421,421,0,2,1
422,422,422,422,422,422,0,2,1
423,423,423,423,423,423,0,2,1
424,424,424,424,424,424,0,2,1
425,425,425,425,425,425,0,2,1
426,426,426,426,426,426,0,2,1
427,427,427,427,427,427,0,2,1
428,428,428,428,428,428,0,2,1
429,429,429,429,429,429,0,2,1
430,430,430,430,430,430,0,2,1
431,431,431,431,431,431,0,2,1
432,432,432,432,432,432,0,2,1
433,433,433,433,433,433,0,2,1
434,434,434,434,434,434,0,2,1
435,435,435,435,435,435,0,2,1
436,436,436,436,436,436,0,2,1
437,437,437,437,437,437,0,2,1
438,438,438,438,438,438,0,2,1
439,439,439,439,439,439,0,2,1
440,440,440,440,440,440,0,2,1
441,441,441,441,441,441,0,2,1
442,442,442,442,442,442,0,2,1
443,443,443,443,443,443,0,2,1
444,444,444,444,444,444,0,2,1
445,445,445,445,445,445,0,2,1
446,446,446,446,446,446,0,2,1
447,447,447,447,447,447,0,2,1
448,448,448,448,448,448,0,2,1
449,449,449,449,449,449,0,2,1
450,450,450,450,450,450,0,2,1
451,451,451,451,451,451,0,2,1
452,452,452,452,452,452,0,2,1
453,453,453,453,453,453,0,2,1
454,454,454,454,454,454,0,2,1
455,455,455,455,455,455,0,2,1
456,456,456,456,456,456,0,2,1
457,457,457,457,457,457,0,2,1
458,458,458,458,458,458,0,2,1
459,459,459,459,459,459,0,2,1
460,460,460,460,460,460,0,2,1
461,461,461,461,461,461,0,2,1
462,462,462,462,462,462,0,2,1
463,463,463,463,463,463,0,2,1
464,464,464,464,464,464,0,2,1
465,465,465,465,465,465,0,2,1
466,466,466,466,466,466,0,2,1
467,467,467,467,467,467,0,2,1
468,468,468,468,468,468,0,2,1
469,469,469,469,469,469,0,2,1
470,470,470,470,470,470,0,2,1
471,471,471,471,471,471,0,2,1
472,472,472,472,472,472,0,2,1
473,473,473,473,473,473,0,2,1
474,474,474,474,474,474,0,2,1
475,475,475,475,475,475,0,2,1
476,476,476,476,476,476,0,2,1
477,477,477,477,477,477,0,2,1
478,478,478,478,478,478,0,2,1
479,479,479,479,479,479,0,2,0
480,480,480,480,480,480,0,2,0
481,481,481,481,481,481,0,2,0
482,482,482,482,482,482,0,2,0
483,483,483,483,483,483,0,2,0
484,484,484,484,484,484,0,2,0
485,485,485,485,485,485,0,2,0
486,486,486,486,486,486,0,2,0
487,487,487,487,487,487,0,2,0
488,488,488,488,488,488,0,2,0
489,489,489,489,489,489,0,2,0
490,490,490,490,490,490,0,2,0
491,491,491,491,491,491,0,2,0
492,492,492,492,492,492,0,2,0
493,493,493,493,493,493,0,2,0
494,494,494,494,494,494,0,2,0
495,495,495,495,495,495,0,2,0
496,496,496,496,496,496,0,2,0
497,497,497,497,497,497,0,2,0
498,498,498,498,498,498,0,2,0
499,499,499,499,499,499,0,2,0
500,500,500,500,500,500,0,2,0
501,501,501,501,501,501,0,2,0
502,502,502,502,502,502,0,2,0
503,503,503,503,503,503,0,2,0
504,504,504,504,504,504,0,2,0
505,505,505,505,505,505,0,2,0
506,506,506,506,506,506,0,2,0
507,507,507,507,507,507,0,2,0
508,508,508,508,508,508,0,2,0
509,509,509,509,509,509,0,2,0
510,510,510,510,510,510,0,2,0
511,511,511,511,511,511,0,2,0
512,512,512,512,512,512,0,2,0
513,513,513,513,513,513,0,2,0
514,514,514,514,514,514,0,2,0
515,515,515,515,515,515,0,2,0
516,516,516,516,516,516,0,2,0
517,517,517,517,517,517,0,2,0
518,518,518,518,518,518,0,2,0
519,519,519,519,519,519,0,2,0
520,520,520,520,520,520,0,2,0
521,521,521,521,521,521,0,2,0
522,522,522,522,522,522,0,2,0
523,523,523,523,523,523,0,2,0
524,524,524,524,524,524,0,2,0
525,525,525,525,525,525,0,2,0
526,526,526,526,526,526,0,2,0
527,527,527,527,527,527,0,2,0
528,528,528,528,528,528,0,2,0
529,529,529,529,529,529,0,2,0
530,530,530,530,530,530,0,2,0
531,531,531,531,531,531,0,2,0
532,532,532,532,532,532,0,2,0
533,533,533,533,533,533,0,2,0
534,534,534,534,534,534,0,2,0
535,535,535,535,535,535,0,2,0
536,536,536,536,536,536,0,2,0
537,537,537,537,537,537,0,2,0
538,538,538,538,538,538,0,2,0
539,539,539,539,539,539,0,2,0
540,540,540,540,540,540,0,2,0
541,541,541,541,541,541,0,2,0
542,542,542,542,542,542,0,2,0
543,543,543,543,543,543,0,2,0
544,544,544,544,544,544,0,2,0
545,545,545,545,545,545,0,2,0
546,546,546,546,546,546,0,2,0
547,547,547,547,547,547,0,2,0
548,548,548,548,548,548,0,2,0
549,549,549,549,549,549,0,2,0
550,550,550,550,550,550,0,2,0
551,551,551,551,551,551,0,2,0
552,552,552,552,552,552,0,2,0
553,553,553,553,553,553,0,2,0
554,554,554,554,554,554,0,2,0
555,555,555,555,555,555,0,2,0
556,556,556,556,556,556,0,2,0
557,557,557,557,557,557,0,2,0
558,558,558,558,558,558,0,2,0
559,559,559,559,559,559,0,2,0
560,560,560,560,560,560,0,2,0
561,561,561,561,561,561,0,2,0
562,562,562,562,562,562,0,2,0
563,563,563,563,563,563,0,2,0
564,564,564,564,564,564,0,2,0
565,565,565,565,565,565,0,2,0
566,566,566,566,566,566,0,2,0
567,567,567,567,567,567,0,2,0
568,568,568,568,568,568,0,2,0
569,569,569,569,569,569,0,2,0
570,570,570,570,570,570,0,2,0
571,571,571,571,571,571,0,2,0
572,572,572,572,572,572,0,2,0
573,573,573,573,573,573,0,2,0
574,574,574,574,574,574,0,2,0
575,575,575,575,575,575,0,2,0
576,576,576,576,576,0,1,2,2
577,577,577,577,577,1,1,1,2
578,578,578,578,578,2,1,2,2
579,579,579,579,579,3,1,2,2
580,580,580,580,580,4,1,2,1
581,581,581,581,581,5,1,2,1
582,582,582,582,582,6,1,2,1
583,583,583,583,583,7,1,2,1
584,584,584,584,584,8,1,2,1
585,585,585,585,585,9,1,2,1
586,586,586,586,586,10,1,2,1
587,587,587,587,587,11,1,2,1
588,588,588,588,588,12,1,2,1
589,589,589,589,589,13,1,2,1
590,590,590,590,590,14,1,2,1
591,591,591,591,591,15,1,2,1
592,592,592,592,592,16,1,2,1
593,593,593,593,593,17,1,2,1
594,594,594,594,594,18,1,2,1
595,595,595,595,595,19,1,2,1
596,596,596,596,596,20,1,2,1
597,597,597,597,597,21,1,2,1
598,598,598,598,598,22,1,2,1
599,599,599,599,599,23,1,2,1
600,600,600,600,600,24,1,1,1
601,601,601,601,601,25,1,2,1
602,602,602,602,602,26,1,2,1
603,603,603,603,603,27,1,1,1
604,604,604,604,604,28,1,2,1
605,605,605,605,605,29,1,1,1
606,606,606,606,606,30,1,2,1
607,607,607,607,607,31,1,1,1
608,608,608,608,608,32,1,2,1
609,609,609,609,609,33,1,1,1
610,610,610,610,610,34,1,2,1
611,611,611,611,611,35,1,2,1
612,612,612,612,612,36,1,1,1
613,613,613,613,613,37,1,2,1
614,614,614,614,614,38,1,2,1
615,615,615,615,615,39,1,1,1
616,616,616,616,616,40,1,1,1
617,617,617,617,617,41,1,2,1
618,618,618,618,618,42,1,1,1
619,619,619,619,619,43,1,2,1
620,620,620,620,620,44,1,2,1
621,621,621,621,621,45,1,2,1
622,622,622,622,622,46,1,2,1
623,623,623,623,623,47,1,2,1
624,624,624,624,624,48,1,2,1
625,625,625,625,625,49,1,2,1
626,626,626,626,626,50,1,2,1
627,627,627,627,627,51,1,2,1
628,628,628,628,628,52,1,2,1
629,629,629,629,629,53,1,2,1
630,630,630,630,630,54,1,2,1
631,631,631,631,631,55,1,2,1
632,632,632,632,632,56,1,2,1
633,633,633,633,633,57,1,2,1
634,634,634,634,634,58,1,2,1
635,635,635,635,635,59,1,2,1
636,636,636,636,636,60,1,2,1
637,637,637,637,637,61,1,2,1
638,638,638,638,638,62,1,2,1
639,639,639,639,639,63,1,2,1
640,640,640,640,640,64,1,2,1
641,641,641,641,641,65,1,1,1
642,642,642,642,642,66,1,1,1
643,643,643,643,643,67,1,2,1
644,644,644,644,644,68,1,2,1
645,645,645,645,645,69,1,1,1
646,646,646,646,646,70,1,2,1
647,647,647,647,647,71,1,1,1
648,648,648,648,648,72,1,2,1
649,649,649,649,649,73,1,1,1
650,650,650,650,650,74,1,2,1
651,651,651,651,651,75,1,1,1
652,652,652,652,652,76,1,2,1
653,653,653,653,653,77,1,2,1
654,654,654,654,654,78,1,1,1
655,655,655,655,655,79,1,2,1
656,656,656,656,656,80,1,2,1
657,657,657,657,657,81,1,1,1
658,658,658,658,658,82,1,2,1
659,659,659,659,659,83,1,2,1
660,660,660,660,660,84,1,2,1
661,661,661,661,661,85,1,2,1
662,662,662,662,662,86,1,2,1
663,663,663,663,663,87,1,2,1
664,664,664,664,664,88,1,2,1
665,665,665,665,665,89,1,2,1
666,666,666,666,666,90,1,2,1
667,667,667,667,667,91,1,2,1
668,668,668,668,668,92,1,2,1
669,669,669,669,669,93,1,2,1
670,670,670,670,670,94,1,2,1
671,671,671,671,671,95,1,2,1
672,672,672,672,672,96,1,2,1
673,673,673,673,673,97,1,2,1
674,674,674,674,674,98,1,2,1
675,675,675,675,675,99,1,2,1
676,676,676,676,676,100,1,2,1
677,677,677,677,677,101,1,2,1
678,678,678,678,678,102,1,2,1
679,679,679,679,679,103,1,2,1
680,680,680,680,680,104,1,1,1
681,681,681,681,681,105,1,2,1
682,682,682,682,682,106,1,1,1
683,683,683,683,683,107,1,2,1
684,684,684,684,684,108,1,2,1
685,685,685,685,685,109,1,1,1
686,686,686,686,686,110,1,2,1
687,687,687,687,687,111,1,2,1
688,688,688,688,688,112,1,1,1
689,689,689,689,689,113,1,2,1
690,690,690,690,690,114,1,1,1
691,691,691,691,691,115,1,2,1
692,692,692,692,692,116,1,0,1
693,693,693,693,693,117,1,2,1
694,694,694,694,694,118,1,0,1
695,695,695,695,695,119,1,2,1
696,696,696,696,696,120,1,2,1
697,697,697,697,697,121,1,2,1
698,698,698,698,698,122,1,1,1
699,699,699,699,699,123,1,2,1
700,700,700,700,700,124,1,2,1
701,701,701,701,701,125,1,2,1
702,702,702,702,702,126,1,2,1
703,703,703,703,703,127,1,2,1
704,704,704,704,704,128,1,2,1
705,705,705,705,705,129,1,2,1
706,706,706,706,706,130,1,2,1
707,707,707,707,707,131,1,1,1
708,708,708,708,708,132,1,2,1
709,709,709,709,709,133,1,2,1
710,710,710,710,710,134,1,0,1
711,711,711,711,711,135,1,2,1
712,712,712,712,712,136,1,2,1
713,713,713,713,713,137,1,2,1
714,714,714,714,714,138,1,2,1
715,715,715,715,715,139,1,2,1
716,716,716,716,716,140,1,2,1
717,717,717,717,717,141,1,2,1
718,718,718,718,718,142,1,2,1
719,719,719,719,719,143,1,2,1
720,720,720,720,720,144,1,2,1
721,721,721,721,721,145,1,2,1
722,722,722,722,722,146,1,1,1
723,723,723,723,723,147,1,2,1
724,724,724,724,724,148,1,1,1
725,725,725,725,725,149,1,2,1
726,726,726,726,726,150,1,2,1
727,727,727,727,727,151,1,2,1
728,728,728,728,728,152,1,0,1
729,729,729,729,729,153,1,2,1
730,730,730,730,730,154,1,2,1
731,731,731,731,731,155,1,2,1
732,732,732,732,732,156,1,2,1
733,733,733,733,733,157,1,2,1
734,734,734,734,734,158,1,0,1
735,735,735,735,735,159,1,2,1
736,736,736,736,736,160,1,2,1
737,737,737,737,737,161,1,2,1
738,738,738,738,738,162,1,1,1
739,739,739,739,739,163,1,2,1
740,740,740,740,740,164,1,1,1
741,741,741,741,741,165,1,2,1
742,742,742,742,742,166,1,2,1
743,743,743,743,743,167,1,2,1
744,744,744,744,744,168,1,2,1
745,745,745,745,745,169,1,0,1
746,746,746,746,746,170,1,2,1
747,747,747,747,747,171,1,2,1
748,748,748,748,748,172,1,2,1
749,749,749,749,749,173,1,2,1
750,750,750,750,750,174,1,2,1
751,751,751,751,751,175,1,2,1
752,752,752,752,752,176,1,0,1
753,753,753,753,753,177,1,2,1
754,754,754,754,754,178,1,2,1
755,755,755,755,755,179,1,2,1
756,756,756,756,756,180,1,2,1
757,757,757,757,757,181,1,1,1
758,758,758,758,758,182,1,2,1
759,759,759,759,759,183,1,2,1
760,760,760,760,760,184,1,2,1
761,761,761,761,761,185,1,2,1
762,762,762,762,762,186,1,2,1
763,763,763,763,763,187,1,2,1
764,764,764,764,764,188,1,2,1
765,765,765,765,765,189,1,2,1
766,766,766,766,766,190,1,2,1
767,767,767,767,767,191,1,2,0
768,768,768,768,768,192,1,2,0
769,769,769,769,769,193,1,0,0
