Longitude,Latitude,Type
-113.2824141,26.15517486,No Navigation
-113.130343,25.60854104,No Navigation
-113.1331686,22.00204613,No Navigation
-113.0762913,23.93013762,No Navigation
-112.9400764,23.37575194,No Navigation
-112.9525113,22.85400422,No Navigation
-112.9488168,22.47284491,No Navigation
-112.9302467,27.0536839,No Navigation
-112.745805,16.68739566,No Navigation
-112.8000179,26.61158379,No Navigation
-112.7957534,26.17162252,No Navigation
-112.6638594,25.55771341,No Navigation
-112.6121935,21.743326,No Navigation
-112.4881958,17.17982905,No Navigation
-112.5499107,23.54685863,No Navigation
-112.41113,22.72220689,No Navigation
-112.6317921,22.24938468,No Navigation
-112.4264204,27.04828893,No Navigation
-112.3436739,25.00816086,No Navigation
-112.4001811,23.25844596,No Navigation
-112.2555465,21.33011185,No Navigation
-112.4517809,16.67130653,No Navigation
-112.2963132,26.61873452,No Navigation
-112.2921546,26.18969087,No Navigation
-112.1620474,25.76013646,No Navigation
-112.0753743,21.6907341,No Navigation
-112.1162742,22.66195612,No Navigation
-111.9226266,27.04624586,No Navigation
-111.9059919,25.33007128,No Navigation
-111.9371048,24.79185135,No Navigation
-111.8757093,22.20587378,No Navigation
-111.8466268,20.72136787,No Navigation
-111.7925194,26.61669145,No Navigation
-111.7883608,26.18764781,No Navigation
-111.6646352,21.43567446,No Navigation
-111.6582536,25.7580934,No Navigation
-111.5546819,24.35375985,No Navigation
-111.4188328,27.0442028,No Navigation
-111.4021981,25.32802822,No Navigation
-111.3980394,24.89898457,No Navigation
-111.4323361,21.94062649,No Navigation
-111.3578335,20.75100402,No Navigation
-111.2887256,26.61464839,No Navigation
-111.284567,26.18560474,No Navigation
-111.1748077,21.35860835,No Navigation
-111.1544598,25.75605033,No Navigation
-111.1169971,23.40697678,No Navigation
-111.0790096,24.46866401,No Navigation
-111.0748704,24.04163151,No Navigation
-110.9701951,22.98748447,No Navigation
-110.8017568,8.85833875,No Navigation
-110.915039,27.04215973,No Navigation
-110.8984043,25.32598515,No Navigation
-110.8942456,24.89694151,No Navigation
-111.0001507,20.88060776,No Navigation
-110.7849319,26.61260532,No Navigation
-110.7807732,26.18356168,No Navigation
-110.6506661,25.75400727,No Navigation
-110.6298727,23.60878904,No Navigation
-110.5752158,24.46662095,No Navigation
-110.5710571,24.0375773,No Navigation
-110.4983685,23.03510278,No Navigation
-110.5186652,8.887356657,No Navigation
-110.4112452,27.04011667,No Navigation
-110.3946105,25.32394209,No Navigation
-110.3904518,24.89489844,No Navigation
-110.2811381,26.61056226,No Navigation
-110.2769794,26.18151861,No Navigation
-110.1468723,25.7519642,No Navigation
-110.1260789,23.60674598,No Navigation
-110.071422,24.46457788,No Navigation
-110.0672633,24.03553424,No Navigation
-110.0330545,23.10494368,No Navigation
-109.9074514,27.0380736,No Navigation
-109.8908167,25.32189902,No Navigation
-109.886658,24.89285538,No Navigation
-109.8908741,22.67008194,No Navigation
-109.7773443,26.60851919,No Navigation
-109.7731856,26.17947555,No Navigation
-109.6430785,25.74992114,No Navigation
-109.6222851,23.60470291,No Navigation
-109.5526207,22.34099962,No Navigation
-109.5676282,24.46253482,No Navigation
-109.5634695,24.03349117,No Navigation
-109.492178,23.1751485,No Navigation
-109.4036576,27.03603054,No Navigation
-109.3870229,25.31985596,No Navigation
-109.3828642,24.89081231,No Navigation
-109.2735505,26.60647613,No Navigation
-109.2693918,26.17743248,No Navigation
-109.1392847,25.74787807,No Navigation
-109.1184913,23.60265985,No Navigation
-109.1101739,22.74457256,No Navigation
-109.1479834,22.21575537,No Navigation
-109.0638344,24.46049175,No Navigation
-109.0596757,24.03144811,No Navigation
-108.9883842,23.17310543,No Navigation
-108.8998238,21.78253451,No Navigation
-108.8998638,27.03398747,No Navigation
-108.8832291,25.31781289,No Navigation
-108.8790704,24.88876925,No Navigation
-108.7697567,26.60443306,No Navigation
-108.765598,26.17538942,No Navigation
-108.6354909,25.74583501,No Navigation
-108.6147021,23.60109562,No Navigation
-108.6063801,22.74252949,No Navigation
-108.6022215,22.31348584,No Navigation
-108.5600406,24.45844869,No Navigation
-108.5558819,24.02940504,No Navigation
-108.4845904,23.17106237,No Navigation
-108.4573538,21.55786767,No Navigation
-108.39607,27.03194441,No Navigation
-108.3794353,25.31576983,No Navigation
-108.3752766,24.88672618,No Navigation
-108.2317705,19.36242442,No Navigation
-108.2659629,26.60239,No Navigation
-108.2618042,26.17334635,No Navigation
-108.1316971,25.74379194,No Navigation
-108.1109037,23.59857372,No Navigation
-108.1025863,22.74048643,No Navigation
-108.0984277,22.31144278,No Navigation
-108.0703522,21.13465989,No Navigation
-108.0562468,24.45640562,No Navigation
-108.0520881,24.02736198,No Navigation
-107.9807966,23.1690193,No Navigation
-107.9682973,21.87949415,No Navigation
-107.8922762,27.02990134,No Navigation
-107.8514981,25.34938109,No Navigation
-107.8714178,24.87797931,No Navigation
-107.7188531,20.73935901,No Navigation
-107.7397554,19.26779834,No Navigation
-107.7621258,26.59587773,No Navigation
-107.7579454,26.16459948,No Navigation
-107.8139761,18.95181396,No Navigation
-107.5823064,25.72964655,No Navigation
-107.5758118,23.61590494,No Navigation
-107.5674945,22.75781765,No Navigation
-107.593998,22.24379818,No Navigation
-107.5550184,21.47068672,No Navigation
-107.5271074,24.43817127,No Navigation
-107.5797815,24.0254466,No Navigation
-107.4353665,23.20255962,No Navigation
-107.4228595,21.9122364,No Navigation
-107.3757518,27.10660749,No Navigation
-107.3285799,25.2773811,No Navigation
-107.3457446,24.78423242,No Navigation
-107.2252606,21.0163524,No Navigation
-107.2860585,20.43115617,No Navigation
-107.2265883,19.5707988,No Navigation
-107.2291417,26.33092756,No Navigation
-107.1741683,20.07637226,No Navigation
-107.1822907,18.20739344,No Navigation
-107.0926224,25.73957812,No Navigation
-107.1040092,23.66599486,No Navigation
-107.0953453,22.77215393,No Navigation
-107.0675324,22.22298901,No Navigation
-107.0523352,21.58321781,No Navigation
-107.0039737,24.27175202,No Navigation
-106.8301374,18.64925863,No Navigation
-106.8430721,17.75151754,No Navigation
-106.8848511,27.04257473,No Navigation
-106.8664975,25.1490685,No Navigation
-106.8437554,24.75180728,No Navigation
-106.7645155,20.87456893,No Navigation
-106.7568001,20.32845668,No Navigation
-106.748789,19.50197305,No Navigation
-106.6914488,19.00018778,No Navigation
-106.753927,26.52874389,No Navigation
-106.749773,26.10017909,No Navigation
-106.6798491,23.21737184,No Navigation
-106.6673731,21.93024091,No Navigation
-106.5594115,17.28871651,No Navigation
-106.6018987,25.64224877,No Navigation
-106.5829536,23.68771661,No Navigation
-106.572788,22.63894326,No Navigation
-106.5861366,22.21146029,No Navigation
-106.5622056,21.36671677,No Navigation
-106.5174297,24.1462712,No Navigation
-106.4030135,20.06042718,No Navigation
-106.3453258,18.37337545,No Navigation
-106.3495721,17.7596217,No Navigation
-106.3808171,27.0157595,No Navigation
-106.3262094,25.13005719,No Navigation
-106.3569174,24.55006738,No Navigation
-106.2356611,20.78579383,No Navigation
-106.2014946,19.44159816,No Navigation
-106.2394256,18.92531796,No Navigation
-106.2321083,26.18299132,No Navigation
-106.1493537,17.05753702,No Navigation
-106.1395035,23.12579997,No Navigation
-106.1270275,21.83866903,No Navigation
-106.0606686,22.49981621,No Navigation
-106.0383499,24.16743962,No Navigation
-105.9840755,23.6725801,No Navigation
-105.9156022,21.24879361,No Navigation
-105.8959141,20.30038582,No Navigation
-105.8894685,25.54906231,No Navigation
-105.8288731,18.3337412,No Navigation
-105.8500789,17.73721183,No Navigation
-105.8324006,17.30551403,No Navigation
-105.8316751,26.76477884,No Navigation
-105.8329151,24.98963139,No Navigation
-105.8324138,24.57698902,No Navigation
-105.6673014,20.8066935,No Navigation
-105.7018628,19.86894699,No Navigation
-105.7395306,19.32550332,No Navigation
-105.7312079,18.93091815,No Navigation
-105.7060384,26.26487566,No Navigation
-105.6212868,16.8715269,No Navigation
-105.6243368,23.21883725,No Navigation
-105.6167117,21.96811666,No Navigation
-105.5573368,22.54544466,No Navigation
-105.5293634,23.62966661,No Navigation
-105.3995815,25.76016484,No Navigation
-105.3401059,21.42879615,No Navigation
-105.3265274,18.48109726,No Navigation
-105.3477147,17.88265252,No Navigation
-105.343621,17.46031268,No Navigation
-105.3733645,27.02559175,No Navigation
-105.3245913,25.2420918,No Navigation
-105.3654637,24.81833823,No Navigation
-105.3996381,24.32228692,No Navigation
-105.2127675,20.85177501,No Navigation
-105.2458735,20.36925414,No Navigation
-105.2417149,19.94021049,No Navigation
-105.2375562,19.51116685,No Navigation
-105.2333975,19.0821232,No Navigation
-105.218533,26.57175821,No Navigation
-105.2431205,26.11787349,No Navigation
-105.107071,16.97547943,No Navigation
-105.1485366,16.46292809,No Navigation
-105.1229751,23.00365873,No Navigation
-105.0703032,22.39569367,No Navigation
-105.049461,21.9160185,No Navigation
-104.9706262,23.37311298,No Navigation
-104.8681602,21.46412414,No Navigation
-104.8416246,18.52962503,No Navigation
-104.8451555,18.00798179,No Navigation
-104.8408668,17.56553053,No Navigation
-104.8470067,27.01591,No Navigation
-104.9204246,25.77337382,No Navigation
-104.8765609,25.14604221,No Navigation
-104.8108371,24.2124509,No Navigation
-104.7433855,16.17079817,No Navigation
-104.7793271,24.85963003,No Navigation
-104.7108451,21.04280158,No Navigation
-104.7437692,20.54151005,No Navigation
-104.7396105,20.11246641,No Navigation
-104.7354518,19.68342276,No Navigation
-104.7312932,19.25437912,No Navigation
-104.6707436,18.85460238,No Navigation
-104.7261206,26.51676004,No Navigation
-104.7301306,26.09518088,No Navigation
-104.6238881,16.99051719,No Navigation
-104.5781834,16.45167704,No Navigation
-104.6028607,22.89560613,No Navigation
-104.5727158,22.38429082,No Navigation
-104.5685571,21.95524717,No Navigation
-104.4956928,23.53332333,No Navigation
-104.3126445,21.53993037,No Navigation
-104.3285391,18.19894877,No Navigation
-104.3690031,17.60931049,No Navigation
-104.3658032,27.02421907,No Navigation
-104.3318502,24.27096801,No Navigation
-104.2323264,16.03793814,No Navigation
-104.2522983,15.31410485,No Navigation
-104.3080386,25.75680229,No Navigation
-104.2367978,25.08415862,No Navigation
-104.2066874,21.0032172,No Navigation
-104.2397155,20.51265176,No Navigation
-104.2355568,20.08360811,No Navigation
-104.2313981,19.65456447,No Navigation
-104.2272395,19.22552082,No Navigation
-104.2230808,18.79647718,No Navigation
-104.2190727,26.39555521,No Navigation
-104.1347169,17.10491059,No Navigation
-104.0485253,24.60908217,No Navigation
-104.0747485,22.98335577,No Navigation
-104.0708869,22.5849581,No Navigation
-104.0663943,22.12146966,No Navigation
-103.9753723,16.62888739,No Navigation
-103.9833176,23.79536606,No Navigation
-103.8599579,21.61317425,No Navigation
-103.8399504,18.24970191,No Navigation
-103.7965344,17.66855208,No Navigation
-103.8619258,27.01355682,No Navigation
-103.75458,15.93886773,No Navigation
-103.7864756,25.72617051,No Navigation
-103.7823169,25.29712686,No Navigation
-103.6992672,21.06015061,No Navigation
-103.7359867,20.5173125,No Navigation
-103.731828,20.08826886,No Navigation
-103.7276693,19.65922521,No Navigation
-103.7235106,19.23018157,No Navigation
-103.719352,18.80113792,No Navigation
-103.7318187,26.58400241,No Navigation
-103.72766,26.15495877,No Navigation
-103.5774056,17.15014988,No Navigation
-103.6761711,24.81313328,No Navigation
-103.5848538,24.41525702,No Navigation
-103.5715519,23.04292389,No Navigation
-103.5701502,22.5373859,No Navigation
-103.5582807,22.1378005,No Navigation
-103.4716564,16.63488889,No Navigation
-103.5144735,23.86748363,No Navigation
-103.3278871,21.82406731,No Navigation
-103.3112037,18.45760202,No Navigation
-103.3322796,17.84766503,No Navigation
-103.3578721,26.98469853,No Navigation
-103.2876031,15.98706639,No Navigation
-103.2475501,25.84774269,No Navigation
-103.2781982,25.26156476,No Navigation
-103.2153921,21.30845394,No Navigation
-103.2352469,20.83034836,No Navigation
-103.2310882,20.40130472,No Navigation
-103.2269295,19.97226107,No Navigation
-103.2227709,19.54321743,No Navigation
-103.2186122,19.11417378,No Navigation
-103.2106476,26.59380629,No Navigation
-103.2763448,26.15312852,No Navigation
-103.1219141,17.43931452,No Navigation
-103.1480911,24.83201035,No Navigation
-103.0291598,22.95677039,No Navigation
-103.0623091,22.47871872,No Navigation
-102.9707032,16.92589796,No Navigation
-103.0039577,16.45870008,No Navigation
-102.9748408,24.28257484,No Navigation
-103.0532879,23.71358125,No Navigation
-102.9059928,15.6328093,No Navigation
-102.8585299,22.02801008,No Navigation
-102.8420213,21.56231287,No Navigation
-102.8274891,18.62871368,No Navigation
-102.8312799,18.13388567,No Navigation
-102.8045933,17.70092007,No Navigation
-102.7913229,27.00496957,No Navigation
-102.778888,25.72208438,No Navigation
-102.7498639,25.25420831,No Navigation
-102.7173247,21.17534259,No Navigation
-102.7302185,20.70093297,No Navigation
-102.7260598,20.27188932,No Navigation
-102.7219011,19.84284568,No Navigation
-102.7177425,19.41380203,No Navigation
-102.6579596,19.09313021,No Navigation
-102.6275101,16.13731866,No Navigation
-102.7242311,26.57991628,No Navigation
-102.7200724,26.15087264,No Navigation
-102.6581177,24.86365049,No Navigation
-102.5843396,23.07379622,No Navigation
-102.4682374,16.95258975,No Navigation
-102.4953873,16.42790817,No Navigation
-102.5142551,24.40711668,No Navigation
-102.4994192,23.95930238,No Navigation
-102.4997419,23.55947456,No Navigation
-102.4590096,22.54647651,No Navigation
-102.4225745,17.47506815,No Navigation
-102.4199025,15.6010141,No Navigation
-102.3490406,21.97976395,No Navigation
-102.3172453,18.59121725,No Navigation
-102.3259266,17.97095124,No Navigation
-102.2609027,15.16056213,No Navigation
-102.2875702,27.00717225,No Navigation
-102.2750942,25.72004131,No Navigation
-102.2709355,25.29099767,No Navigation
-102.2089597,21.4235466,No Navigation
-102.2289589,20.96033837,No Navigation
-102.2248002,20.53129473,No Navigation
-102.2206415,20.10225108,No Navigation
-102.2164829,19.67320744,No Navigation
-102.2123242,19.24416379,No Navigation
-102.2204373,26.57787322,No Navigation
-102.2162786,26.14882957,No Navigation
-102.1408284,24.86144325,No Navigation
-102.0578364,23.15691698,No Navigation
-101.9889501,16.77188491,No Navigation
-101.9940958,16.21998071,No Navigation
-102.0107213,24.43188884,No Navigation
-102.0062937,23.97510421,No Navigation
-101.9979005,23.57323606,No Navigation
-101.9939334,22.69991243,No Navigation
-101.9354757,17.41854772,No Navigation
-101.9271904,15.814145,No Navigation
-101.863882,22.27610414,No Navigation
-101.8369834,21.82127136,No Navigation
-101.8435648,18.88067699,No Navigation
-101.8260965,18.3778404,No Navigation
-101.7996048,17.96498622,No Navigation
-101.820968,15.32224519,No Navigation
-101.7058466,14.99504265,No Navigation
-101.7837764,27.00512918,No Navigation
-101.7713004,25.71799825,No Navigation
-101.7671417,25.2889546,No Navigation
-101.7007939,21.22825351,No Navigation
-101.722176,20.64992019,No Navigation
-101.7406691,20.23756765,No Navigation
-101.7141975,19.82678846,No Navigation
-101.7100899,19.40301209,No Navigation
-101.7166435,26.57583015,No Navigation
-101.7124848,26.14678651,No Navigation
-101.6370346,24.85940019,No Navigation
-101.5574257,23.14297023,No Navigation
-101.4828666,16.75016884,No Navigation
-101.4906269,16.25145668,No Navigation
-101.5069275,24.42984578,No Navigation
-101.5027688,24.00080213,No Navigation
-101.4986101,23.57175849,No Navigation
-101.4900824,22.69196363,No Navigation
-101.4408305,17.61073334,No Navigation
-101.4362486,17.13801918,No Navigation
-101.4235265,15.82550955,No Navigation
-101.3601439,22.2798072,No Navigation
-101.3559063,21.84262321,No Navigation
-101.2975056,19.06586708,No Navigation
-101.3235373,18.50316966,No Navigation
-101.3193786,18.07412602,No Navigation
-101.2063262,15.43387599,No Navigation
-101.2340675,14.84130404,No Navigation
-101.2799826,27.00308612,No Navigation
-101.2675066,25.71595518,No Navigation
-101.2633479,25.28691154,No Navigation
-101.208658,21.44928355,No Navigation
-101.2215616,20.97588482,No Navigation
-101.2174076,20.54732002,No Navigation
-101.2132489,20.11827637,No Navigation
-101.1842052,19.64837852,No Navigation
-101.2128497,26.57378709,No Navigation
-101.208691,26.14474344,No Navigation
-101.1332408,24.85735712,No Navigation
-101.0536319,23.14092716,No Navigation
-100.9484093,16.71484935,No Navigation
-100.9863133,16.19578315,No Navigation
-101.0031337,24.42780271,No Navigation
-100.998975,23.99875907,No Navigation
-100.9947297,23.56077701,No Navigation
-100.9865423,22.71609734,No Navigation
-100.9055876,17.61248173,No Navigation
-100.9887714,17.09904772,No Navigation
-100.8800814,15.79313974,No Navigation
-100.8564364,22.28667062,No Navigation
-100.7727379,19.26241208,No Navigation
-100.838767,18.65910943,No Navigation
-100.8168844,18.20615909,No Navigation
-100.7690623,14.66457892,No Navigation
-100.7896369,21.8917685,No Navigation
-100.6828605,15.3053899,No Navigation
-100.7761888,27.00104305,No Navigation
-100.7637128,25.71391212,No Navigation
-100.7595541,25.28486847,No Navigation
-100.69573,21.22673134,No Navigation
-100.7856882,20.83471541,No Navigation
-100.691434,20.42258664,No Navigation
-100.729905,20.06045338,No Navigation
-100.6885782,19.58656871,No Navigation
-100.7090559,26.57174402,No Navigation
-100.7048972,26.14270038,No Navigation
-100.629447,24.85531406,No Navigation
-100.5498381,23.1388841,No Navigation
-100.4722202,16.64707067,No Navigation
-100.4993399,24.42575965,No Navigation
-100.4951812,23.996716,No Navigation
-100.4910225,23.56767236,No Navigation
-100.4827052,22.70958507,No Navigation
-100.4026135,17.69500977,No Navigation
-100.4298615,17.25779387,No Navigation
-100.3970743,15.94231541,No Navigation
-100.3526175,22.2820418,No Navigation
-100.2893758,19.00584491,No Navigation
-100.3150354,18.40475139,No Navigation
-100.280174,18.05650458,No Navigation
-100.2769844,14.67017696,No Navigation
-100.3025537,21.80908999,No Navigation
-100.2094505,15.30776496,No Navigation
-100.272395,26.99899999,No Navigation
-100.259919,25.71186905,No Navigation
-100.2557603,25.28282541,No Navigation
-100.2015069,21.20148814,No Navigation
-100.192999,20.32373635,No Navigation
-100.2016651,19.70190612,No Navigation
-100.1458401,19.35644724,No Navigation
-100.2052621,26.56970096,No Navigation
-100.2011035,26.14065731,No Navigation
-100.1256532,24.85327099,No Navigation
-100.0460443,23.13684103,No Navigation
-99.94061691,16.59120136,No Navigation
-99.99554608,24.42371658,No Navigation
-99.9913874,23.99467294,No Navigation
-99.98722873,23.56562929,No Navigation
-99.96801136,22.66578686,No Navigation
-99.94206997,17.60733675,No Navigation
-99.92011528,17.10569498,No Navigation
-99.88990418,16.05130725,No Navigation
-99.90996834,15.59480282,No Navigation
-99.84435065,22.28256625,No Navigation
-99.79040245,19.03706632,No Navigation
-99.78249354,18.22111725,No Navigation
-99.75816824,14.44311433,No Navigation
-99.77078096,21.80792658,No Navigation
-99.67350754,15.11916917,No Navigation
-99.76860123,26.99695692,No Navigation
-99.75612521,25.70982599,No Navigation
-99.75196653,25.28078234,No Navigation
-99.7190207,21.41776603,No Navigation
-99.83626325,20.98415285,No Navigation
-99.7062211,20.56130224,No Navigation
-99.70206243,20.1322586,No Navigation
-99.69790375,19.70321495,No Navigation
-99.70146833,26.56765789,No Navigation
-99.69730966,26.13861425,No Navigation
-99.62185941,24.85122793,No Navigation
-99.54225048,23.13479797,No Navigation
-99.47987035,16.69914329,No Navigation
-99.49175228,24.42167352,No Navigation
-99.48759361,23.99262987,No Navigation
-99.48343493,23.56358623,No Navigation
-99.47511758,22.70549894,No Navigation
-99.42521348,17.5569752,No Navigation
-99.4210548,17.12793155,No Navigation
-99.41276994,16.27319616,No Navigation
-99.40857878,15.84080061,No Navigation
-99.34501046,22.27594453,No Navigation
-99.31589973,19.27263901,No Navigation
-99.32245193,18.69925479,No Navigation
-99.25516574,18.42072348,No Navigation
-99.30340978,17.98407154,No Navigation
-99.26846484,14.37885993,No Navigation
-99.27787756,21.8466455,No Navigation
-99.21549743,15.41099082,No Navigation
-99.21564772,14.96244685,No Navigation
-99.26480744,26.99491386,No Navigation
-99.25233141,25.70778292,No Navigation
-99.24817273,25.27873928,No Navigation
-99.21075858,21.418783,No Navigation
-99.20664477,20.99436817,No Navigation
-99.20242731,20.55925918,No Navigation
-99.19826863,20.13021553,No Navigation
-99.19410996,19.70117189,No Navigation
-99.19767454,26.56561483,No Navigation
-99.19351586,26.13657118,No Navigation
-99.11806561,24.84918486,No Navigation
-99.03845668,23.1327549,No Navigation
-98.97607656,16.69710022,No Navigation
-98.89758466,14.01313002,No Navigation
-98.98795849,24.41963045,No Navigation
-98.98379981,23.99058681,No Navigation
-98.97964114,23.56154316,No Navigation
-98.97132379,22.70345587,No Navigation
-98.92137791,17.55062254,No Navigation
-98.91726101,17.12588849,No Navigation
-98.90894366,16.26780119,No Navigation
-98.90478498,15.83875755,No Navigation
-98.84121666,22.27390146,No Navigation
-98.7743214,19.27044271,No Navigation
-98.80742742,18.78792184,No Navigation
-98.80326875,18.3588782,No Navigation
-98.79911936,17.93079224,No Navigation
-98.71900762,14.53831477,No Navigation
-98.7742787,21.86471385,No Navigation
-98.67991328,15.37753563,No Navigation
-98.738737,14.94959013,No Navigation
-98.76101364,26.99287079,No Navigation
-98.74853761,25.70573986,No Navigation
-98.74437894,25.27669621,No Navigation
-98.74691446,21.36183712,No Navigation
-98.79725352,20.98664283,No Navigation
-98.79309485,20.55759919,No Navigation
-98.78831237,20.064199,No Navigation
-98.71044118,19.60982986,No Navigation
-98.69388074,26.56357176,No Navigation
-98.68972206,26.13452812,No Navigation
-98.61427181,24.8471418,No Navigation
-98.49625455,23.06620206,No Navigation
-98.4676573,16.68190493,No Navigation
-98.42890488,14.07603027,No Navigation
-98.48416469,24.41758739,No Navigation
-98.48000601,23.98854374,No Navigation
-98.47584734,23.5595001,No Navigation
-98.49856225,22.65461385,No Navigation
-98.38401218,17.33336406,No Navigation
-98.35962384,15.99847648,No Navigation
-98.55783265,22.27275224,No Navigation
-98.29375106,19.01567448,No Navigation
-98.30005977,18.4171694,No Navigation
-98.29590109,17.98812575,No Navigation
-98.29205803,17.59164345,No Navigation
-98.1651619,15.42623255,No Navigation
-98.20339378,14.94099011,No Navigation
-98.17769632,14.45538974,No Navigation
-98.25721984,26.99082773,No Navigation
-98.21984953,25.6618849,No Navigation
-98.25050325,25.21510631,No Navigation
-98.19008694,26.5615287,No Navigation
-98.18592827,26.13248505,No Navigation
-98.29940069,24.84586488,No Navigation
-98.16436257,23.25791817,No Navigation
-97.94133809,16.64050339,No Navigation
-97.92597229,13.82253334,No Navigation
-98.16695431,24.17497342,No Navigation
-98.13139516,23.75474049,No Navigation
-97.87445257,16.01461721,No Navigation
-97.84144144,17.22878235,No Navigation
-97.82464336,18.09442898,No Navigation
-97.81194985,17.71295956,No Navigation
-97.69042397,15.61644654,No Navigation
-97.70017242,14.99800439,No Navigation
-97.6960354,14.57119535,No Navigation
-97.67093039,14.14671667,No Navigation
-97.75342605,26.98878466,No Navigation
-97.78343804,25.65551064,No Navigation
-97.68629315,26.55948563,No Navigation
-97.65732682,26.09756851,No Navigation
-97.43752056,16.67170784,No Navigation
-97.43237467,13.71744602,No Navigation
-97.34342413,16.09023899,No Navigation
-97.36688585,17.42796415,No Navigation
-97.17127065,15.65395948,No Navigation
-97.16740382,14.79097532,No Navigation
-97.22073193,14.26010678,No Navigation
-97.24963225,26.9867416,No Navigation
-97.15760506,26.51563068,No Navigation
-97.24688455,26.05359721,No Navigation
-96.93498922,16.79991017,No Navigation
-96.91502864,13.81251138,No Navigation
-96.86864314,16.19398128,No Navigation
-96.73836882,15.2878149,No Navigation
-96.70444266,15.75322245,No Navigation
-96.67724896,14.80389041,No Navigation
-96.68678155,14.39520445,No Navigation
-96.74583845,26.98469853,No Navigation
-96.67714605,26.39450814,No Navigation
-96.45678268,16.65336586,No Navigation
-96.44311289,13.94373817,No Navigation
-96.3651959,16.22769186,No Navigation
-96.21750847,15.35593022,No Navigation
-96.17240335,15.82767676,No Navigation
-96.16316598,14.87467208,No Navigation
-96.14000859,14.29019942,No Navigation
-96.20355835,26.91010112,No Navigation
-96.25317468,26.50674902,No Navigation
-95.8880003,16.4432494,No Navigation
-95.65195835,16.01082773,No Navigation
-95.68985057,15.49054266,No Navigation
-95.68608177,15.10172186,No Navigation
-95.68114334,14.59223253,No Navigation
-95.71482118,14.16870516,No Navigation
-95.7493816,26.87958873,No Navigation
-95.1668951,16.03811245,No Navigation
-95.21126667,15.56287284,No Navigation
-95.19200039,14.24549522,No Navigation
-95.23549673,27.08583025,No Navigation
-95.14330569,15.25438624,No Navigation
-94.85962346,13.93344339,No Navigation
-94.69624074,14.76295615,No Navigation
-94.65125999,16.03602137,No Navigation
-94.68232795,15.49316034,No Navigation
-94.65010214,14.33404019,No Navigation
-94.73225526,27.14076954,No Navigation
-94.57232419,15.18862874,No Navigation
-94.42229922,13.9035723,No Navigation
-94.16972729,16.0984226,No Navigation
-94.17853416,15.49111727,No Navigation
-94.12641457,14.44515313,No Navigation
-94.23314992,27.1583773,No Navigation
-94.1109464,15.0148916,No Navigation
-94.06897879,13.46945888,No Navigation
-93.64563178,16.2340808,No Navigation
-93.67665725,15.68683651,No Navigation
-93.67238718,15.24630063,No Navigation
-93.62894566,14.51260211,No Navigation
-93.66037777,14.00730941,No Navigation
-93.72431028,27.09981247,No Navigation
-93.59113366,14.98437331,No Navigation
-93.65169746,13.47270386,No Navigation
-93.48174762,13.00127694,No Navigation
-93.14285099,16.33654837,No Navigation
-93.17393097,15.79492742,No Navigation
-93.16977694,15.36636262,No Navigation
-93.15867067,14.22054793,No Navigation
-93.22012661,27.05754657,No Navigation
-93.12795193,18.63081866,No Navigation
-93.05095249,15.01804132,No Navigation
-93.19553287,14.77521454,No Navigation
-93.06874681,13.8762021,No Navigation
-93.07171234,13.37006468,No Navigation
-93.02034497,12.94309602,No Navigation
-92.87972172,12.51139213,No Navigation
-92.66995719,0.9762969312,No Navigation
